Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
201.00 1118.85 0.676979 1.740652 -8918.548701 0.264111 1.019797 4.271 59.1931 1.52928 17.1127 0.754146 0.0818315 2.7853 0.00240056 6.27678 0.00114396 10.7031 1.56019
101.00 1116.87 1.510571 3.880504 -19926.242770 0.590275 2.274906 4.319 59.4243 1.42958 17.1027 0.738863 0.0809923 2.74136 0.00232041 6.22943 0.00110342 10.7084 1.54098
1.00 1114.84 1.850402 4.749127 -24440.550578 0.724232 2.785934 4.367 59.6514 1.33392 17.0927 0.723444 0.0801766 2.69805 0.00224305 6.18208 0.00106434 10.713 1.5219

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
44001.00 1203.52 0.995650 2.014481 -6348.920005 0.216245 0.966154 Fe''0.47Mg0.55Fe'''0.17Al0.28Cr1.51Ti0.02O4 0 0.709798 7.20713 6.9237 57.2491 16.8937 0 11.0166 0 0 0
43901.00 1203.35 0.996217 2.015912 -6359.119394 0.216417 0.966965 Fe''0.47Mg0.55Fe'''0.17Al0.28Cr1.51Ti0.02O4 0 0.710802 7.24098 6.9231 57.2165 16.8771 0 11.0315 0 0 0
43801.00 1203.18 0.996787 2.017354 -6369.380761 0.216589 0.967782 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.51Ti0.02O4 0 0.711801 7.27508 6.92244 57.1837 16.8605 0 11.0465 0 0 0
43701.00 1203.01 0.997362 2.018805 -6379.704821 0.216763 0.968604 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.712795 7.30943 6.92173 57.1508 16.8437 0 11.0616 0 0 0
43601.00 1202.83 0.997940 2.020266 -6390.092299 0.216938 0.969431 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.713783 7.34402 6.92096 57.1177 16.8268 0 11.0767 0 0 0
43501.00 1202.66 0.998522 2.021738 -6400.543933 0.217114 0.970265 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.714767 7.37887 6.92014 57.0844 16.8099 0 11.092 0 0 0
43401.00 1202.49 0.999108 2.023219 -6411.060472 0.217291 0.971104 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.715745 7.41398 6.91927 57.0509 16.7929 0 11.1073 0 0 0
43301.00 1202.32 0.999698 2.024711 -6421.642678 0.217469 0.971949 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.716718 7.44934 6.91834 57.0172 16.7757 0 11.1227 0 0 0
43201.00 1202.14 1.000293 2.026213 -6432.291326 0.217649 0.972800 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.717686 7.48497 6.91736 56.9833 16.7585 0 11.1382 0 0 0
43101.00 1201.97 1.000891 2.027726 -6443.007201 0.217830 0.973657 Fe''0.47Mg0.55Fe'''0.17Al0.29Cr1.50Ti0.02O4 0 0.718648 7.52086 6.91631 56.9493 16.7411 0 11.1538 0 0 0
43001.00 1201.80 1.001493 2.029250 -6453.791103 0.218012 0.974520 Fe''0.46Mg0.55Fe'''0.17Al0.30Cr1.50Ti0.02O4 0 0.719604 7.55701 6.91522 56.915 16.7237 0 11.1695 0 0 0
42901.00 1201.63 1.002100 2.030784 -6464.643845 0.218196 0.975389 Fe''0.46Mg0.55Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.720554 7.59344 6.91406 56.8805 16.7062 0 11.1852 0 0 0
42801.00 1201.45 1.002711 2.032330 -6475.566254 0.218381 0.976264 Fe''0.46Mg0.55Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.721499 7.63013 6.91285 56.8459 16.6886 0 11.2011 0 0 0
42701.00 1201.28 1.003326 2.033886 -6486.559170 0.218567 0.977146 Fe''0.46Mg0.56Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.722437 7.6671 6.91158 56.811 16.6708 0 11.217 0 0 0
42601.00 1201.11 1.003946 2.035454 -6497.623446 0.218755 0.978034 Fe''0.46Mg0.56Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.72337 7.70435 6.91025 56.776 16.653 0 11.233 0 0 0
42501.00 1200.94 1.004570 2.037034 -6508.759951 0.218943 0.978929 Fe''0.46Mg0.56Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.724296 7.74189 6.90886 56.7407 16.6351 0 11.2492 0 0 0
42401.00 1200.76 1.005198 2.038624 -6519.969567 0.219134 0.979830 Fe''0.46Mg0.56Fe'''0.17Al0.30Cr1.49Ti0.02O4 0 0.725216 7.7797 6.90742 56.7052 16.6171 0 11.2654 0 0 0
42301.00 1200.59 1.005831 2.040227 -6531.253193 0.219325 0.980737 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.49Ti0.02O4 0 0.72613 7.8178 6.90591 56.6695 16.5989 0 11.2817 0 0 0
42201.00 1200.42 1.006469 2.041842 -6542.611742 0.219518 0.981652 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.727037 7.8562 6.90434 56.6336 16.5807 0 11.2981 0 0 0
42101.00 1200.25 1.007111 2.043468 -6554.046142 0.219713 0.982573 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.727938 7.89489 6.90271 56.5975 16.5624 0 11.3146 0 0 0
42001.00 1200.07 1.007758 2.045107 -6565.557338 0.219909 0.983501 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.728832 7.93387 6.90102 56.5612 16.5439 0 11.3312 0 0 0
41901.00 1199.90 1.008410 2.046758 -6577.146290 0.220106 0.984436 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.729719 7.97315 6.89927 56.5246 16.5254 0 11.3479 0 0 0
41801.00 1199.73 1.009067 2.048421 -6588.813976 0.220305 0.985378 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.730599 8.01274 6.89746 56.4878 16.5067 0 11.3647 0 0 0
41701.00 1199.55 1.009729 2.050098 -6600.561390 0.220505 0.986327 Fe''0.46Mg0.56Fe'''0.17Al0.31Cr1.48Ti0.02O4 0 0.731473 8.05264 6.89558 56.4508 16.488 0 11.3815 0 0 0
41601.00 1199.38 1.010396 2.051787 -6612.389543 0.220707 0.987283 Fe''0.46Mg0.56Fe'''0.17Al0.32Cr1.48Ti0.02O4 0 0.732339 8.09284 6.89364 56.4136 16.4691 0 11.3985 0 0 0
41501.00 1199.21 1.011067 2.053489 -6624.299464 0.220910 0.988247 Fe''0.46Mg0.56Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.733197 8.13336 6.89164 56.3761 16.4501 0 11.4156 0 0 0
41401.00 1199.04 1.011744 2.055204 -6636.292201 0.221115 0.989218 Fe''0.45Mg0.56Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.734049 8.1742 6.88957 56.3383 16.431 0 11.4328 0 0 0
41301.00 1198.86 1.012426 2.056933 -6648.368819 0.221322 0.990197 Fe''0.45Mg0.56Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.734893 8.21536 6.88744 56.3004 16.4119 0 11.4501 0 0 0
41201.00 1198.69 1.013114 2.058675 -6660.530402 0.221530 0.991183 Fe''0.45Mg0.57Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.735729 8.25684 6.88524 56.2622 16.3926 0 11.4674 0 0 0
41101.00 1198.52 1.013807 2.060431 -6672.778054 0.221740 0.992177 Fe''0.45Mg0.57Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.736558 8.29865 6.88298 56.2237 16.3731 0 11.4849 0 0 0
41001.00 1198.35 1.014505 2.062202 -6685.112898 0.221951 0.993179 Fe''0.45Mg0.57Fe'''0.17Al0.32Cr1.47Ti0.02O4 0 0.737378 8.34079 6.88065 56.185 16.3536 0 11.5025 0 0 0
40901.00 1198.17 1.015209 2.063986 -6697.536078 0.222164 0.994188 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.47Ti0.02O4 0 0.738191 8.38327 6.87825 56.1461 16.334 0 11.5202 0 0 0
40801.00 1198.00 1.015918 2.065784 -6710.048757 0.222379 0.995206 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.46Ti0.02O4 0 0.738996 8.42609 6.87578 56.1069 16.3142 0 11.538 0 0 0
40701.00 1197.83 1.016633 2.067597 -6722.652120 0.222596 0.996232 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.46Ti0.02O4 0 0.739792 8.46925 6.87325 56.0674 16.2944 0 11.5559 0 0 0
40601.00 1197.65 1.017354 2.069425 -6735.347373 0.222814 0.997267 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.46Ti0.02O4 0 0.74058 8.51277 6.87065 56.0277 16.2744 0 11.5739 0 0 0
40501.00 1197.48 1.018081 2.071268 -6748.135746 0.223034 0.998309 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.46Ti0.02O4 0 0.741359 8.55663 6.86797 55.9877 16.2543 0 11.592 0 0 0
40401.00 1197.31 1.018814 2.073126 -6761.018488 0.223256 0.999360 Fe''0.45Mg0.57Fe'''0.17Al0.33Cr1.46Ti0.02O4 0 0.74213 8.60084 6.86523 55.9474 16.2341 0 11.6103 0 0 0
40301.00 1197.14 1.019552 2.074999 -6773.996872 0.223479 1.000420 Fe''0.45Mg0.57Fe'''0.17Al0.34Cr1.46Ti0.02O4 0 0.742892 8.64542 6.86242 55.9069 16.2138 0 11.6286 0 0 0
40201.00 1196.96 1.020297 2.076888 -6787.072198 0.223705 1.001489 Fe''0.45Mg0.57Fe'''0.17Al0.34Cr1.46Ti0.02O4 0 0.743646 8.69036 6.85954 55.8661 16.1934 0 11.647 0 0 0
40101.00 1196.79 1.021048 2.078793 -6800.245784 0.223932 1.002566 Fe''0.45Mg0.57Fe'''0.17Al0.34Cr1.45Ti0.02O4 0 0.74439 8.73568 6.85658 55.825 16.1728 0 11.6656 0 0 0
40001.00 1196.62 1.021806 2.080714 -6813.518977 0.224161 1.003652 Fe''0.44Mg0.57Fe'''0.17Al0.34Cr1.45Ti0.02O4 0 0.745125 8.78136 6.85355 55.7836 16.1521 0 11.6842 0 0 0
39901.00 1196.44 1.022569 2.082651 -6826.893148 0.224392 1.004748 Fe''0.44Mg0.57Fe'''0.17Al0.34Cr1.45Ti0.02O4 0 0.74585 8.82742 6.85045 55.7419 16.1313 0 11.703 0 0 0
39801.00 1196.27 1.023340 2.084604 -6840.369693 0.224626 1.005853 Fe''0.44Mg0.58Fe'''0.17Al0.34Cr1.45Ti0.02O4 0 0.746567 8.87386 6.84728 55.7 16.1104 0 11.7219 0 0 0
39701.00 1196.10 1.024116 2.086575 -6853.950035 0.224861 1.006967 Fe''0.44Mg0.58Fe'''0.17Al0.35Cr1.45Ti0.02O4 0 0.747273 8.92069 6.84403 55.6577 16.0894 0 11.7409 0 0 0
