Title: Depleted MORB Mantle of Workmann & Hart 2005

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
44001.00 1531.60 0.102824 40.5907 1.71322 1.48551 0.382179 0.830191 16.802 0.189601 24.1257 0.124554 3.2167 10.5397
43901.00 1531.38 0.100469 40.5975 1.71356 1.50856 0.381758 0.831634 16.7769 0.189189 24.1044 0.124253 3.22191 10.5504
43801.00 1531.15 0.098158 40.6043 1.71387 1.53191 0.381343 0.833052 16.7517 0.188771 24.0831 0.123948 3.22718 10.5608
43701.00 1530.92 0.095890 40.6111 1.71416 1.55555 0.380936 0.834442 16.7265 0.188349 24.0617 0.12364 3.2325 10.5711
43601.00 1530.70 0.093665 40.6179 1.71441 1.5795 0.380537 0.835806 16.7013 0.187921 24.0404 0.123329 3.23788 10.5811
43501.00 1530.47 0.091483 40.6246 1.71464 1.60375 0.380145 0.837142 16.6761 0.187487 24.019 0.123014 3.24332 10.5908
43401.00 1530.24 0.089345 40.6313 1.71484 1.6283 0.37976 0.83845 16.6509 0.187048 23.9976 0.122696 3.24882 10.6004
43301.00 1530.01 0.087251 40.6379 1.715 1.65316 0.379383 0.839731 16.6257 0.186604 23.9761 0.122375 3.25438 10.6097
43201.00 1529.79 0.085200 40.6445 1.71514 1.67832 0.379013 0.840983 16.6004 0.186154 23.9547 0.12205 3.25999 10.6187
43101.00 1529.56 0.083192 40.6511 1.71525 1.7038 0.378651 0.842206 16.5752 0.185699 23.9332 0.121722 3.26567 10.6275
43001.00 1529.33 0.081229 40.6576 1.71533 1.72959 0.378297 0.8434 16.5499 0.185239 23.9116 0.12139 3.27142 10.6361
42901.00 1529.10 0.079309 40.6642 1.71538 1.75569 0.37795 0.844564 16.5247 0.184773 23.8901 0.121055 3.27722 10.6444
42801.00 1528.87 0.077432 40.6707 1.71539 1.78211 0.37761 0.845698 16.4994 0.184302 23.8685 0.120717 3.28309 10.6525
42701.00 1528.64 0.075600 40.6771 1.71538 1.80885 0.377278 0.846802 16.4741 0.183825 23.8469 0.120376 3.28902 10.6604
42601.00 1528.41 0.073812 40.6835 1.71533 1.8359 0.376953 0.847875 16.4489 0.183343 23.8252 0.120031 3.29501 10.6679
42501.00 1528.18 0.072067 40.6899 1.71525 1.86328 0.376636 0.848917 16.4236 0.182856 23.8035 0.119682 3.30108 10.6753
42401.00 1527.95 0.070367 40.6963 1.71514 1.89098 0.376327 0.849927 16.3983 0.182363 23.7818 0.119331 3.3072 10.6824
42301.00 1527.72 0.068711 40.7026 1.715 1.919 0.376024 0.850905 16.3729 0.181865 23.7601 0.118976 3.31339 10.6892
42201.00 1527.49 0.067100 40.7089 1.71483 1.94735 0.37573 0.851851 16.3476 0.181362 23.7383 0.118618 3.31965 10.6958
42101.00 1527.25 0.065533 40.7152 1.71462 1.97602 0.375443 0.852764 16.3223 0.180853 23.7165 0.118256 3.32598 10.7021
42001.00 1527.02 0.064011 40.7214 1.71438 2.00503 0.375163 0.853644 16.297 0.180339 23.6947 0.117892 3.33238 10.7081
41901.00 1526.79 0.062534 40.7276 1.71411 2.03436 0.374891 0.854491 16.2716 0.179819 23.6728 0.117524 3.33884 10.7139
41801.00 1526.56 0.061102 40.7338 1.7138 2.06403 0.374627 0.855304 16.2462 0.179295 23.6509 0.117152 3.34538 10.7195
41701.00 1526.32 0.059715 40.74 1.71347 2.09403 0.37437 0.856082 16.2209 0.178765 23.629 0.116778 3.35198 10.7247
41601.00 1526.09 0.058373 40.7461 1.71309 2.12436 0.374121 0.856826 16.1955 0.178229 23.607 0.1164 3.35866 10.7297
41501.00 1525.85 0.057077 40.7522 1.71269 2.15503 0.373879 0.857534 16.1701 0.177689 23.585 0.116019 3.36541 10.7345
41401.00 1525.62 0.055826 40.7582 1.71225 2.18604 0.373645 0.858207 16.1447 0.177143 23.563 0.115635 3.37223 10.7389
41301.00 1525.39 0.054621 40.7643 1.71177 2.21738 0.373418 0.858845 16.1193 0.176592 23.5409 0.115247 3.37912 10.7431
41201.00 1525.15 0.053462 40.7703 1.71126 2.24906 0.373199 0.859446 16.0939 0.176036 23.5188 0.114856 3.38609 10.747
41101.00 1524.91 0.052350 40.7763 1.71072 2.28109 0.372987 0.86001 16.0685 0.175475 23.4967 0.114463 3.39314 10.7507
41001.00 1524.68 0.051284 40.7822 1.71014 2.31345 0.372783 0.860537 16.0431 0.174908 23.4745 0.114066 3.40026 10.754
40901.00 1524.44 0.050264 40.7881 1.70953 2.34616 0.372587 0.861026 16.0176 0.174337 23.4523 0.113666 3.40745 10.7571
40801.00 1524.21 0.049291 40.794 1.70888 2.37921 0.372398 0.861478 15.9922 0.17376 23.4301 0.113262 3.41473 10.7599
40701.00 1523.97 0.048366 40.7999 1.70819 2.4126 0.372217 0.861891 15.9667 0.173179 23.4079 0.112856 3.42208 10.7625
40601.00 1523.73 0.047488 40.8058 1.70747 2.44634 0.372043 0.862266 15.9413 0.172592 23.3856 0.112447 3.42951 10.7647
40501.00 1523.49 0.046657 40.8116 1.70672 2.48042 0.371877 0.862602 15.9158 0.172 23.3632 0.112034 3.43702 10.7667
40401.00 1523.26 0.045874 40.8174 1.70592 2.51485 0.371718 0.862898 15.8903 0.171403 23.3409 0.111619 3.44461 10.7683
40301.00 1523.02 0.045139 40.8232 1.7051 2.54962 0.371567 0.863154 15.8649 0.170802 23.3185 0.1112 3.45228 10.7697
40201.00 1522.78 0.044452 40.8289 1.70423 2.58475 0.371424 0.863369 15.8394 0.170195 23.2961 0.110779 3.46003 10.7708
40101.00 1522.54 0.043815 40.8347 1.70333 2.62022 0.371288 0.863545 15.8139 0.169584 23.2736 0.110355 3.46787 10.7716
40001.00 1522.30 0.043225 40.8404 1.70239 2.65604 0.37116 0.863679 15.7884 0.168968 23.2511 0.109927 3.47579 10.7722
39901.00 1522.06 0.042685 40.8461 1.70141 2.6922 0.37104 0.863771 15.7629 0.168347 23.2286 0.109497 3.4838 10.7724
39801.00 1521.82 0.042195 40.8518 1.7004 2.72872 0.370927 0.863822 15.7373 0.167721 23.2061 0.109064 3.49189 10.7723
39701.00 1521.58 0.041754 40.8574 1.69935 2.76558 0.370821 0.86383 15.7118 0.167091 23.1835 0.108628 3.50006 10.7719
39601.00 1521.34 0.041363 40.8631 1.69826 2.8028 0.370724 0.863795 15.6863 0.166456 23.1609 0.10819 3.50833 10.7713
39501.00 1521.10 0.041023 40.8687 1.69714 2.84036 0.370633 0.863718 15.6607 0.165816 23.1382 0.107748 3.51668 10.7703
39401.00 1520.85 0.040734 40.8743 1.69597 2.87828 0.370551 0.863597 15.6352 0.165172 23.1155 0.107304 3.52512 10.769
39301.00 1520.61 0.040495 40.8799 1.69477 2.91654 0.370476 0.863432 15.6096 0.164523 23.0928 0.106857 3.53365 10.7674
39201.00 1520.37 0.040308 40.8855 1.69353 2.95515 0.370409 0.863223 15.5841 0.163869 23.0701 0.106407 3.54227 10.7655
39101.00 1520.13 0.040172 40.891 1.69225 2.99411 0.370349 0.862969 15.5585 0.163212 23.0473 0.105955 3.55098 10.7633
39001.00 1519.88 0.040089 40.8966 1.69094 3.03342 0.370297 0.86267 15.533 0.162549 23.0245 0.1055 3.55979 10.7608
38901.00 1519.64 0.040058 40.9021 1.68958 3.07309 0.370252 0.862326 15.5074 0.161883 23.0016 0.105042 3.56869 10.758
38801.00 1519.39 0.040080 40.9076 1.68819 3.11309 0.370216 0.861935 15.4818 0.161212 22.9787 0.104582 3.57768 10.7549
38701.00 1519.15 0.040156 40.9131 1.68675 3.15345 0.370186 0.861499 15.4563 0.160537 22.9558 0.10412 3.58677 10.7515
38601.00 1518.90 0.040285 40.9186 1.68528 3.19416 0.370165 0.861016 15.4307 0.159858 22.9329 0.103655 3.59596 10.7477
38501.00 1518.66 0.040468 40.9241 1.68377 3.23521 0.37015 0.860486 15.4051 0.159175 22.9099 0.103187 3.60524 10.7437
38401.00 1518.41 0.040705 40.9296 1.68222 3.27661 0.370144 0.859909 15.3795 0.158487 22.8869 0.102717 3.61462 10.7393
38301.00 1518.17 0.040998 40.9351 1.68062 3.31836 0.370145 0.859284 15.3539 0.157796 22.8639 0.102245 3.6241 10.7346
38201.00 1517.92 0.041345 40.9406 1.67899 3.36045 0.370154 0.858611 15.3283 0.157101 22.8408 0.10177 3.63368 10.7296
38101.00 1517.67 0.041749 40.946 1.67732 3.40289 0.37017 0.85789 15.3027 0.156402 22.8177 0.101293 3.64336 10.7242
38001.00 1517.42 0.042209 40.9515 1.67561 3.44567 0.370193 0.85712 15.2771 0.155698 22.7946 0.100814 3.65314 10.7186
37901.00 1517.18 0.042725 40.957 1.67386 3.4888 0.370225 0.8563 15.2515 0.154992 22.7714 0.100333 3.66302 10.7126
37801.00 1516.93 0.043299 40.9624 1.67207 3.53227 0.370263 0.855431 15.2259 0.154281 22.7482 0.099849 3.67301 10.7062
37701.00 1516.68 0.043930 40.9679 1.67024 3.57608 0.37031 0.854513 15.2003 0.153567 22.725 0.0993633 3.68311 10.6996
37601.00 1516.43 0.044620 40.9734 1.66837 3.62023 0.370364 0.853544 15.1747 0.152849 22.7018 0.0988755 3.69331 10.6926
37501.00 1516.18 0.045368 40.9788 1.66645 3.66471 0.370425 0.852524 15.1491 0.152128 22.6785 0.0983857 3.70362 10.6853
37401.00 1515.93 0.046176 40.9843 1.6645 3.70954 0.370494 0.851454 15.1235 0.151403 22.6552 0.0978938 3.71404 10.6777
37301.00 1515.68 0.047043 40.9898 1.66251 3.75471 0.37057 0.850332 15.0979 0.150675 22.6319 0.0974 3.72456 10.6697
37201.00 1515.43 0.047971 40.9952 1.66047 3.80021 0.370654 0.849159 15.0723 0.149943 22.6085 0.0969043 3.7352 10.6614
37101.00 1515.17 0.048959 41.0007 1.6584 3.84604 0.370745 0.847934 15.0467 0.149208 22.5851 0.0964067 3.74595 10.6528
37001.00 1514.92 0.050009 41.0062 1.65628 3.89221 0.370843 0.846657 15.0211 0.14847 22.5617 0.0959072 3.75681 10.6438
36901.00 1514.67 0.051121 41.0117 1.65412 3.93871 0.370949 0.845328 14.9955 0.147729 22.5383 0.095406 3.76778 10.6345
36801.00 1514.41 0.052296 41.0172 1.65192 3.98554 0.371062 0.843945 14.9699 0.146985 22.5148 0.0949031 3.77887 10.6248
36701.00 1514.16 0.053534 41.0228 1.64968 4.0327 0.371183 0.84251 14.9443 0.146238 22.4913 0.0943984 3.79008 10.6148
36601.00 1513.91 0.054835 41.0283 1.6474 4.08019 0.371311 0.841021 14.9187 0.145488 22.4678 0.0938922 3.8014 10.6045
36501.00 1513.65 0.056202 41.0339 1.64507 4.128 0.371446 0.839478 14.8931 0.144735 22.4442 0.0933843 3.81284 10.5938
36401.00 1513.40 0.057633 41.0394 1.64271 4.17613 0.371589 0.837882 14.8676 0.143979 22.4206 0.0928748 3.8244 10.5828
36301.00 1513.14 0.059130 41.045 1.6403 4.22459 0.371738 0.836231 14.842 0.143221 22.397 0.0923639 3.83609 10.5714
36201.00 1512.88 0.060693 41.0506 1.63785 4.27336 0.371895 0.834526 14.8164 0.14246 22.3734 0.0918515 3.84789 10.5597
36101.00 1512.63 0.062324 41.0563 1.63536 4.32245 0.372059 0.832766 14.7909 0.141696 22.3498 0.0913377 3.85982 10.5476
