Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
21501.00 1426.22 0.016313 0.047964 -180.034842 0.005602 0.025430 0.542 44.1866 0.900693 14.0927 0.205179 0.256891 9.83497 0.0416933 16.0388 0.0253774 5.75229 8.66485
21401.00 1425.86 0.048481 0.142500 -535.440582 0.016654 0.075580 0.548 44.2246 0.900181 14.1149 0.2068 0.254988 9.81416 0.0413417 16.0217 0.0251561 5.79162 8.60452
21301.00 1425.50 0.081094 0.238289 -896.304466 0.027866 0.126433 0.554 44.2627 0.899663 14.137 0.208444 0.253081 9.7934 0.040991 16.0046 0.0249355 5.83131 8.54388
21201.00 1425.14 0.114166 0.335366 -1262.771637 0.039243 0.178008 0.561 44.3007 0.89914 14.1589 0.210111 0.251169 9.77271 0.0406413 15.9876 0.0247155 5.87135 8.48292
21101.00 1424.78 0.147708 0.433764 -1634.991821 0.050789 0.230323 0.567 44.3388 0.898612 14.1807 0.211803 0.249254 9.75207 0.0402926 15.9706 0.0244963 5.91174 8.42164
21001.00 1424.41 0.181733 0.533519 -2013.119482 0.062508 0.283399 0.573 44.3769 0.898078 14.2023 0.21352 0.247336 9.73149 0.0399449 15.9536 0.0242778 5.95249 8.36005
20901.00 1424.04 0.216255 0.634669 -2397.313980 0.074406 0.337258 0.579 44.4151 0.897537 14.2238 0.215261 0.245414 9.71096 0.0395982 15.9366 0.02406 5.99361 8.29816
20801.00 1423.67 0.251287 0.737252 -2787.739737 0.086488 0.391919 0.585 44.4532 0.896991 14.2451 0.217028 0.24349 9.69049 0.0392526 15.9196 0.023843 6.03509 8.23596
20701.00 1423.30 0.286844 0.841307 -3184.566407 0.098757 0.447406 0.591 44.4914 0.896438 14.2662 0.21882 0.241563 9.67008 0.038908 15.9026 0.0236266 6.07693 8.17346
20601.00 1422.93 0.322940 0.946874 -3587.969051 0.111220 0.503741 0.598 44.5295 0.895878 14.2872 0.220638 0.239634 9.64972 0.0385645 15.8856 0.023411 6.11915 8.11067
20501.00 1422.56 0.359591 1.053996 -3998.128316 0.123882 0.560948 0.604 44.5677 0.895311 14.308 0.222482 0.237704 9.6294 0.0382221 15.8687 0.0231962 6.16173 8.04759
20401.00 1422.18 0.396811 1.162716 -4415.230624 0.136748 0.619051 0.610 44.6059 0.894736 14.3287 0.224352 0.235772 9.60914 0.0378807 15.8517 0.0229821 6.20468 7.98423
20301.00 1421.80 0.434617 1.273078 -4839.468356 0.149824 0.678074 0.616 44.644 0.894154 14.3491 0.22625 0.233839 9.58893 0.0375405 15.8348 0.0227688 6.248 7.92058
20201.00 1421.43 0.473025 1.385128 -5271.040056 0.163115 0.738045 0.623 44.6822 0.893563 14.3695 0.228174 0.231906 9.56876 0.0372014 15.8178 0.0225562 6.2917 7.85666
20101.00 1421.04 0.512052 1.498913 -5710.150624 0.176628 0.798988 0.629 44.7203 0.892963 14.3897 0.230126 0.229972 9.54864 0.0368634 15.8008 0.0223444 6.33577 7.79246
20001.00 1420.66 0.551716 1.614482 -6157.011527 0.190370 0.860932 0.635 44.7585 0.892354 14.4097 0.232106 0.228039 9.52856 0.0365265 15.7839 0.0221334 6.38022 7.72801
19901.00 1420.27 0.592036 1.731886 -6611.841006 0.204346 0.923906 0.642 44.7967 0.891736 14.4295 0.234113 0.226107 9.50853 0.0361908 15.7669 0.0219232 6.42505 7.66329
19801.00 1419.89 0.633029 1.851176 -7074.864297 0.218562 0.987937 0.648 44.8348 0.891107 14.4492 0.236149 0.224175 9.48853 0.0358563 15.7499 0.0217138 6.47026 7.59833
19701.00 1419.50 0.674715 1.972405 -7546.313849 0.233027 1.053057 0.654 44.8729 0.890468 14.4687 0.238214 0.222244 9.46856 0.035523 15.7329 0.0215052 6.51585 7.53311
19601.00 1419.11 0.717115 2.095630 -8026.429548 0.247747 1.119297 0.661 44.9111 0.889818 14.4881 0.240308 0.220316 9.44864 0.0351908 15.7158 0.0212974 6.56182 7.46766
19501.00 1418.71 0.760247 2.220907 -8515.458952 0.262729 1.186687 0.667 44.9492 0.889156 14.5073 0.24243 0.218389 9.42874 0.0348599 15.6988 0.0210904 6.60817 7.40197
19401.00 1418.31 0.804135 2.348294 -9013.657523 0.277981 1.255263 0.673 44.9873 0.888482 14.5263 0.244582 0.216465 9.40887 0.0345301 15.6817 0.0208843 6.6549 7.33606
19301.00 1417.91 0.848799 2.477852 -9521.288867 0.293510 1.325057 0.680 45.0253 0.887795 14.5452 0.246763 0.214545 9.38903 0.0342017 15.6646 0.020679 6.70201 7.26992
19201.00 1417.51 0.894262 2.609643 -10038.624978 0.309325 1.396105 0.686 45.0634 0.887095 14.5639 0.248975 0.212627 9.36922 0.0338744 15.6474 0.0204745 6.74951 7.20358
19101.00 1417.11 0.940548 2.743732 -10565.946483 0.325434 1.468442 0.693 45.1015 0.88638 14.5824 0.251216 0.210713 9.34942 0.0335484 15.6302 0.0202709 6.79738 7.13703
19001.00 1416.70 0.987679 2.880185 -11103.542892 0.341845 1.542107 0.699 45.1395 0.885651 14.6007 0.253487 0.208804 9.32964 0.0332237 15.613 0.0200681 6.84564 7.07028
18901.00 1416.29 1.035682 3.019069 -11651.712857 0.358567 1.617138 0.706 45.1775 0.884905 14.619 0.255789 0.206899 9.30988 0.0329003 15.5957 0.0198662 6.89429 7.00334
18801.00 1415.88 1.049624 3.058591 -11817.196454 0.363503 1.638989 0.712 45.2155 0.884154 14.637 0.258126 0.204993 9.2902 0.0325781 15.5784 0.0196652 6.94338 6.9361
18701.00 1415.47 1.049595 3.057375 -11825.482625 0.363601 1.639024 0.719 45.2533 0.8834 14.6548 0.2605 0.203083 9.27063 0.0322572 15.5611 0.019465 6.99294 6.86852
18601.00 1415.05 1.049570 3.056163 -11833.812779 0.363700 1.639064 0.725 45.2909 0.882643 14.6724 0.262913 0.20117 9.25118 0.0319375 15.544 0.0192657 7.04299 6.80058
18501.00 1414.64 1.049550 3.054957 -11842.188796 0.363800 1.639111 0.731 45.3284 0.881883 14.6899 0.265364 0.199254 9.23184 0.031619 15.5268 0.0190673 7.09353 6.7323
18401.00 1414.22 1.049535 3.053756 -11850.612658 0.363901 1.639164 0.738 45.3658 0.881121 14.7071 0.267854 0.197335 9.21262 0.0313018 15.5097 0.0188697 7.14456 6.66369
