Title: Depleted MORB Mantle of Workmann & Hart 2005

System Thermodynamic Data:
Pressure Temperature mass F phi S H V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
44001.00 1483.48 100.138999 0.0000000000000000 0.000000 259.275371 -1141057.416112 30.322924 125.473223 -19.930814 1484.411158 -5.452 -5.452 0.000000 3.302419 0.000 0 0.000
43901.00 1483.26 100.138999 0.0000000000000000 0.000000 259.275371 -1141360.655160 30.324886 125.480469 -19.938035 1484.339621 -5.457 -5.457 0.000000 3.302205 0.000 0 0.000
43801.00 1483.03 100.138999 0.0000000000000000 0.000000 259.275371 -1141663.913834 30.326850 125.487717 -19.945263 1484.268284 -5.462 -5.462 0.000000 3.301991 0.000 0 0.000
43701.00 1482.80 100.138999 0.0000000000000000 0.000000 259.275371 -1141967.192161 30.328816 125.494965 -19.952498 1484.197150 -5.467 -5.467 0.000000 3.301777 0.000 0 0.000
43601.00 1482.57 100.138999 0.0000000000000000 0.000000 259.275371 -1142270.490169 30.330786 125.502214 -19.959739 1484.126221 -5.472 -5.472 0.000000 3.301563 0.000 0 0.000
43501.00 1482.34 100.138999 0.0000000000000000 0.000000 259.275371 -1142573.807888 30.332758 125.509465 -19.966986 1484.055498 -5.477 -5.477 0.000000 3.301348 0.000 0 0.000
43401.00 1482.11 100.138999 0.0000000000000000 0.000000 259.275371 -1142877.145346 30.334734 125.516717 -19.974240 1483.984984 -5.482 -5.482 0.000000 3.301133 0.000 0 0.000
43301.00 1481.89 100.138999 0.0000000000000000 0.000000 259.275371 -1143180.502572 30.336712 125.523969 -19.981501 1483.914680 -5.487 -5.487 0.000000 3.300918 0.000 0 0.000
43201.00 1481.66 100.138999 0.0000000000000000 0.000000 259.275371 -1143483.879594 30.338693 125.531223 -19.988768 1483.844589 -5.492 -5.492 0.000000 3.300702 0.000 0 0.000
43101.00 1481.43 100.138999 0.0000000000000000 0.000000 259.275371 -1143787.276443 30.340677 125.538479 -19.996043 1483.774712 -5.497 -5.497 0.000000 3.300487 0.000 0 0.000
43001.00 1481.20 100.138999 0.0000000000000000 0.000000 259.275371 -1144090.693148 30.342664 125.545735 -20.003324 1483.705051 -5.502 -5.502 0.000000 3.300270 0.000 0 0.000
42901.00 1480.97 100.138999 0.0000000000000000 0.000000 259.275371 -1144394.129738 30.344654 125.552993 -20.010611 1483.635609 -5.507 -5.507 0.000000 3.300054 0.000 0 0.000
42801.00 1480.74 100.138999 0.0000000000000000 0.000000 259.275371 -1144697.586244 30.346647 125.560252 -20.017906 1483.566388 -5.512 -5.512 0.000000 3.299837 0.000 0 0.000
42701.00 1480.51 100.138999 0.0000000000000000 0.000000 259.275371 -1145001.062696 30.348644 125.567513 -20.025208 1483.497389 -5.518 -5.518 0.000000 3.299620 0.000 0 0.000
42601.00 1480.29 100.138999 0.0000000000000000 0.000000 259.275371 -1145304.559124 30.350643 125.574774 -20.032517 1483.428615 -5.523 -5.523 0.000000 3.299403 0.000 0 0.000
42501.00 1480.06 100.138999 0.0000000000000000 0.000000 259.275371 -1145608.075560 30.352645 125.582038 -20.039833 1483.360068 -5.528 -5.528 0.000000 3.299185 0.000 0 0.000
42401.00 1479.83 100.138999 0.0000000000000000 0.000000 259.275371 -1145911.612034 30.354650 125.589302 -20.047156 1483.291751 -5.533 -5.533 0.000000 3.298967 0.000 0 0.000
42301.00 1479.60 100.138999 0.0000000000000000 0.000000 259.275371 -1146215.168577 30.356659 125.596569 -20.054487 1483.223665 -5.538 -5.538 0.000000 3.298749 0.000 0 0.000
42201.00 1479.37 100.138999 0.0000000000000000 0.000000 259.275371 -1146518.745222 30.358671 125.603837 -20.061825 1483.155812 -5.543 -5.543 0.000000 3.298530 0.000 0 0.000
42101.00 1479.14 100.138999 0.0000000000000000 0.000000 259.275371 -1146822.341999 30.360685 125.611106 -20.069170 1483.088196 -5.548 -5.548 0.000000 3.298312 0.000 0 0.000
42001.00 1478.91 100.138999 0.0000000000000000 0.000000 259.275371 -1147125.958941 30.362704 125.618377 -20.076523 1483.020819 -5.554 -5.554 0.000000 3.298092 0.000 0 0.000
41901.00 1478.68 100.138999 0.0000000000000000 0.000000 259.275371 -1147429.596080 30.364725 125.625650 -20.083884 1482.953682 -5.559 -5.559 0.000000 3.297873 0.000 0 0.000
41801.00 1478.45 100.138999 0.0000000000000000 0.000000 259.275371 -1147733.253448 30.366749 125.632924 -20.091252 1482.886789 -5.564 -5.564 0.000000 3.297653 0.000 0 0.000
41701.00 1478.22 100.138999 0.0000000000000000 0.000000 259.275371 -1148036.931079 30.368777 125.640201 -20.098628 1482.820141 -5.569 -5.569 0.000000 3.297433 0.000 0 0.000
41601.00 1478.00 100.138999 0.0000000000000000 0.000000 259.275371 -1148340.629005 30.370809 125.647479 -20.106012 1482.753742 -5.575 -5.575 0.000000 3.297212 0.000 0 0.000
