Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 
44001.00 1360.68 100.138999 0.000000 59.089643 13.225611 13.842098 12.937316 0.000000 1.044330 
43901.00 1360.48 100.138999 0.000000 59.088849 13.215790 13.850236 12.938936 0.000000 1.045188 
43801.00 1360.27 100.138999 0.000000 59.088049 13.205899 13.858421 12.940577 0.000000 1.046054 
43701.00 1360.07 100.138999 0.000000 59.087242 13.195938 13.866654 12.942239 0.000000 1.046926 
43601.00 1359.87 100.138999 0.000000 59.086428 13.185907 13.874935 12.943923 0.000000 1.047806 
43501.00 1359.67 100.138999 0.000000 59.085608 13.175804 13.883265 12.945630 0.000000 1.048693 
43401.00 1359.47 100.138999 0.000000 59.084780 13.165629 13.891644 12.947358 0.000000 1.049587 
43301.00 1359.26 100.138999 0.000000 59.083946 13.155382 13.900073 12.949109 0.000000 1.050489 
43201.00 1359.06 100.138999 0.000000 59.083104 13.145061 13.908552 12.950883 0.000000 1.051399 
43101.00 1358.86 100.138999 0.000000 59.082255 13.134667 13.917081 12.952679 0.000000 1.052316 
43001.00 1358.66 100.138999 0.000000 59.081399 13.124197 13.925662 12.954499 0.000000 1.053242 
42901.00 1358.46 100.138999 0.000000 59.080535 13.113652 13.934294 12.956342 0.000000 1.054175 
42801.00 1358.25 100.138999 0.000000 59.079664 13.103031 13.942978 12.958209 0.000000 1.055117 
42701.00 1358.05 100.138999 0.000000 59.078785 13.092332 13.951715 12.960100 0.000000 1.056067 
42601.00 1357.85 100.138999 0.000000 59.077898 13.081556 13.960505 12.962015 0.000000 1.057025 
42501.00 1357.65 100.138999 0.000000 59.077004 13.070701 13.969349 12.963954 0.000000 1.057991 
42401.00 1357.44 100.138999 0.000000 59.076101 13.059767 13.978246 12.965918 0.000000 1.058966 
42301.00 1357.24 100.138999 0.000000 59.075190 13.048753 13.987199 12.967906 0.000000 1.059950 
42201.00 1357.04 100.138999 0.000000 59.074271 13.037658 13.996207 12.969920 0.000000 1.060943 
42101.00 1356.84 100.138999 0.000000 59.073344 13.026481 14.005270 12.971959 0.000000 1.061945 
42001.00 1356.64 100.138999 0.000000 59.072408 13.015221 14.014390 12.974024 0.000000 1.062956 
41901.00 1356.43 100.138999 0.000000 59.071464 13.003878 14.023567 12.976115 0.000000 1.063976 
41801.00 1356.23 100.138999 0.000000 59.070511 12.992450 14.032801 12.978232 0.000000 1.065005 
41701.00 1356.03 100.138999 0.000000 59.069549 12.980937 14.042093 12.980375 0.000000 1.066044 
41601.00 1355.83 100.138999 0.000000 59.068578 12.969338 14.051444 12.982545 0.000000 1.067093 
41501.00 1355.62 100.138999 0.000000 59.067598 12.957653 14.060855 12.984743 0.000000 1.068151 
41401.00 1355.42 100.138999 0.000000 59.066608 12.945879 14.070325 12.986967 0.000000 1.069220 
41301.00 1355.22 100.138999 0.000000 59.065609 12.934016 14.079856 12.989219 0.000000 1.070298 
41201.00 1355.01 100.138999 0.000000 59.064601 12.922064 14.089448 12.991499 0.000000 1.071387 
41101.00 1354.81 100.138999 0.000000 59.063583 12.910021 14.099101 12.993807 0.000000 1.072487 
41001.00 1354.61 100.138999 0.000000 59.062555 12.897886 14.108818 12.996144 0.000000 1.073596 
40901.00 1354.41 100.138999 0.000000 59.061517 12.885659 14.118597 12.998509 0.000000 1.074717 
40801.00 1354.20 100.138999 0.000000 59.060469 12.873338 14.128440 13.000904 0.000000 1.075848 
40701.00 1354.00 100.138999 0.000000 59.059410 12.860923 14.138348 13.003328 0.000000 1.076991 
40601.00 1353.80 100.138999 0.000000 59.058341 12.848412 14.148320 13.005781 0.000000 1.078145 
40501.00 1353.59 100.138999 0.000000 59.057261 12.835804 14.158359 13.008265 0.000000 1.079310 
40401.00 1353.39 100.138999 0.000000 59.056171 12.823098 14.168464 13.010779 0.000000 1.080487 
40301.00 1353.19 100.138999 0.000000 59.055069 12.810294 14.178637 13.013324 0.000000 1.081675 
40201.00 1352.99 100.138999 0.000000 59.053956 12.797390 14.188877 13.015900 0.000000 1.082876 
40101.00 1352.78 100.138999 0.000000 59.052832 12.784385 14.199187 13.018507 0.000000 1.084089 
40001.00 1352.58 100.138999 0.000000 59.051696 12.771277 14.209566 13.021146 0.000000 1.085314 
39901.00 1352.38 100.138999 0.000000 59.050549 12.758067 14.220015 13.023816 0.000000 1.086551 
39801.00 1352.17 100.138999 0.000000 59.049390 12.744752 14.230536 13.026520 0.000000 1.087802 
39701.00 1351.97 100.138999 0.000000 59.048218 12.731331 14.241128 13.029256 0.000000 1.089065 
39601.00 1351.77 100.138999 0.000000 59.047034 12.717804 14.251794 13.032025 0.000000 1.090342 
39501.00 1351.56 100.138999 0.000000 59.045838 12.704169 14.262532 13.034828 0.000000 1.091632 
39401.00 1351.36 100.138999 0.000000 59.044629 12.690425 14.273346 13.037665 0.000000 1.092935 
39301.00 1351.16 100.138999 0.000000 59.043407 12.676570 14.284234 13.040535 0.000000 1.094253 
39201.00 1350.95 100.138999 0.000000 59.042172 12.662603 14.295199 13.043441 0.000000 1.095584 
39101.00 1350.75 100.138999 0.000000 59.040924 12.648524 14.306240 13.046381 0.000000 1.096930 
39001.00 1350.54 100.138999 0.000000 59.039661 12.634330 14.317360 13.049357 0.000000 1.098290 
38901.00 1350.34 100.138999 0.000000 59.038386 12.620021 14.328558 13.052369 0.000000 1.099665 
38801.00 1350.14 100.138999 0.000000 59.037096 12.605594 14.339837 13.055417 0.000000 1.101055 
38701.00 1349.93 100.138999 0.000000 59.035791 12.591050 14.351196 13.058502 0.000000 1.102460 
38601.00 1349.73 100.138999 0.000000 59.034472 12.576385 14.362636 13.061624 0.000000 1.103881 
38501.00 1349.52 100.138999 0.000000 59.033139 12.561600 14.374160 13.064783 0.000000 1.105318 
38401.00 1349.32 100.138999 0.000000 59.031790 12.546691 14.385767 13.067980 0.000000 1.106771 
38301.00 1349.12 100.138999 0.000000 59.030426 12.531659 14.397458 13.071216 0.000000 1.108240 
38201.00 1348.91 100.138999 0.000000 59.029047 12.516501 14.409236 13.074490 0.000000 1.109725 
38101.00 1348.71 100.138999 0.000000 59.027651 12.501216 14.421100 13.077804 0.000000 1.111228 
38001.00 1348.50 100.138999 0.000000 59.026240 12.485803 14.433052 13.081157 0.000000 1.112748 
37901.00 1348.30 100.138999 0.000000 59.024812 12.470259 14.445093 13.084551 0.000000 1.114285 
37801.00 1348.09 100.138999 0.000000 59.023367 12.454584 14.457223 13.087985 0.000000 1.115840 
37701.00 1347.89 100.138999 0.000000 59.021906 12.438775 14.469445 13.091460 0.000000 1.117413 
37601.00 1347.69 100.138999 0.000000 59.020427 12.422830 14.481760 13.094977 0.000000 1.119005 
37501.00 1347.48 100.138999 0.000000 59.018930 12.406750 14.494168 13.098536 0.000000 1.120615 
37401.00 1347.28 100.138999 0.000000 59.017416 12.390530 14.506670 13.102138 0.000000 1.122244 
37301.00 1347.07 100.138999 0.000000 59.015883 12.374171 14.519269 13.105783 0.000000 1.123893 
37201.00 1346.87 100.138999 0.000000 59.014332 12.357669 14.531964 13.109472 0.000000 1.125562 
37101.00 1346.66 100.138999 0.000000 59.012762 12.341024 14.544758 13.113204 0.000000 1.127250 
37001.00 1346.46 100.138999 0.000000 59.011173 12.324233 14.557651 13.116982 0.000000 1.128960 
36901.00 1346.25 100.138999 0.000000 59.009564 12.307295 14.570646 13.120805 0.000000 1.130690 
36801.00 1346.05 100.138999 0.000000 59.007935 12.290207 14.583742 13.124673 0.000000 1.132441 
36701.00 1345.84 100.138999 0.000000 59.006286 12.272968 14.596943 13.128588 0.000000 1.134214 
36601.00 1345.64 100.138999 0.000000 59.004616 12.255575 14.610248 13.132550 0.000000 1.136009 
36501.00 1345.43 100.138999 0.000000 59.002925 12.238028 14.623660 13.136560 0.000000 1.137826 
36401.00 1345.22 100.138999 0.000000 59.001213 12.220322 14.637180 13.140618 0.000000 1.139667 
36301.00 1345.02 100.138999 0.000000 58.999478 12.202458 14.650809 13.144724 0.000000 1.141530 
36201.00 1344.81 100.138999 0.000000 58.997722 12.184432 14.664548 13.148880 0.000000 1.143417 
36101.00 1344.61 100.138999 0.000000 58.995943 12.166242 14.678401 13.153086 0.000000 1.145329 
36001.00 1344.40 100.138999 0.000000 58.994140 12.147886 14.692367 13.157342 0.000000 1.147265 
35901.00 1344.20 100.138999 0.000000 58.992314 12.129361 14.706448 13.161650 0.000000 1.149226 
35801.00 1343.99 100.138999 0.000000 58.990464 12.110667 14.720646 13.166010 0.000000 1.151212 
35701.00 1343.78 100.138999 0.000000 58.988589 12.091799 14.734964 13.170422 0.000000 1.153225 
35601.00 1343.58 100.138999 0.000000 58.986690 12.072756 14.749401 13.174887 0.000000 1.155264 
35501.00 1343.37 100.138999 0.000000 58.984765 12.053536 14.763961 13.179407 0.000000 1.157330 
35401.00 1343.16 100.138999 0.000000 58.982814 12.034135 14.778645 13.183981 0.000000 1.159424 
35301.00 1342.96 100.138999 0.000000 58.980837 12.014552 14.793454 13.188611 0.000000 1.161546 
35201.00 1342.75 100.138999 0.000000 58.978833 11.994784 14.808390 13.193296 0.000000 1.163696 
35101.00 1342.54 100.138999 0.000000 58.976801 11.974827 14.823456 13.198039 0.000000 1.165876 
35001.00 1342.34 100.138999 0.000000 58.974741 11.954681 14.838653 13.202839 0.000000 1.168085 
34901.00 1342.13 100.138999 0.000000 58.972653 11.934341 14.853984 13.207698 0.000000 1.170325 
34801.00 1341.92 100.138999 0.000000 58.970535 11.913804 14.869449 13.212615 0.000000 1.172595 
34701.00 1341.72 100.138999 0.000000 58.968388 11.893069 14.885051 13.217593 0.000000 1.174898 
34601.00 1341.51 100.138999 0.000000 58.966210 11.872133 14.900793 13.222632 0.000000 1.177232 
34501.00 1341.30 100.138999 0.000000 58.964001 11.850991 14.916675 13.227732 0.000000 1.179599 
34401.00 1341.09 100.138999 0.000000 58.961761 11.829642 14.932701 13.232895 0.000000 1.182000 
34301.00 1340.89 100.138999 0.000000 58.959489 11.808082 14.948873 13.238121 0.000000 1.184435 
34201.00 1340.68 100.138999 0.000000 58.957184 11.786308 14.965193 13.243411 0.000000 1.186905 
34101.00 1340.47 100.138999 0.000000 58.954845 11.764316 14.981662 13.248766 0.000000 1.189410 
34001.00 1340.26 100.138999 0.000000 58.952472 11.742105 14.998284 13.254187 0.000000 1.191951 
33901.00 1340.05 100.138999 0.000000 58.950064 11.719669 15.015061 13.259676 0.000000 1.194530 
33801.00 1339.85 100.138999 0.000000 58.947620 11.697006 15.031994 13.265232 0.000000 1.197146 
33701.00 1339.64 100.138999 0.000000 58.945140 11.674113 15.049088 13.270857 0.000000 1.199801 
33601.00 1339.43 100.138999 0.000000 58.942623 11.650985 15.066344 13.276552 0.000000 1.202496 
33501.00 1339.22 100.138999 0.000000 58.940067 11.627620 15.083764 13.282317 0.000000 1.205230 
33401.00 1339.01 100.138999 0.000000 58.937474 11.604012 15.101352 13.288155 0.000000 1.208006 
33301.00 1338.80 100.138999 0.000000 58.934840 11.580160 15.119111 13.294066 0.000000 1.210823 
33201.00 1338.59 100.138999 0.000000 58.932166 11.556058 15.137042 13.300050 0.000000 1.213683 
33101.00 1338.39 100.138999 0.000000 58.929451 11.531702 15.155149 13.306110 0.000000 1.216587 
33001.00 1338.18 100.138999 0.000000 58.926694 11.507090 15.173434 13.312246 0.000000 1.219536 
