Title: Depleted MORB Mantle of Workmann & Hart 2005

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
44001.00 1536.29 0.232760 40.5021 1.70025 1.46111 0.418154 0.776311 17.001 0.187095 24.5015 0.123231 3.35246 9.97677
43901.00 1536.06 0.230173 40.5088 1.70061 1.48384 0.41768 0.777704 16.9761 0.186696 24.4802 0.122938 3.35788 9.98745
43801.00 1535.84 0.227635 40.5155 1.70094 1.50688 0.417213 0.779073 16.9512 0.186291 24.459 0.122641 3.36336 9.99792
43701.00 1535.61 0.225144 40.5222 1.70124 1.5302 0.416755 0.780417 16.9263 0.185881 24.4377 0.122341 3.3689 10.0082
43601.00 1535.38 0.222702 40.5288 1.70151 1.55383 0.416304 0.781735 16.9013 0.185465 24.4163 0.122037 3.3745 10.0182
43501.00 1535.16 0.220308 40.5354 1.70176 1.57775 0.41586 0.783029 16.8763 0.185044 24.3949 0.12173 3.38016 10.028
43401.00 1534.93 0.217963 40.542 1.70197 1.60198 0.415425 0.784296 16.8514 0.184618 24.3735 0.12142 3.38588 10.0375
43301.00 1534.70 0.215666 40.5485 1.70216 1.62651 0.414997 0.785536 16.8264 0.184186 24.3521 0.121106 3.39166 10.0469
43201.00 1534.47 0.213417 40.555 1.70231 1.65134 0.414577 0.786751 16.8014 0.183749 24.3306 0.120789 3.3975 10.056
43101.00 1534.24 0.211217 40.5615 1.70244 1.67649 0.414164 0.787938 16.7764 0.183307 24.3091 0.120469 3.40341 10.0648
43001.00 1534.02 0.209065 40.5679 1.70253 1.70194 0.41376 0.789097 16.7513 0.182859 24.2876 0.120145 3.40937 10.0735
42901.00 1533.79 0.206963 40.5743 1.7026 1.7277 0.413363 0.790229 16.7263 0.182406 24.266 0.119818 3.4154 10.0819
42801.00 1533.56 0.204908 40.5807 1.70263 1.75378 0.412974 0.791333 16.7012 0.181948 24.2444 0.119488 3.4215 10.09
42701.00 1533.33 0.202903 40.587 1.70263 1.78017 0.412592 0.792408 16.6762 0.181484 24.2228 0.119154 3.42766 10.0979
42601.00 1533.10 0.200947 40.5933 1.7026 1.80688 0.412219 0.793455 16.6511 0.181015 24.2011 0.118817 3.43389 10.1056
42501.00 1532.87 0.199039 40.5996 1.70254 1.8339 0.411853 0.794472 16.626 0.18054 24.1794 0.118476 3.44018 10.1131
42401.00 1532.64 0.197181 40.6058 1.70245 1.86125 0.411495 0.795459 16.6009 0.18006 24.1576 0.118133 3.44654 10.1203
42301.00 1532.40 0.195372 40.6121 1.70232 1.88891 0.411145 0.796416 16.5758 0.179575 24.1359 0.117785 3.45297 10.1272
42201.00 1532.17 0.193612 40.6182 1.70216 1.9169 0.410802 0.797343 16.5506 0.179085 24.114 0.117435 3.45946 10.1339
42101.00 1531.94 0.191902 40.6244 1.70197 1.94522 0.410468 0.79824 16.5255 0.178589 24.0922 0.117081 3.46603 10.1403
42001.00 1531.71 0.190242 40.6305 1.70175 1.97386 0.410141 0.799105 16.5003 0.178087 24.0703 0.116724 3.47266 10.1465
41901.00 1531.48 0.188631 40.6366 1.70149 2.00283 0.409822 0.799938 16.4751 0.177581 24.0484 0.116364 3.47937 10.1525
41801.00 1531.24 0.187071 40.6427 1.7012 2.03213 0.409511 0.80074 16.45 0.177069 24.0264 0.116 3.48615 10.1581
41701.00 1531.01 0.185560 40.6487 1.70088 2.06176 0.409207 0.801509 16.4247 0.176552 24.0044 0.115634 3.49299 10.1636
41601.00 1530.78 0.184100 40.6547 1.70052 2.09172 0.408912 0.802246 16.3995 0.17603 23.9824 0.115263 3.49992 10.1687
41501.00 1530.54 0.182690 40.6607 1.70013 2.12201 0.408624 0.80295 16.3743 0.175502 23.9603 0.11489 3.50691 10.1737
41401.00 1530.31 0.181331 40.6666 1.69971 2.15264 0.408344 0.80362 16.3491 0.174969 23.9382 0.114513 3.51398 10.1783
41301.00 1530.07 0.180023 40.6725 1.69925 2.1836 0.408072 0.804256 16.3238 0.174431 23.9161 0.114134 3.52113 10.1827
41201.00 1529.84 0.178766 40.6784 1.69876 2.2149 0.407808 0.804858 16.2985 0.173888 23.8939 0.113751 3.52835 10.1868
41101.00 1529.60 0.177560 40.6843 1.69823 2.24654 0.407551 0.805425 16.2733 0.173339 23.8717 0.113364 3.53565 10.1906
41001.00 1529.36 0.176405 40.6901 1.69767 2.27851 0.407303 0.805958 16.248 0.172786 23.8495 0.112975 3.54302 10.1942
40901.00 1529.13 0.175303 40.6959 1.69707 2.31083 0.407062 0.806455 16.2227 0.172227 23.8272 0.112583 3.55047 10.1975
40801.00 1528.89 0.174252 40.7017 1.69643 2.34348 0.406829 0.806916 16.1973 0.171664 23.8049 0.112187 3.55801 10.2006
40701.00 1528.65 0.173253 40.7074 1.69576 2.37648 0.406604 0.807342 16.172 0.171095 23.7825 0.111788 3.56562 10.2033
40601.00 1528.42 0.172307 40.7132 1.69506 2.40982 0.406387 0.80773 16.1467 0.170521 23.7601 0.111386 3.57331 10.2058
40501.00 1528.18 0.171414 40.7189 1.69432 2.44351 0.406178 0.808082 16.1213 0.169942 23.7377 0.110982 3.58108 10.208
40401.00 1527.94 0.170573 40.7245 1.69354 2.47753 0.405976 0.808396 16.096 0.169358 23.7152 0.110574 3.58894 10.21
40301.00 1527.70 0.169786 40.7302 1.69273 2.5119 0.405783 0.808673 16.0706 0.168769 23.6927 0.110163 3.59688 10.2116
40201.00 1527.46 0.169052 40.7358 1.69188 2.54662 0.405597 0.808912 16.0452 0.168176 23.6701 0.109749 3.6049 10.213
40101.00 1527.22 0.168372 40.7414 1.69099 2.58168 0.405419 0.809112 16.0198 0.167577 23.6476 0.109332 3.61301 10.2141
40001.00 1526.98 0.167746 40.747 1.69007 2.61709 0.405249 0.809273 15.9944 0.166974 23.6249 0.108912 3.6212 10.2149
39901.00 1526.74 0.167175 40.7526 1.68911 2.65284 0.405087 0.809395 15.969 0.166365 23.6023 0.108489 3.62948 10.2154
39801.00 1526.50 0.166658 40.7581 1.68811 2.68894 0.404933 0.809478 15.9435 0.165752 23.5796 0.108064 3.63785 10.2156
39701.00 1526.26 0.166197 40.7637 1.68707 2.72539 0.404787 0.80952 15.9181 0.165135 23.5569 0.107635 3.6463 10.2156
39601.00 1526.02 0.165791 40.7692 1.686 2.76218 0.404649 0.809522 15.8926 0.164512 23.5341 0.107204 3.65485 10.2152
39501.00 1525.77 0.165440 40.7746 1.68489 2.79932 0.404518 0.809483 15.8672 0.163885 23.5113 0.10677 3.66348 10.2146
39401.00 1525.53 0.165146 40.7801 1.68374 2.83681 0.404395 0.809403 15.8417 0.163254 23.4884 0.106333 3.67221 10.2136
39301.00 1525.29 0.164908 40.7856 1.68255 2.87465 0.404281 0.809282 15.8162 0.162618 23.4656 0.105893 3.68102 10.2124
39201.00 1525.04 0.164727 40.791 1.68133 2.91283 0.404174 0.809119 15.7907 0.161977 23.4426 0.10545 3.68993 10.2108
39101.00 1524.80 0.164603 40.7964 1.68006 2.95137 0.404075 0.808913 15.7652 0.161332 23.4197 0.105005 3.69893 10.209
39001.00 1524.56 0.164537 40.8018 1.67876 2.99025 0.403983 0.808665 15.7397 0.160682 23.3967 0.104558 3.70803 10.2069
38901.00 1524.31 0.164529 40.8072 1.67742 3.02947 0.4039 0.808374 15.7142 0.160028 23.3737 0.104107 3.71722 10.2044
38801.00 1524.07 0.164579 40.8126 1.67604 3.06904 0.403824 0.808039 15.6886 0.15937 23.3506 0.103654 3.72651 10.2017
38701.00 1523.82 0.164688 40.8179 1.67462 3.10896 0.403757 0.807661 15.6631 0.158708 23.3275 0.103199 3.7359 10.1986
38601.00 1523.57 0.164857 40.8233 1.67316 3.14923 0.403697 0.807239 15.6376 0.158041 23.3044 0.102741 3.74538 10.1953
38501.00 1523.33 0.165085 40.8286 1.67166 3.18984 0.403645 0.806772 15.612 0.15737 23.2812 0.10228 3.75497 10.1916
38401.00 1523.08 0.165374 40.834 1.67012 3.2308 0.4036 0.80626 15.5865 0.156695 23.258 0.101817 3.76465 10.1876
38301.00 1522.83 0.165723 40.8393 1.66854 3.2721 0.403564 0.805703 15.5609 0.156016 23.2348 0.101352 3.77444 10.1833
38201.00 1522.58 0.166133 40.8446 1.66693 3.31374 0.403535 0.805101 15.5353 0.155333 23.2115 0.100884 3.78432 10.1787
38101.00 1522.34 0.166606 40.8499 1.66527 3.35573 0.403514 0.804452 15.5097 0.154646 23.1882 0.100414 3.79431 10.1738
38001.00 1522.09 0.167140 40.8552 1.66357 3.39806 0.403501 0.803758 15.4841 0.153955 23.1648 0.099942 3.80441 10.1686
37901.00 1521.84 0.167737 40.8605 1.66184 3.44074 0.403496 0.803017 15.4586 0.153261 23.1414 0.0994674 3.81461 10.163
37801.00 1521.59 0.168397 40.8658 1.66006 3.48375 0.403498 0.802229 15.433 0.152562 23.118 0.0989907 3.82492 10.1572
37701.00 1521.34 0.169121 40.8711 1.65824 3.5271 0.403508 0.801394 15.4074 0.15186 23.0946 0.0985117 3.83533 10.151
