Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
19301.00 1396.02 0.026146 0.076443 -295.162361 0.009151 0.040571 0.848 45.9026 0.866756 15.2103 0.172497 0.274076 8.4622 0.0346309 14.1801 0.0206879 5.5532 9.32293
19201.00 1395.66 0.059638 0.174304 -673.760354 0.020880 0.092548 0.855 45.9448 0.866066 15.2296 0.174123 0.271501 8.44534 0.0343038 14.1673 0.0204862 5.59692 9.24956
19101.00 1395.31 0.093630 0.273560 -1058.577470 0.032791 0.145309 0.862 45.987 0.86538 15.2487 0.175777 0.268927 8.42857 0.0339778 14.1545 0.0202853 5.64109 9.17583
19001.00 1394.95 0.128138 0.374251 -1449.795756 0.044890 0.198877 0.869 46.029 0.864697 15.2675 0.177459 0.266355 8.41191 0.0336531 14.1419 0.0200852 5.68571 9.10174
18901.00 1394.59 0.163177 0.476420 -1847.603761 0.057181 0.253277 0.875 46.0709 0.864018 15.2862 0.17917 0.263785 8.39534 0.0333296 14.1292 0.0198859 5.73079 9.0273
18801.00 1394.23 0.198764 0.580112 -2252.196779 0.069672 0.308534 0.882 46.1127 0.863342 15.3047 0.180911 0.261218 8.37888 0.0330074 14.1167 0.0196875 5.77632 8.95251
18701.00 1393.87 0.234914 0.685373 -2663.777124 0.082367 0.364674 0.889 46.1544 0.862669 15.323 0.182682 0.258654 8.36251 0.0326864 14.1042 0.01949 5.82231 8.87738
18601.00 1393.51 0.271645 0.792250 -3082.554392 0.095274 0.421723 0.896 46.196 0.861999 15.341 0.184484 0.256093 8.34623 0.0323667 14.0918 0.0192933 5.86877 8.80191
18501.00 1393.14 0.308976 0.900794 -3508.745754 0.108398 0.479710 0.903 46.2375 0.861331 15.3589 0.186317 0.253537 8.33006 0.0320483 14.0795 0.0190974 5.91569 8.7261
18401.00 1392.78 0.346924 1.011055 -3942.576242 0.121746 0.538663 0.910 46.2788 0.860665 15.3766 0.188181 0.250985 8.31397 0.0317311 14.0672 0.0189024 5.96309 8.64996
18301.00 1392.41 0.385510 1.123086 -4384.279055 0.135325 0.598613 0.917 46.32 0.860002 15.394 0.190078 0.248437 8.29799 0.0314153 14.0549 0.0187083 6.01096 8.5735
18201.00 1392.04 0.424752 1.236943 -4834.095873 0.149141 0.659590 0.924 46.3611 0.85934 15.4112 0.192008 0.245895 8.28209 0.0311008 14.0427 0.018515 6.0593 8.49672
18101.00 1391.66 0.464671 1.352682 -5292.277184 0.163204 0.721626 0.931 46.402 0.858678 15.4283 0.193972 0.243359 8.26628 0.0307876 14.0306 0.0183227 6.10813 8.41963
18001.00 1391.29 0.505290 1.470362 -5759.082613 0.177519 0.784755 0.938 46.4428 0.858018 15.4451 0.195969 0.240829 8.25057 0.0304757 14.0185 0.0181312 6.15743 8.34223
17901.00 1390.91 0.546629 1.590044 -6234.781272 0.192095 0.849010 0.945 46.4834 0.857358 15.4617 0.198002 0.238305 8.23494 0.0301652 14.0064 0.0179406 6.20723 8.26453
17801.00 1390.53 0.588713 1.711791 -6719.652118 0.206940 0.914429 0.952 46.5239 0.856698 15.4781 0.200069 0.235788 8.21939 0.029856 13.9944 0.0177508 6.25751 8.18654
17701.00 1390.15 0.631564 1.835670 -7213.984315 0.222063 0.981047 0.959 46.5642 0.856036 15.4942 0.202173 0.233279 8.20393 0.0295482 13.9825 0.017562 6.30828 8.10826
17601.00 1389.76 0.675207 1.961747 -7718.077618 0.237472 1.048904 0.966 46.6044 0.855374 15.5102 0.204312 0.230778 8.18855 0.0292418 13.9705 0.0173741 6.35954 8.0297
17501.00 1389.37 0.719669 2.090093 -8232.242759 0.253177 1.118038 0.973 46.6444 0.85471 15.5259 0.206489 0.228286 8.17325 0.0289367 13.9586 0.0171871 6.41129 7.95087
17401.00 1388.99 0.764975 2.220780 -8756.801843 0.269187 1.188492 0.980 46.6843 0.854043 15.5415 0.208703 0.225802 8.15802 0.028633 13.9467 0.017001 6.46354 7.87178
17301.00 1388.59 0.811153 2.353885 -9292.088762 0.285511 1.260307 0.987 46.724 0.853374 15.5568 0.210956 0.223328 8.14287 0.0283308 13.9348 0.0168159 6.51628 7.79243
17201.00 1388.20 0.858231 2.489485 -9838.449611 0.302161 1.333528 0.994 46.7635 0.8527 15.5719 0.213246 0.220864 8.12779 0.0280299 13.923 0.0166316 6.56952 7.71284
17101.00 1387.80 0.906239 2.627661 -10396.243116 0.319146 1.408200 1.001 46.8029 0.852022 15.5868 0.215576 0.21841 8.11277 0.0277305 13.9111 0.0164483 6.62326 7.63301
