Title: Depleted MORB Mantle of Workmann & Hart 2005

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
7251.00 1339.40 0.144019 51.2196 0.299683 14.9289 0.578545 0.0844584 6.1926 0.00777424 12.4334 0.00441755 14.2377 0.0129078
7001.00 1338.01 0.421032 51.6044 0.280214 14.8991 0.583015 0.0878461 6.15238 0.00773243 12.5513 0.00438579 13.8209 0.00876902
6751.00 1336.62 0.704115 51.9993 0.263185 14.8624 0.58763 0.0914972 6.1123 0.00770199 12.6756 0.00436045 13.3895 0.00659477
6501.00 1335.19 0.994928 52.4028 0.248181 14.8176 0.592308 0.095366 6.07208 0.00768109 12.804 0.00434045 12.9504 0.00524953
6251.00 1333.76 1.101142 52.815 0.234443 14.765 0.597166 0.0994348 6.03243 0.00766965 12.9379 0.00432576 12.5024 0.004227
6001.00 1332.32 1.098855 53.2363 0.221591 14.7043 0.60226 0.103704 5.99375 0.00766826 13.0782 0.0043167 12.0444 0.00338387
5751.00 1330.88 1.097030 53.6669 0.209548 14.6346 0.607517 0.108174 5.95593 0.00767758 13.2245 0.00431359 11.5781 0.0026922
5501.00 1329.43 1.095552 54.1067 0.198246 14.5548 0.612857 0.112843 5.91888 0.00769841 13.3759 0.00431687 11.1056 0.00212809
5251.00 1327.97 1.094278 54.5558 0.187624 14.4637 0.618188 0.117704 5.88253 0.00773172 13.5317 0.00432706 10.629 0.00167103
5001.00 1326.51 1.093041 55.0142 0.17763 14.36 0.62341 0.122743 5.84679 0.00777872 13.6909 0.00434478 10.1509 0.00130337
4751.00 1325.04 1.091648 55.4816 0.168218 14.2422 0.628414 0.12794 5.81163 0.00784081 13.8526 0.00437079 9.67419 0.00100992
4501.00 1323.56 1.089887 55.9579 0.159346 14.109 0.63309 0.133268 5.77703 0.00791968 14.0155 0.00440599 9.20172 0.000777638
4251.00 1322.07 1.087537 56.4429 0.150977 13.9587 0.637323 0.138689 5.743 0.00801727 14.1787 0.00445143 8.73668 0.000595322
4001.00 1320.58 1.084384 56.9361 0.143075 13.7898 0.641005 0.144159 5.70964 0.00813589 14.3409 0.00450835 8.28219 0.000453445
3751.00 1319.09 1.080244 57.4371 0.135608 13.6007 0.644037 0.149625 5.67707 0.00827816 14.5014 0.00457815 7.84124 0.000343948
3501.00 1317.63 0.847532 57.9465 0.128266 13.3918 0.647005 0.155092 5.64721 0.00844838 14.6658 0.00466319 7.40525 0
3251.00 1316.14 1.069144 58.4616 0.121585 13.158 0.648463 0.160387 5.61686 0.00864756 14.8204 0.00476391 6.99923 0
3001.00 1314.66 1.061544 58.9829 0.115241 12.9001 0.649069 0.165505 5.5882 0.00888088 14.9717 0.00488314 6.61354 0
2751.00 1313.20 1.052940 59.5096 0.1092 12.617 0.648794 0.170395 5.56164 0.00915294 15.1199 0.00502332 6.24925 0
2501.00 1311.75 1.043552 60.0414 0.103431 12.3078 0.647623 0.175013 5.53766 0.00946907 15.2657 0.00518728 5.90679 0
2251.00 1310.32 1.033665 60.5777 0.0979016 11.9717 0.645551 0.179331 5.51681 0.00983549 15.4099 0.00537833 5.58597 0
2001.00 1308.90 1.023609 61.1183 0.0925817 11.6078 0.642579 0.183332 5.49964 0.0102596 15.5538 0.00560039 5.28605 0
1751.00 1307.51 1.013734 61.663 0.0874429 11.2155 0.638705 0.187011 5.48675 0.0107503 15.6991 0.00585817 5.00589 0
1501.00 1306.13 1.004401 62.2118 0.0824587 10.7936 0.633918 0.190382 5.47877 0.0113184 15.8475 0.00615741 4.74401 0
1251.00 1304.76 0.995969 62.7648 0.0776044 10.3412 0.628193 0.193466 5.47636 0.0119774 16.0011 0.0065052 4.49874 0
1001.00 1303.40 0.988806 63.3224 0.0728565 9.85666 0.621482 0.196301 5.48026 0.012744 16.1622 0.00691041 4.26825 0
751.00 1302.04 0.983314 63.885 0.0681917 9.33816 0.613705 0.198934 5.49124 0.0136395 16.3331 0.00738427 4.05067 0
501.00 1300.68 0.979960 64.4533 0.0635855 8.78334 0.604735 0.201425 5.51019 0.014691 16.5167 0.00794116 3.84409 0
251.00 1299.30 0.979346 65.0282 0.0590107 8.18924 0.594389 0.203847 5.53809 0.0159338 16.7161 0.0085997 3.64658 0
1.00 1297.88 0.982310 65.6109 0.0544344 7.55231 0.582393 0.206289 5.57606 0.017414 16.9347 0.00938425 3.4562 0
