Title: Depleted MORB Mantle of Workmann & Hart 2005

Bulk Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
7251.00 1339.40 80.902802 43.8539 0.014032 1.34912 0.107883 0.68247 8.03965 0.157314 44.498 0.294657 1.0029 8.5e-005
7001.00 1338.01 80.902802 43.8539 0.014032 1.34912 0.107883 0.68247 8.03965 0.157314 44.498 0.294657 1.0029 8.5e-005
6751.00 1336.62 80.902802 43.8539 0.014032 1.34912 0.107883 0.68247 8.03965 0.157314 44.498 0.294657 1.0029 8.5e-005
6501.00 1335.19 80.902802 43.8539 0.014032 1.34912 0.107883 0.68247 8.03965 0.157314 44.498 0.294657 1.0029 8.5e-005
6251.00 1333.76 80.715023 43.834 0.0134873 1.31779 0.106756 0.683836 8.04422 0.157662 44.5717 0.295332 0.975109 7.29851e-005
6001.00 1332.32 80.418062 43.8009 0.0126713 1.26813 0.104945 0.685994 8.05165 0.158216 44.6885 0.296407 0.932542 5.76454e-005
5751.00 1330.88 80.120411 43.7658 0.0118952 1.21822 0.103098 0.688157 8.0593 0.158775 44.806 0.297492 0.891261 4.52884e-005
5501.00 1329.43 79.821597 43.7287 0.0111553 1.16799 0.101209 0.690328 8.06717 0.159341 44.9242 0.29859 0.851254 3.53796e-005
5251.00 1327.97 79.521258 43.6895 0.0104487 1.11743 0.0992768 0.692509 8.07529 0.159914 45.0433 0.299701 0.812525 2.74758e-005
5001.00 1326.51 79.219171 43.6481 0.00977304 1.06654 0.097298 0.694701 8.08365 0.160494 45.1635 0.300827 0.775092 2.12084e-005
4751.00 1325.04 78.915284 43.6043 0.00912665 1.01535 0.0952721 0.696904 8.09226 0.161082 45.2847 0.301969 0.738987 1.62711e-005
4501.00 1323.56 78.609733 43.5582 0.00850828 0.963937 0.0931998 0.699115 8.10113 0.161678 45.4069 0.303126 0.704257 1.24088e-005
4251.00 1322.07 78.302874 43.5096 0.00791716 0.912423 0.091084 0.701333 8.11023 0.16228 45.5299 0.304297 0.670956 9.40997e-006
4001.00 1320.58 77.995290 43.4586 0.00735299 0.860973 0.0889299 0.703552 8.11957 0.162889 45.6535 0.305479 0.639148 7.09935e-006
3751.00 1319.09 77.687784 43.4052 0.00681577 0.809798 0.0867446 0.705766 8.12911 0.163501 45.7775 0.30667 0.608895 5.33261e-006
3501.00 1317.63 77.161844 43.473 0.00632369 0.761306 0.0847782 0.709982 8.16197 0.164583 46.0319 0.308742 0.581906 0
3251.00 1316.14 77.085164 43.4586 0.00620239 0.748742 0.084219 0.710534 8.16447 0.164738 46.0631 0.309045 0.575118 0
3001.00 1314.66 76.783859 43.3997 0.00574962 0.700047 0.0820048 0.712693 8.17447 0.165351 46.1857 0.310239 0.549909 0
2751.00 1313.20 76.487187 43.3393 0.00532494 0.652726 0.0798054 0.714815 8.1845 0.165957 46.3068 0.311423 0.52639 0
2501.00 1311.75 76.196209 43.2775 0.00492826 0.607037 0.0776325 0.716894 8.19452 0.166556 46.4259 0.312593 0.504536 0
2251.00 1310.32 75.911774 43.2147 0.00455917 0.563195 0.0754968 0.718925 8.20447 0.167145 46.5426 0.313745 0.484294 0
2001.00 1308.90 75.634454 43.151 0.00421693 0.521365 0.0734067 0.720903 8.21433 0.167722 46.6568 0.314876 0.465588 0
1751.00 1307.51 75.364490 43.0867 0.00390039 0.481652 0.0713678 0.722829 8.22405 0.168286 46.7682 0.315984 0.448321 0
1501.00 1306.13 75.101773 43.0217 0.00360815 0.444103 0.0693832 0.724703 8.23363 0.168837 46.8769 0.317069 0.432378 0
1251.00 1304.76 74.845830 42.9561 0.00333851 0.408712 0.0674527 0.72653 8.24305 0.169375 46.983 0.318132 0.417634 0
1001.00 1303.40 74.595820 42.8897 0.00308961 0.375423 0.0655734 0.728317 8.25232 0.169903 47.0868 0.319176 0.403956 0
751.00 1302.04 74.350519 42.8223 0.00285943 0.344142 0.0637393 0.730072 8.26147 0.170421 47.1888 0.320206 0.391207 0
501.00 1300.68 74.108288 42.7534 0.00264588 0.314744 0.0619417 0.731808 8.27052 0.170934 47.2897 0.321229 0.379245 0
251.00 1299.30 73.866997 42.6825 0.00244682 0.287081 0.0601686 0.733541 8.27954 0.171444 47.3902 0.322252 0.367927 0
1.00 1297.88 73.623890 42.6088 0.00226005 0.260988 0.0584046 0.73529 8.28859 0.171958 47.4915 0.323288 0.357101 0
