Title: Depleted MORB Mantle of Workmann & Hart 2005

Solid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
7251.00 1339.40 80.758783 43.8408 0.0135226 1.32491 0.107044 0.683536 8.04294 0.157581 44.5552 0.295175 0.979302 6.2133e-005
7001.00 1338.01 80.481769 43.8134 0.0126395 1.27824 0.105397 0.685581 8.04952 0.158097 44.6651 0.296176 0.935848 3.95704e-005
6751.00 1336.62 80.198686 43.7824 0.0118445 1.23048 0.103671 0.687659 8.05657 0.158628 44.7774 0.297206 0.894155 2.78466e-005
6501.00 1335.19 79.907873 43.7475 0.0111166 1.18143 0.101851 0.68978 8.06414 0.159177 44.8926 0.298272 0.854146 2.06968e-005
6251.00 1333.76 79.613881 43.7098 0.0104312 1.1318 0.0999731 0.691919 8.07205 0.159737 45.0092 0.299357 0.815674 1.55307e-005
6001.00 1332.32 79.319207 43.6701 0.00977705 1.08199 0.0980555 0.694061 8.08016 0.160302 45.1264 0.300454 0.778602 1.15654e-005
5751.00 1330.88 79.023381 43.6284 0.0091513 1.03197 0.096095 0.696209 8.0885 0.160873 45.2444 0.301562 0.742901 8.54308e-006
5501.00 1329.43 78.726045 43.5843 0.00855172 0.981701 0.0940891 0.698365 8.09707 0.161451 45.3632 0.302685 0.708555 6.25746e-006
5251.00 1327.97 78.426980 43.5379 0.00797657 0.931215 0.0920365 0.70053 8.10588 0.162037 45.483 0.303822 0.675557 4.54357e-006
5001.00 1326.51 78.126131 43.4891 0.0074246 0.880555 0.0899374 0.702703 8.11494 0.162631 45.6038 0.304975 0.643917 3.27007e-006
4751.00 1325.04 77.823636 43.4377 0.00689505 0.829813 0.0877936 0.704885 8.12425 0.163232 45.7256 0.306144 0.613651 2.33288e-006
4501.00 1323.56 77.519846 43.3838 0.00638758 0.779124 0.0856092 0.707071 8.1338 0.163839 45.8482 0.307326 0.584787 1.65009e-006
4251.00 1322.07 77.215337 43.3274 0.00590225 0.728673 0.0833906 0.709257 8.14357 0.164453 45.9715 0.30852 0.557355 1.1577e-006
4001.00 1320.58 76.910906 43.2686 0.00543941 0.678687 0.081146 0.711439 8.15355 0.16507 46.095 0.309722 0.531387 8.06227e-007
3751.00 1319.09 76.607540 43.2074 0.00499967 0.629433 0.0788862 0.713608 8.16368 0.16569 46.2185 0.31093 0.506912 5.57792e-007
3501.00 1317.63 76.314313 43.3122 0.00496942 0.621034 0.0785343 0.716145 8.1899 0.166317 46.3802 0.312119 0.506127 0
3251.00 1316.14 76.016020 43.2476 0.00457956 0.574208 0.076283 0.718272 8.2003 0.166933 46.5025 0.313325 0.484765 0
3001.00 1314.66 75.722315 43.1813 0.00421467 0.529015 0.0740552 0.720364 8.21073 0.167544 46.6233 0.31452 0.464904 0
2751.00 1313.20 75.434247 43.1136 0.003875 0.485723 0.0718632 0.722415 8.22111 0.168146 46.7421 0.3157 0.446508 0
2501.00 1311.75 75.152657 43.0447 0.00356047 0.444562 0.0697178 0.724419 8.23141 0.168738 46.8586 0.316862 0.429521 0
2251.00 1310.32 74.878109 42.975 0.00327062 0.405705 0.0676274 0.726374 8.24157 0.169316 46.9724 0.318002 0.413867 0
2001.00 1308.90 74.610845 42.9045 0.00300462 0.369266 0.065598 0.728278 8.25157 0.169882 47.0835 0.319119 0.399455 0
1751.00 1307.51 74.350755 42.8334 0.00276133 0.335302 0.0636325 0.730135 8.26137 0.170434 47.1918 0.320212 0.386181 0
1501.00 1306.13 74.097372 42.7616 0.00253932 0.303814 0.0617308 0.731946 8.27097 0.170972 47.2975 0.321283 0.373933 0
1251.00 1304.76 73.849862 42.6889 0.00233693 0.274759 0.0598903 0.73372 8.28036 0.171498 47.4008 0.322334 0.362595 0
1001.00 1303.40 73.607014 42.6152 0.00215239 0.248056 0.0581055 0.735464 8.28956 0.172014 47.5022 0.323371 0.352045 0
751.00 1302.04 73.367205 42.54 0.00198381 0.223598 0.0563683 0.737191 8.29859 0.172523 47.6024 0.324399 0.34216 0
501.00 1300.68 73.128327 42.4626 0.00182926 0.20126 0.0546679 0.738916 8.30751 0.173028 47.7021 0.325427 0.332815 0
251.00 1299.30 72.887651 42.3823 0.00168681 0.180904 0.0529906 0.740658 8.31637 0.173534 47.8024 0.326467 0.323874 0
1.00 1297.88 72.641580 42.2977 0.00155451 0.162389 0.0513189 0.742443 8.32527 0.174048 47.9047 0.327533 0.315193 0
