Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
18201.00 1378.55 0.009603 0.027983 -109.703634 0.003396 0.014861 1.030 46.8786 0.840753 15.7916 0.154754 0.283447 7.73882 0.0312192 13.1709 0.0184454 5.37578 9.71568
18101.00 1378.20 0.043463 0.126599 -496.858568 0.015374 0.067261 1.038 46.9232 0.839986 15.8094 0.156331 0.2805 7.72392 0.0309079 13.1605 0.0182557 5.42135 9.6357
18001.00 1377.85 0.077838 0.226642 -890.484367 0.027541 0.120466 1.045 46.9676 0.839228 15.8271 0.157937 0.277559 7.70915 0.0305979 13.1501 0.0180668 5.46743 9.55534
17901.00 1377.50 0.112745 0.328158 -1290.778736 0.039903 0.174502 1.053 47.0118 0.83848 15.8445 0.159573 0.274623 7.69449 0.0302892 13.1398 0.0178789 5.51401 9.4746
17801.00 1377.15 0.148200 0.431193 -1697.946857 0.052467 0.229395 1.060 47.0559 0.837742 15.8616 0.16124 0.271693 7.67996 0.0299819 13.1296 0.0176918 5.5611 9.39348
17701.00 1376.79 0.184222 0.535794 -2112.201744 0.065238 0.285171 1.067 47.0997 0.837013 15.8786 0.162939 0.268771 7.66556 0.0296759 13.1195 0.0175056 5.6087 9.31197
17601.00 1376.43 0.220828 0.642012 -2533.764555 0.078222 0.341858 1.075 47.1434 0.836293 15.8953 0.164669 0.265855 7.65127 0.0293712 13.1096 0.0173203 5.65683 9.2301
17501.00 1376.07 0.258037 0.749899 -2962.864941 0.091427 0.399487 1.082 47.1869 0.835582 15.9118 0.166432 0.262947 7.6371 0.0290679 13.0997 0.0171358 5.70548 9.14786
17401.00 1375.71 0.295868 0.859507 -3399.741401 0.104860 0.458087 1.090 47.2302 0.83488 15.928 0.168228 0.260046 7.62306 0.028766 13.0899 0.0169523 5.75467 9.06525
17301.00 1375.35 0.334343 0.970893 -3844.641660 0.118528 0.517690 1.097 47.2733 0.834187 15.944 0.170059 0.257155 7.60913 0.0284655 13.0802 0.0167697 5.80439 8.98229
17201.00 1374.99 0.373481 1.084115 -4297.823049 0.132438 0.578328 1.105 47.3162 0.833501 15.9598 0.171925 0.254272 7.59533 0.0281663 13.0706 0.016588 5.85464 8.89897
17101.00 1374.62 0.413305 1.199233 -4759.552915 0.146599 0.640036 1.112 47.3588 0.832824 15.9754 0.173826 0.251398 7.58164 0.0278685 13.0611 0.0164071 5.90544 8.81531
17001.00 1374.25 0.453838 1.316308 -5230.109032 0.161018 0.702848 1.119 47.4012 0.832155 15.9907 0.175763 0.248534 7.56807 0.0275721 13.0517 0.0162272 5.95679 8.7313
16901.00 1373.88 0.495103 1.435407 -5709.780042 0.175703 0.766802 1.127 47.4434 0.831492 16.0058 0.177738 0.245681 7.55462 0.0272772 13.0423 0.0160483 6.00869 8.64696
16801.00 1373.51 0.537125 1.556596 -6198.865897 0.190665 0.831936 1.134 47.4854 0.830837 16.0206 0.17975 0.242838 7.54128 0.0269836 13.0331 0.0158702 6.06115 8.56229
16701.00 1373.13 0.579929 1.679945 -6697.678334 0.205912 0.898288 1.141 47.5271 0.830188 16.0352 0.181801 0.240007 7.52806 0.0266915 13.0239 0.015693 6.11416 8.4773
