Title: Depleted MORB Mantle of Workmann & Hart 2005

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
44001.00 1554.26 0.897615 40.1862 1.62502 1.36973 0.576955 0.591299 17.6687 0.176424 25.8984 0.117468 3.90314 7.88665
43901.00 1554.03 0.893763 40.1923 1.62547 1.39124 0.57632 0.592443 17.6453 0.176068 25.8776 0.117202 3.90949 7.89658
43801.00 1553.81 0.889986 40.1983 1.62589 1.41304 0.575692 0.59357 17.6219 0.175708 25.8567 0.116932 3.91591 7.90631
43701.00 1553.59 0.886281 40.2043 1.62628 1.43512 0.57507 0.594678 17.5985 0.175342 25.8358 0.11666 3.92239 7.91587
43601.00 1553.37 0.882650 40.2102 1.62665 1.45748 0.574455 0.595768 17.575 0.174972 25.8149 0.116384 3.92893 7.92523
43501.00 1553.14 0.879093 40.2162 1.62698 1.48013 0.573848 0.59684 17.5515 0.174596 25.7939 0.116105 3.93554 7.93441
43401.00 1552.92 0.875609 40.2221 1.62729 1.50307 0.573247 0.597892 17.528 0.174216 25.7728 0.115822 3.94221 7.9434
43301.00 1552.69 0.872199 40.228 1.62756 1.52631 0.572653 0.598925 17.5044 0.17383 25.7517 0.115537 3.94894 7.95219
43201.00 1552.47 0.868863 40.2338 1.62781 1.54984 0.572066 0.599938 17.4808 0.173439 25.7305 0.115248 3.95574 7.9608
43101.00 1552.24 0.865600 40.2396 1.62802 1.57367 0.571486 0.600931 17.4572 0.173043 25.7093 0.114956 3.96261 7.9692
43001.00 1552.02 0.862412 40.2454 1.6282 1.59779 0.570913 0.601904 17.4335 0.172642 25.688 0.114661 3.96954 7.97741
42901.00 1551.79 0.859297 40.2512 1.62836 1.62222 0.570348 0.602856 17.4098 0.172236 25.6667 0.114363 3.97654 7.98542
42801.00 1551.56 0.856257 40.2569 1.62848 1.64695 0.569789 0.603787 17.3861 0.171824 25.6453 0.114061 3.98361 7.99323
42701.00 1551.34 0.853291 40.2626 1.62857 1.67198 0.569237 0.604697 17.3623 0.171408 25.6239 0.113756 3.99075 8.00084
42601.00 1551.11 0.850400 40.2682 1.62863 1.69732 0.568693 0.605586 17.3385 0.170986 25.6024 0.113448 3.99796 8.00824
42501.00 1550.88 0.847583 40.2739 1.62865 1.72296 0.568155 0.606452 17.3146 0.17056 25.5809 0.113136 4.00524 8.01544
42401.00 1550.65 0.844841 40.2795 1.62865 1.74892 0.567625 0.607297 17.2908 0.170128 25.5593 0.112821 4.01259 8.02243
42301.00 1550.42 0.842174 40.2851 1.62861 1.77518 0.567102 0.608119 17.2668 0.169691 25.5377 0.112504 4.02001 8.02921
42201.00 1550.19 0.839581 40.2906 1.62854 1.80176 0.566587 0.608918 17.2429 0.169249 25.516 0.112182 4.0275 8.03578
42101.00 1549.96 0.837065 40.2961 1.62844 1.82866 0.566078 0.609694 17.2189 0.168801 25.4942 0.111858 4.03507 8.04214
42001.00 1549.73 0.834623 40.3016 1.6283 1.85586 0.565577 0.610447 17.1949 0.168349 25.4724 0.11153 4.04271 8.04828
41901.00 1549.50 0.832257 40.3071 1.62813 1.88339 0.565083 0.611175 17.1709 0.167891 25.4506 0.1112 4.05043 8.0542
41801.00 1549.27 0.829968 40.3125 1.62793 1.91124 0.564596 0.61188 17.1468 0.167429 25.4287 0.110865 4.05823 8.05991
41701.00 1549.03 0.827754 40.3179 1.62769 1.9394 0.564116 0.612561 17.1227 0.166961 25.4067 0.110528 4.0661 8.0654
41601.00 1548.80 0.825617 40.3233 1.62742 1.96789 0.563644 0.613216 17.0985 0.166488 25.3847 0.110188 4.07404 8.07067
41501.00 1548.57 0.823556 40.3286 1.62711 1.9967 0.563179 0.613847 17.0743 0.16601 25.3626 0.109844 4.08207 8.07571
41401.00 1548.33 0.821572 40.3339 1.62677 2.02583 0.562722 0.614452 17.0501 0.165527 25.3404 0.109497 4.09018 8.08053
41301.00 1548.10 0.819666 40.3392 1.6264 2.05529 0.562271 0.615032 17.0259 0.165039 25.3183 0.109147 4.09836 8.08513
41201.00 1547.86 0.817836 40.3445 1.62599 2.08508 0.561828 0.615585 17.0016 0.164546 25.296 0.108794 4.10663 8.08949
41101.00 1547.63 0.816085 40.3497 1.62555 2.1152 0.561393 0.616112 16.9773 0.164048 25.2737 0.108438 4.11497 8.09363
41001.00 1547.39 0.814412 40.3549 1.62507 2.14564 0.560965 0.616613 16.9529 0.163545 25.2513 0.108079 4.1234 8.09753
40901.00 1547.15 0.812817 40.3601 1.62456 2.17641 0.560544 0.617086 16.9285 0.163037 25.2289 0.107716 4.13192 8.10121
40801.00 1546.92 0.811300 40.3652 1.62401 2.20752 0.56013 0.617533 16.9041 0.162523 25.2064 0.10735 4.14051 8.10464
40701.00 1546.68 0.809863 40.3703 1.62342 2.23896 0.559724 0.617951 16.8797 0.162005 25.1839 0.106982 4.1492 8.10784
40601.00 1546.44 0.808505 40.3754 1.6228 2.27073 0.559326 0.618342 16.8552 0.161482 25.1613 0.10661 4.15796 8.1108
40501.00 1546.20 0.807227 40.3805 1.62214 2.30283 0.558934 0.618704 16.8307 0.160955 25.1387 0.106235 4.16682 8.11353
40401.00 1545.96 0.806030 40.3855 1.62144 2.33527 0.55855 0.619038 16.8061 0.160422 25.116 0.105857 4.17576 8.11601
40301.00 1545.72 0.804912 40.3906 1.62071 2.36804 0.558174 0.619343 16.7816 0.159884 25.0932 0.105477 4.18479 8.11824
40201.00 1545.48 0.803876 40.3956 1.61995 2.40115 0.557804 0.619618 16.757 0.159342 25.0704 0.105093 4.19391 8.12024
40101.00 1545.24 0.802921 40.4005 1.61914 2.4346 0.557443 0.619864 16.7323 0.158795 25.0475 0.104706 4.20312 8.12198
40001.00 1545.00 0.802048 40.4055 1.6183 2.46838 0.557088 0.62008 16.7077 0.158243 25.0246 0.104316 4.21242 8.12348
39901.00 1544.76 0.801258 40.4104 1.61742 2.50251 0.556741 0.620266 16.683 0.157686 25.0016 0.103924 4.22181 8.12473
39801.00 1544.51 0.800550 40.4153 1.6165 2.53697 0.556401 0.620422 16.6582 0.157124 24.9785 0.103528 4.2313 8.12573
39701.00 1544.27 0.799925 40.4202 1.61555 2.57176 0.556069 0.620546 16.6335 0.156558 24.9554 0.10313 4.24088 8.12648
39601.00 1544.03 0.799384 40.425 1.61455 2.6069 0.555744 0.620639 16.6087 0.155988 24.9322 0.102729 4.25055 8.12697
39501.00 1543.78 0.798928 40.4299 1.61352 2.64238 0.555426 0.620701 16.5838 0.155412 24.909 0.102324 4.26032 8.1272
