Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
11001.00 1239.07 0.025212 0.070802 -310.927948 0.009515 0.038286 2.631 53.83 0.58293 19.178 0.0756619 0.298734 3.66589 0.0128017 7.18151 0.00685701 3.94282 11.2248
10901.00 1238.74 0.066253 0.185962 -817.680826 0.025012 0.100613 2.644 53.8924 0.581869 19.1879 0.0768208 0.293611 3.66008 0.0126204 7.18345 0.00675711 3.9961 11.1084
10801.00 1238.41 0.107959 0.302870 -1333.394611 0.040767 0.163954 2.656 53.954 0.580856 19.1975 0.0780116 0.288537 3.65449 0.0124405 7.18569 0.00665806 4.05032 10.9915
10701.00 1238.07 0.150357 0.421596 -1858.420691 0.056793 0.228349 2.668 54.015 0.579894 19.2067 0.0792355 0.283512 3.6491 0.012262 7.18824 0.00655985 4.10549 10.874
10601.00 1237.74 0.193476 0.542217 -2393.129175 0.073099 0.293844 2.680 54.0752 0.578982 19.2156 0.080494 0.278537 3.64393 0.0120851 7.19112 0.00646249 4.16165 10.756
10501.00 1237.40 0.237346 0.664813 -2937.910093 0.089698 0.360483 2.692 54.1347 0.57812 19.2241 0.0817883 0.273611 3.63898 0.0119095 7.19432 0.00636597 4.21881 10.6373
10401.00 1237.07 0.281998 0.789466 -3493.174690 0.106600 0.428316 2.704 54.1934 0.57731 19.2322 0.0831198 0.268734 3.63425 0.0117354 7.19784 0.00627029 4.277 10.5181
10301.00 1236.73 0.327468 0.916266 -4059.356808 0.123819 0.497395 2.716 54.2513 0.576553 19.24 0.0844901 0.263907 3.62974 0.0115628 7.2017 0.00617544 4.33623 10.3983
10201.00 1236.39 0.373789 1.045306 -4636.914371 0.141368 0.567772 2.728 54.3084 0.575848 19.2474 0.0859007 0.259128 3.62547 0.0113915 7.20588 0.00608142 4.39653 10.278
10101.00 1236.04 0.421000 1.176684 -5226.330978 0.159262 0.639506 2.740 54.3646 0.575196 19.2545 0.0873533 0.254399 3.62143 0.0112217 7.21041 0.00598823 4.45792 10.157
10001.00 1235.70 0.469140 1.310506 -5828.117614 0.177514 0.712658 2.752 54.42 0.574599 19.2611 0.0888496 0.24972 3.61763 0.0110534 7.21527 0.00589587 4.52042 10.0355
9901.00 1235.35 0.518251 1.446881 -6442.814482 0.196141 0.787290 2.763 54.4745 0.574057 19.2674 0.0903913 0.24509 3.61407 0.0108864 7.22048 0.00580434 4.58407 9.91332
9801.00 1235.00 0.568378 1.585925 -7070.992975 0.215160 0.863471 2.775 54.528 0.573571 19.2732 0.0919804 0.240509 3.61075 0.0107209 7.22604 0.00571363 4.64887 9.79058
9701.00 1234.65 0.619567 1.727763 -7713.257793 0.234588 0.941273 2.786 54.5806 0.57314 19.2787 0.0936188 0.235978 3.60769 0.0105568 7.23195 0.00562373 4.71486 9.66726
9601.00 1234.29 0.671867 1.872523 -8370.249204 0.254444 1.020771 2.797 54.6323 0.572767 19.2837 0.0953086 0.231496 3.60487 0.0103941 7.2382 0.00553465 4.78205 9.54334
9501.00 1233.94 0.725333 2.020345 -9042.645490 0.274748 1.102047 2.808 54.6829 0.572451 19.2884 0.097052 0.227065 3.60232 0.0102329 7.24481 0.00544639 4.85048 9.41883
9401.00 1233.58 0.780018 2.171375 -9731.165548 0.295520 1.185184 2.819 54.7326 0.572194 19.2926 0.0988512 0.222683 3.60002 0.010073 7.25178 0.00535893 4.92017 9.29374
9301.00 1233.21 0.835983 2.325768 -10436.571704 0.316783 1.270273 2.830 54.7812 0.571997 19.2963 0.100709 0.218352 3.59799 0.00991454 7.2591 0.00527228 4.99113 9.16805
9201.00 1232.85 0.893289 2.483688 -11159.672707 0.338560 1.357411 2.841 54.8287 0.571859 19.2996 0.102627 0.214071 3.59622 0.00975748 7.26678 0.00518643 5.06341 9.04177
9101.00 1232.48 0.952005 2.645311 -11901.326956 0.360876 1.446699 2.852 54.8751 0.571781 19.3025 0.104608 0.20984 3.59473 0.0096018 7.27482 0.00510138 5.137 8.91492
9001.00 1232.10 1.012199 2.810820 -12662.445941 0.383759 1.538245 2.863 54.9204 0.571765 19.3049 0.106656 0.20566 3.5935 0.00944752 7.28321 0.00501713 5.21196 8.78748
8901.00 1231.72 1.062869 2.949668 -13305.307976 0.403035 1.615326 2.873 54.9645 0.571812 19.3069 0.108772 0.201528 3.59256 0.00929463 7.29198 0.00493368 5.28831 8.65944
8801.00 1231.34 1.062943 2.947992 -13315.175306 0.403124 1.615520 2.883 55.0073 0.571927 19.3084 0.11096 0.197431 3.59198 0.00914316 7.30121 0.00485105 5.36621 8.53061
8701.00 1230.96 1.063038 2.946350 -13325.241765 0.403218 1.615748 2.893 55.0488 0.572112 19.3094 0.113223 0.193369 3.59176 0.00899311 7.3109 0.00476924 5.44571 8.40099
8601.00 1230.58 1.063153 2.944744 -13335.521215 0.403316 1.616011 2.903 55.0888 0.57237 19.31 0.115565 0.189343 3.59191 0.00884448 7.32107 0.00468824 5.52684 8.27057
8501.00 1230.20 1.063292 2.943177 -13346.028512 0.403419 1.616312 2.913 55.1274 0.572701 19.31 0.117988 0.185352 3.59245 0.00869725 7.33172 0.00460806 5.60964 8.13934
8401.00 1229.81 1.063454 2.941652 -13356.779709 0.403527 1.616653 2.923 55.1646 0.573107 19.3096 0.120497 0.181397 3.59337 0.00855142 7.34286 0.00452868 5.69416 8.0073
8301.00 1229.42 1.063643 2.940173 -13367.792060 0.403641 1.617036 2.932 55.2002 0.573591 19.3087 0.123097 0.177477 3.59469 0.00840698 7.35448 0.00445011 5.78044 7.87444
8201.00 1229.03 1.063858 2.938743 -13379.084189 0.403761 1.617464 2.941 55.2342 0.574155 19.3073 0.12579 0.173594 3.59642 0.00826393 7.36659 0.00437233 5.86851 7.74075
8101.00 1228.64 1.064102 2.937367 -13390.676140 0.403888 1.617940 2.950 55.2667 0.5748 19.3054 0.128582 0.169747 3.59856 0.00812226 7.37921 0.00429534 5.95842 7.60624
8001.00 1228.25 1.064377 2.936048 -13402.589586 0.404022 1.618466 2.959 55.2974 0.575528 19.3029 0.131476 0.165937 3.60114 0.00798196 7.39232 0.00421914 6.05022 7.47089
7901.00 1227.85 1.064685 2.934792 -13414.847916 0.404165 1.619046 2.968 55.3265 0.576343 19.2998 0.134479 0.162164 3.60415 0.00784302 7.40594 0.00414372 6.14395 7.3347
7801.00 1227.45 1.065028 2.933603 -13427.476406 0.404316 1.619683 2.976 55.3537 0.577245 19.2962 0.137595 0.158429 3.6076 0.00770545 7.42006 0.00406909 6.23965 7.19767
7701.00 1227.05 1.065407 2.932487 -13440.502392 0.404476 1.620381 2.984 55.3792 0.578236 19.2921 0.14083 0.15473 3.61151 0.00756922 7.43469 0.00399522 6.33737 7.0598
7601.00 1226.64 1.065827 2.931450 -13453.955460 0.404647 1.621143 2.992 55.4028 0.57932 19.2873 0.144188 0.15107 3.61588 0.00743434 7.44983 0.00392213 6.43715 6.92108
7501.00 1226.23 1.066289 2.930498 -13467.867650 0.404828 1.621974 3.000 55.4245 0.580499 19.282 0.147677 0.147449 3.62073 0.00730079 7.46547 0.0038498 6.53903 6.78153
7401.00 1225.82 1.066796 2.929639 -13482.273686 0.405022 1.622878 3.007 55.4442 0.581774 19.276 0.151302 0.143866 3.62606 0.00716858 7.48162 0.00377823 6.64306 6.64114
7301.00 1225.41 1.067352 2.928879 -13497.211231 0.405229 1.623859 3.015 55.462 0.583148 19.2694 0.15507 0.140323 3.63188 0.00703769 7.49827 0.00370741 6.74928 6.49992
7201.00 1224.99 1.067960 2.928227 -13512.721167 0.405451 1.624924 3.021 55.4776 0.584623 19.2622 0.158987 0.136819 3.6382 0.00690812 7.51541 0.00363735 6.85772 6.35787
7101.00 1224.57 1.068623 2.927692 -13528.847901 0.405688 1.626078 3.028 55.4912 0.586202 19.2543 0.163062 0.133356 3.64503 0.00677986 7.53304 0.00356803 6.96844 6.21501
7001.00 1224.14 1.069345 2.927284 -13545.639711 0.405942 1.627326 3.034 55.5026 0.587886 19.2458 0.1673 0.129934 3.65237 0.0066529 7.55115 0.00349946 7.08146 6.07135
6901.00 1223.71 1.070131 2.927014 -13563.149121 0.406214 1.628675 3.041 55.5119 0.589678 19.2366 0.17171 0.126554 3.66023 0.00652724 7.56973 0.00343162 7.19682 5.9269
6801.00 1223.36 1.038142 2.837154 -13164.455874 0.394023 1.580162 3.045 55.5143 0.593131 19.2226 0.176752 0.123275 3.67149 0.00640431 7.59247 0.00336547 7.3195 5.77671
6701.00 1223.10 1.001621 2.735048 -12707.171214 0.380089 1.524761 3.048 55.5089 0.598553 19.2032 0.182554 0.120107 3.68665 0.00628445 7.61989 0.00330121 7.45037 5.62012
6601.00 1222.81 1.014992 2.769196 -12882.771834 0.385089 1.545306 3.051 55.5028 0.603639 19.1843 0.188465 0.116978 3.70136 0.00616551 7.6464 0.0032374 7.58194 5.46478
6501.00 1222.48 1.028113 2.802558 -13055.380092 0.389993 1.565469 3.054 55.4958 0.608382 19.1657 0.194485 0.113887 3.71562 0.00604748 7.67197 0.00317404 7.7142 5.31069
6401.00 1222.11 1.040968 2.835093 -13224.802171 0.394795 1.585228 3.057 55.4881 0.612775 19.1476 0.200611 0.110838 3.72943 0.00593033 7.6966 0.00311111 7.84712 5.15785
6301.00 1221.72 1.053540 2.866757 -13390.824473 0.399489 1.604558 3.060 55.4797 0.616814 19.13 0.206844 0.10783 3.74277 0.00581404 7.72029 0.00304862 7.9807 5.00625
6201.00 1221.29 1.065811 2.897501 -13553.211282 0.404067 1.623430 3.063 55.4705 0.620492 19.1127 0.213179 0.104864 3.75565 0.00569861 7.74305 0.00298656 8.11494 4.85588
6101.00 1220.82 1.077761 2.927272 -13711.702653 0.408523 1.641813 3.067 55.4607 0.623808 19.0959 0.219617 0.101941 3.76808 0.00558401 7.76487 0.00292492 8.24984 4.70672
6001.00 1220.33 1.089368 2.956011 -13866.009729 0.412847 1.659674 3.070 55.4502 0.626757 19.0795 0.226154 0.0990601 3.78006 0.00547025 7.78577 0.00286371 8.3854 4.55876
5901.00 1219.80 1.100606 2.983653 -14015.813324 0.417032 1.676974 3.074 55.439 0.62934 19.0635 0.232788 0.0962226 3.79159 0.00535733 7.80575 0.00280294 8.52165 4.41196
5801.00 1219.24 1.111450 3.010125 -14160.756534 0.421065 1.693671 3.078 55.4272 0.631555 19.0479 0.239518 0.0934277 3.8027 0.00524523 7.82483 0.00274261 8.65862 4.26628
5701.00 1218.65 1.121867 3.035346 -14300.441819 0.424937 1.709720 3.082 55.4146 0.633406 19.0327 0.246341 0.0906749 3.8134 0.00513397 7.84303 0.00268271 8.79634 4.12167
5601.00 1218.04 1.131824 3.059226 -14434.424470 0.428633 1.725066 3.086 55.4013 0.634893 19.0179 0.253255 0.0879633 3.82372 0.00502354 7.86038 0.00262327 8.93487 3.97807
5501.00 1217.39 1.141283 3.081663 -14562.196447 0.432139 1.739653 3.090 55.3871 0.636023 19.0035 0.260259 0.085292 3.83369 0.00491396 7.87691 0.00256429 9.07428 3.83542
