Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1407.15 100.138992 0.000000 59.090828 13.007932 13.754951 13.222206 0.000000 0.000000 1.063076 
43901.00 1406.94 100.138992 0.000000 59.089904 12.997080 13.763128 13.224827 0.000000 0.000000 1.064055 
43801.00 1406.73 100.138992 0.000000 59.088971 12.986150 13.771354 13.227475 0.000000 0.000000 1.065042 
43701.00 1406.51 100.138992 0.000000 59.088031 12.975143 13.779629 13.230152 0.000000 0.000000 1.066037 
43601.00 1406.30 100.138992 0.000000 59.087083 12.964057 13.787954 13.232857 0.000000 0.000000 1.067041 
43501.00 1406.09 100.138992 0.000000 59.086126 12.952891 13.796330 13.235591 0.000000 0.000000 1.068055 
43401.00 1405.88 100.138992 0.000000 59.085161 12.941644 13.804756 13.238355 0.000000 0.000000 1.069077 
43301.00 1405.67 100.138992 0.000000 59.084187 12.930317 13.813234 13.241147 0.000000 0.000000 1.070108 
43201.00 1405.46 100.138992 0.000000 59.083204 12.918907 13.821763 13.243969 0.000000 0.000000 1.071148 
43101.00 1405.25 100.138992 0.000000 59.082213 12.907415 13.830345 13.246821 0.000000 0.000000 1.072198 
43001.00 1405.03 100.138992 0.000000 59.081213 12.895839 13.838980 13.249704 0.000000 0.000000 1.073257 
42901.00 1404.82 100.138992 0.000000 59.080204 12.884178 13.847668 13.252616 0.000000 0.000000 1.074326 
42801.00 1404.61 100.138992 0.000000 59.079186 12.872432 13.856410 13.255560 0.000000 0.000000 1.075404 
42701.00 1404.40 100.138992 0.000000 59.078158 12.860600 13.865206 13.258535 0.000000 0.000000 1.076493 
42601.00 1404.19 100.138992 0.000000 59.077121 12.848681 13.874058 13.261541 0.000000 0.000000 1.077591 
42501.00 1403.97 100.138992 0.000000 59.076075 12.836674 13.882965 13.264580 0.000000 0.000000 1.078700 
42401.00 1403.76 100.138992 0.000000 59.075018 12.824577 13.891928 13.267650 0.000000 0.000000 1.079819 
42301.00 1403.55 100.138992 0.000000 59.073952 12.812391 13.900948 13.270753 0.000000 0.000000 1.080948 
42201.00 1403.34 100.138992 0.000000 59.072876 12.800114 13.910025 13.273888 0.000000 0.000000 1.082088 
42101.00 1403.13 100.138992 0.000000 59.071790 12.787746 13.919161 13.277057 0.000000 0.000000 1.083239 
42001.00 1402.92 100.138992 0.000000 59.070693 12.775285 13.928354 13.280259 0.000000 0.000000 1.084401 
41901.00 1402.70 100.138992 0.000000 59.069586 12.762730 13.937607 13.283495 0.000000 0.000000 1.085574 
41801.00 1402.49 100.138992 0.000000 59.068468 12.750080 13.946920 13.286765 0.000000 0.000000 1.086758 
41701.00 1402.28 100.138992 0.000000 59.067340 12.737335 13.956294 13.290070 0.000000 0.000000 1.087954 
41601.00 1402.07 100.138992 0.000000 59.066200 12.724493 13.965728 13.293409 0.000000 0.000000 1.089162 
41501.00 1401.85 100.138992 0.000000 59.065050 12.711554 13.975224 13.296784 0.000000 0.000000 1.090381 
41401.00 1401.64 100.138992 0.000000 59.063888 12.698516 13.984783 13.300194 0.000000 0.000000 1.091612 
41301.00 1401.43 100.138992 0.000000 59.062714 12.685378 13.994404 13.303640 0.000000 0.000000 1.092855 
41201.00 1401.22 100.138992 0.000000 59.061529 12.672139 14.004090 13.307123 0.000000 0.000000 1.094111 
41101.00 1401.00 100.138992 0.000000 59.060333 12.658798 14.013840 13.310643 0.000000 0.000000 1.095380 
41001.00 1400.79 100.138992 0.000000 59.059124 12.645354 14.023655 13.314199 0.000000 0.000000 1.096661 
40901.00 1400.58 100.138992 0.000000 59.057903 12.631806 14.033536 13.317793 0.000000 0.000000 1.097955 
40801.00 1400.37 100.138992 0.000000 59.056669 12.618152 14.043484 13.321425 0.000000 0.000000 1.099262 
40701.00 1400.15 100.138992 0.000000 59.055423 12.604392 14.053499 13.325095 0.000000 0.000000 1.100582 
