Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
16101.00 1343.26 0.012872 0.037211 -150.376849 0.004640 0.019813 1.417 48.8233 0.779418 16.849 0.12655 0.294297 6.43237 0.0250416 11.3179 0.0144579 5.02847 10.3091
16001.00 1342.92 0.048047 0.138845 -561.738438 0.017326 0.073961 1.426 48.8724 0.77854 16.8642 0.128022 0.290678 6.42079 0.0247652 11.3116 0.0142934 5.07731 10.2173
15901.00 1342.58 0.083775 0.241992 -980.180465 0.030218 0.128968 1.434 48.9212 0.777683 16.8791 0.129524 0.287074 6.40938 0.0244902 11.3055 0.0141299 5.12677 10.1251
15801.00 1342.23 0.120076 0.346705 -1405.936812 0.043324 0.184863 1.442 48.9697 0.776847 16.8938 0.131059 0.283485 6.39812 0.0242167 11.2996 0.0139674 5.17685 10.0324
15701.00 1341.89 0.156969 0.453038 -1839.251260 0.056649 0.241676 1.451 49.0178 0.776034 16.9082 0.132627 0.279912 6.38702 0.0239446 11.2938 0.0138057 5.22757 9.93933
15601.00 1341.54 0.194474 0.561045 -2280.377960 0.070203 0.299440 1.459 49.0656 0.775242 16.9223 0.134229 0.276354 6.37608 0.023674 11.2882 0.013645 5.27893 9.8458
15501.00 1341.19 0.232613 0.670787 -2729.581959 0.083992 0.358186 1.468 49.113 0.774471 16.9361 0.135866 0.272814 6.36531 0.0234049 11.2828 0.0134852 5.33094 9.75184
15401.00 1340.83 0.271408 0.782322 -3187.139705 0.098025 0.417951 1.476 49.1601 0.773722 16.9496 0.137539 0.26929 6.35471 0.0231372 11.2775 0.0133264 5.38361 9.65746
15301.00 1340.48 0.310883 0.895715 -3653.339619 0.112310 0.478769 1.485 49.2068 0.772995 16.9629 0.139248 0.265784 6.34426 0.022871 11.2724 0.0131684 5.43694 9.56266
15201.00 1340.12 0.351062 1.011032 -4128.482665 0.126856 0.540678 1.493 49.2531 0.772289 16.9759 0.140996 0.262295 6.33398 0.0226063 11.2674 0.0130115 5.49094 9.46745
15101.00 1339.76 0.391971 1.128342 -4612.882982 0.141672 0.603718 1.501 49.299 0.771605 16.9886 0.142782 0.258825 6.32387 0.0223431 11.2627 0.0128554 5.54563 9.37182
15001.00 1339.40 0.433634 1.247716 -5106.868505 0.156768 0.667929 1.510 49.3445 0.770942 17.001 0.144608 0.255374 6.31392 0.0220814 11.258 0.0127003 5.601 9.27578
14901.00 1339.04 0.476082 1.369230 -5610.781649 0.172154 0.733354 1.518 49.3896 0.7703 17.0132 0.146476 0.251941 6.30414 0.0218211 11.2536 0.0125461 5.65707 9.17934
14801.00 1338.68 0.519341 1.492963 -6124.980008 0.187841 0.800039 1.526 49.4343 0.769679 17.025 0.148385 0.248529 6.29453 0.0215624 11.2493 0.0123929 5.71384 9.08251
14701.00 1338.31 0.563443 1.618996 -6649.837094 0.203838 0.868028 1.534 49.4785 0.769079 17.0366 0.150338 0.245136 6.28507 0.0213051 11.2451 0.0122407 5.77133 8.98528
14601.00 1337.94 0.608419 1.747414 -7185.743112 0.220158 0.937372 1.542 49.5224 0.7685 17.0478 0.152334 0.241764 6.27578 0.0210494 11.2411 0.0120893 5.82952 8.88767
14501.00 1337.57 0.654301 1.878307 -7733.105757 0.236813 1.008121 1.551 49.5657 0.76794 17.0588 0.154377 0.238413 6.26666 0.0207952 11.2373 0.011939 5.88844 8.78969
14401.00 1337.19 0.701125 2.011769 -8292.351059 0.253815 1.080327 1.559 49.6086 0.767401 17.0694 0.156466 0.235084 6.25769 0.0205425 11.2335 0.0117895 5.94809 8.69133
14301.00 1336.81 0.748926 2.147896 -8863.924268 0.271178 1.154047 1.567 49.6511 0.766881 17.0798 0.158603 0.231777 6.24889 0.0202913 11.23 0.0116411 6.00847 8.59262
14201.00 1336.43 0.797741 2.286790 -9448.290758 0.288914 1.229339 1.575 49.6931 0.76638 17.0898 0.160789 0.228492 6.24025 0.0200416 11.2265 0.0114935 6.06959 8.49355
14101.00 1336.05 0.847610 2.428557 -10045.936984 0.307038 1.306263 1.583 49.7346 0.765898 17.0996 0.163025 0.22523 6.23176 0.0197934 11.2232 0.011347 6.13146 8.39414
14001.00 1335.66 0.898574 2.573309 -10657.371470 0.325565 1.384882 1.591 49.7756 0.765433 17.109 0.165313 0.221992 6.22342 0.0195468 11.2201 0.0112014 6.19408 8.2944
13901.00 1335.27 0.950676 2.721161 -11283.125840 0.344510 1.465263 1.599 49.8161 0.764986 17.1181 0.167654 0.218778 6.21524 0.0193017 11.217 0.0110567 6.25745 8.19434
13801.00 1334.88 1.003960 2.872234 -11923.755875 0.363891 1.547475 1.607 49.8561 0.764556 17.1269 0.170049 0.215589 6.20721 0.0190582 11.2141 0.010913 6.32157 8.09397
13701.00 1334.48 1.055845 3.019142 -12548.612286 0.382770 1.627540 1.615 49.8956 0.764142 17.1354 0.172499 0.212424 6.19932 0.0188162 11.2112 0.0107703 6.38647 7.99328
13601.00 1334.08 1.055884 3.017707 -12557.668672 0.382856 1.627690 1.623 49.9345 0.763758 17.1436 0.17501 0.209272 6.19169 0.0185758 11.2086 0.0106285 6.45226 7.8921
13501.00 1333.68 1.055933 3.016288 -12566.821346 0.382943 1.627857 1.631 49.9727 0.763405 17.1514 0.177583 0.206133 6.18432 0.0183369 11.2063 0.0104878 6.51898 7.79041
13401.00 1333.28 1.055994 3.014887 -12576.075829 0.383033 1.628042 1.638 50.0101 0.763082 17.1589 0.18022 0.203008 6.17721 0.0180995 11.2041 0.010348 6.58662 7.68823
13301.00 1332.88 1.056067 3.013505 -12585.437985 0.383125 1.628245 1.646 50.0469 0.76279 17.1661 0.182923 0.199896 6.17036 0.0178638 11.2022 0.0102092 6.6552 7.58555
13201.00 1332.47 1.056153 3.012143 -12594.914018 0.383219 1.628468 1.654 50.083 0.762529 17.173 0.185693 0.196799 6.16377 0.0176295 11.2005 0.0100714 6.72474 7.48237
13101.00 1332.06 1.056252 3.010802 -12604.510507 0.383316 1.628711 1.661 50.1183 0.762299 17.1794 0.188533 0.193716 6.15745 0.0173969 11.199 0.00993452 6.79525 7.37871
13001.00 1331.65 1.056364 3.009485 -12614.234413 0.383417 1.628976 1.669 50.1528 0.762101 17.1856 0.191446 0.190648 6.15139 0.0171658 11.1977 0.00979867 6.86674 7.27457
12901.00 1331.24 1.056491 3.008192 -12624.093144 0.383520 1.629263 1.676 50.1866 0.761935 17.1914 0.194432 0.187597 6.1456 0.0169363 11.1967 0.0096638 6.93922 7.16995
12801.00 1330.83 1.056633 3.006926 -12634.094512 0.383626 1.629574 1.683 50.2196 0.7618 17.1968 0.197494 0.184561 6.14009 0.0167083 11.1959 0.00952991 7.0127 7.06486
12701.00 1330.41 1.056791 3.005689 -12644.246837 0.383737 1.629910 1.691 50.2517 0.761697 17.2019 0.200634 0.181542 6.13484 0.0164819 11.1952 0.009397 7.0872 6.9593
12601.00 1329.99 1.056965 3.004481 -12654.558930 0.383851 1.630271 1.698 50.2831 0.761625 17.2067 0.203855 0.17854 6.12987 0.0162571 11.1948 0.00926508 7.16273 6.85329
12501.00 1329.57 1.057157 3.003306 -12665.040131 0.383969 1.630660 1.705 50.3136 0.761586 17.211 0.207159 0.175555 6.12516 0.0160339 11.1946 0.00913413 7.2393 6.74682
12401.00 1329.15 1.057367 3.002166 -12675.700370 0.384091 1.631077 1.712 50.3433 0.761578 17.215 0.210548 0.172589 6.12073 0.0158122 11.1946 0.00900417 7.31691 6.63992
12301.00 1328.72 1.057597 3.001062 -12686.550169 0.384219 1.631523 1.719 50.3722 0.761602 17.2187 0.214024 0.169641 6.11658 0.0155921 11.1947 0.00887519 7.39558 6.53257
12201.00 1328.30 1.057847 2.999997 -12697.600701 0.384351 1.632001 1.726 50.4001 0.761657 17.2219 0.21759 0.166712 6.11269 0.0153736 11.195 0.00874719 7.47532 6.42481
12101.00 1327.86 1.058117 2.998974 -12708.863851 0.384489 1.632512 1.733 50.4272 0.761744 17.2249 0.221249 0.163802 6.10908 0.0151566 11.1955 0.00862016 7.55613 6.31663
12001.00 1327.43 1.058411 2.997995 -12720.352198 0.384633 1.633058 1.740 50.4534 0.761861 17.2274 0.225002 0.160913 6.10573 0.0149412 11.1962 0.00849412 7.63803 6.20806
11901.00 1326.99 1.058727 2.997064 -12732.079151 0.384782 1.633639 1.746 50.4787 0.762008 17.2295 0.228853 0.158045 6.10265 0.0147274 11.197 0.00836906 7.72103 6.09909
11801.00 1326.55 1.059068 2.996184 -12744.058921 0.384939 1.634259 1.753 50.503 0.762185 17.2313 0.232803 0.155198 6.09984 0.0145152 11.198 0.00824497 7.80512 5.98975
