Title: Depleted MORB Mantle of Workmann & Hart 2005

Solid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
5751.00 1308.13 80.443753 43.4503 0.0122599 1.10965 0.105653 0.687276 8.25857 0.158958 45.0241 0.296816 0.8964 3.57533e-005
5501.00 1306.84 80.172324 43.4172 0.0113778 1.06211 0.103954 0.689318 8.26778 0.159475 45.1377 0.297809 0.853262 1.97125e-005
5251.00 1305.52 79.893876 43.38 0.0105891 1.01344 0.102151 0.691403 8.27751 0.16001 45.254 0.298835 0.812026 1.28561e-005
5001.00 1304.18 79.608335 43.3385 0.00987401 0.963731 0.10024 0.693528 8.28779 0.160562 45.373 0.299895 0.772863 9.09573e-006
4751.00 1302.83 79.317887 43.2931 0.00921114 0.913395 0.0982413 0.695681 8.29851 0.161127 45.4941 0.300981 0.735687 6.6464e-006
4501.00 1301.47 79.028289 43.2457 0.0085825 0.863303 0.0962055 0.697826 8.30938 0.161695 45.615 0.302071 0.700234 4.82324e-006
4251.00 1300.12 78.739273 43.1962 0.00798526 0.813473 0.0941315 0.699965 8.32041 0.162265 45.736 0.303167 0.666468 3.47545e-006
4001.00 1298.76 78.450770 43.1445 0.00741727 0.763959 0.0920197 0.702098 8.33159 0.162838 45.8569 0.304269 0.634364 2.48652e-006
3751.00 1297.41 78.162927 43.0907 0.0068771 0.714866 0.0898729 0.704224 8.34292 0.163414 45.9778 0.305377 0.603914 1.76667e-006
3501.00 1296.05 77.876110 43.0347 0.00636382 0.666341 0.0876962 0.706341 8.35438 0.163991 46.0986 0.306488 0.575118 1.247e-006
3251.00 1294.70 77.590904 42.9767 0.005877 0.618577 0.0854968 0.708443 8.36595 0.164569 46.2188 0.307601 0.54798 8.74952e-007
3001.00 1293.35 77.308074 42.9167 0.00541656 0.571801 0.0832842 0.710525 8.37759 0.165145 46.3383 0.308713 0.522506 6.10742e-007
2751.00 1292.00 77.028521 42.855 0.0049826 0.526268 0.0810696 0.712582 8.38925 0.165718 46.4567 0.309819 0.498691 4.24527e-007
2501.00 1290.69 76.760842 42.9525 0.00496936 0.519915 0.0807622 0.714913 8.4146 0.166289 46.6063 0.310895 0.498775 0
2251.00 1289.37 76.490247 42.8883 0.00459028 0.4777 0.0785815 0.716903 8.42621 0.16685 46.7214 0.31198 0.478295 0
2001.00 1288.05 76.225677 42.8232 0.00423785 0.437471 0.0764355 0.718849 8.43769 0.1674 46.8341 0.313048 0.459376 0
1751.00 1286.75 75.967757 42.7571 0.00391166 0.399413 0.0743341 0.720746 8.44899 0.167939 46.9442 0.314095 0.441947 0
1501.00 1285.47 75.716854 42.6905 0.00361094 0.363658 0.0722854 0.722595 8.46006 0.168466 47.0515 0.31512 0.425918 0
1251.00 1284.20 75.473032 42.6232 0.00333463 0.330284 0.0702944 0.724393 8.47089 0.168979 47.1558 0.316121 0.411184 0
1001.00 1282.95 75.236032 42.5555 0.00308133 0.299314 0.0683632 0.726145 8.48145 0.169478 47.2573 0.3171 0.397629 0
751.00 1281.71 75.005261 42.4873 0.00284937 0.270722 0.0664911 0.727854 8.49175 0.169966 47.3561 0.318057 0.38513 0
501.00 1280.48 74.779785 42.4183 0.00263691 0.244443 0.0646743 0.729528 8.5018 0.170442 47.4527 0.318997 0.373558 0
251.00 1279.26 74.558311 42.3483 0.00244196 0.22038 0.0629062 0.731177 8.51162 0.170909 47.5474 0.319924 0.362782 0
1.00 1278.04 74.339146 42.2768 0.00226246 0.198416 0.0611772 0.732814 8.52127 0.171371 47.641 0.320844 0.352669 0
