Title: Depleted MORB Mantle of Workmann & Hart 2005

Liquid Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
5751.00 1308.13 0.061595 52.681 0.298685 15.2141 0.599333 0.0798748 5.58032 0.00611776 11.3126 0.00339358 14.2151 0.00950724
5501.00 1306.84 0.333024 53.1127 0.277574 15.1624 0.606131 0.0832313 5.54738 0.00610348 11.4508 0.00337928 13.7447 0.00564924
5251.00 1305.52 0.611472 53.5551 0.259409 15.1007 0.613037 0.0868477 5.51448 0.00610124 11.5949 0.00337157 13.2621 0.00398155
5001.00 1304.18 0.897013 54.0059 0.243667 15.028 0.619964 0.0906644 5.48172 0.00610965 11.7429 0.00336967 12.7746 0.00305194
4751.00 1302.83 1.094573 54.4652 0.229664 14.9436 0.626895 0.0946559 5.44937 0.00612872 11.8948 0.00337358 12.2839 0.002422
4501.00 1301.47 1.090789 54.9337 0.21668 14.8478 0.634035 0.0988141 5.41824 0.0061593 12.0528 0.00338374 11.7864 0.00191283
4251.00 1300.12 1.087281 55.4114 0.204617 14.7392 0.641272 0.103129 5.38824 0.00620242 12.2161 0.00340071 11.2849 0.00150326
4001.00 1298.76 1.083849 55.8983 0.193388 14.6162 0.648485 0.107584 5.35931 0.00625932 12.3837 0.00342512 10.7821 0.00117562
3751.00 1297.41 1.080276 56.394 0.18292 14.4774 0.65554 0.112155 5.3314 0.00633151 12.5544 0.00345776 10.2814 0.000915119
3501.00 1296.05 1.076341 56.8983 0.173146 14.3209 0.662299 0.116811 5.30451 0.00642072 12.7272 0.00349955 9.78612 0.000709335
3251.00 1294.70 1.071834 57.4108 0.164008 14.1453 0.668619 0.121512 5.27866 0.006529 12.9008 0.00355157 9.29965 0.000547851
3001.00 1293.35 1.066576 57.931 0.15545 13.9487 0.674364 0.126214 5.25395 0.00665871 13.0742 0.00361505 8.8254 0.000421957
2751.00 1292.00 1.060443 58.4583 0.14742 13.7297 0.679408 0.130865 5.23053 0.00681258 13.2464 0.00369142 8.36648 0.000324408
2501.00 1290.69 0.838556 58.9934 0.139588 13.4888 0.684412 0.135464 5.21012 0.0069944 13.423 0.00378272 7.9144 0
2251.00 1289.37 1.045957 59.5334 0.132483 13.2209 0.687716 0.139864 5.18995 0.0072065 13.591 0.00389008 7.49366 0
2001.00 1288.05 1.037199 60.0786 0.125761 12.9268 0.690056 0.144063 5.17197 0.00745366 13.7567 0.00401606 7.09455 0
1751.00 1286.75 1.027876 60.6286 0.119376 12.6057 0.691388 0.148024 5.15661 0.0077408 13.9206 0.00416321 6.71775 0
1501.00 1285.47 1.018254 61.1831 0.113286 12.2567 0.691686 0.15172 5.14438 0.00807371 14.0835 0.00433455 6.36326 0
1251.00 1284.20 1.008639 61.7417 0.107449 11.879 0.690937 0.155136 5.13581 0.00845934 14.2465 0.00453371 6.03049 0
1001.00 1282.95 0.999354 62.3043 0.101828 11.4718 0.689134 0.158272 5.1315 0.00890617 14.4112 0.00476508 5.71832 0
751.00 1281.71 0.990731 62.8711 0.096388 11.034 0.686268 0.161139 5.1321 0.00942463 14.5793 0.0050341 5.42524 0
501.00 1280.48 0.983105 63.4422 0.0910956 10.5643 0.682316 0.163761 5.13832 0.0100278 14.7531 0.00534755 5.1495 0
251.00 1279.26 0.976825 64.0182 0.0859192 10.0612 0.677237 0.166173 5.15094 0.0107321 14.9348 0.00571403 4.88915 0
1.00 1278.04 0.972280 64.5996 0.0808269 9.52227 0.670957 0.16842 5.17085 0.0115589 15.1272 0.00614455 4.64213 0
