Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1384.95 100.138995 0.000000 59.090695 13.113828 13.806315 13.074316 0.000000 0.000000 1.053840 
43901.00 1384.74 100.138995 0.000000 59.089836 13.103480 13.814508 13.076412 0.000000 0.000000 1.054759 
43801.00 1384.53 100.138995 0.000000 59.088969 13.093059 13.822750 13.078532 0.000000 0.000000 1.055685 
43701.00 1384.32 100.138995 0.000000 59.088095 13.082563 13.831040 13.080677 0.000000 0.000000 1.056620 
43601.00 1384.12 100.138995 0.000000 59.087213 13.071993 13.839380 13.082846 0.000000 0.000000 1.057562 
43501.00 1383.91 100.138995 0.000000 59.086324 13.061348 13.847770 13.085041 0.000000 0.000000 1.058513 
43401.00 1383.70 100.138995 0.000000 59.085427 13.050626 13.856209 13.087262 0.000000 0.000000 1.059471 
43301.00 1383.50 100.138995 0.000000 59.084522 13.039827 13.864700 13.089508 0.000000 0.000000 1.060438 
43201.00 1383.29 100.138995 0.000000 59.083609 13.028950 13.873242 13.091780 0.000000 0.000000 1.061414 
43101.00 1383.08 100.138995 0.000000 59.082689 13.017995 13.881835 13.094078 0.000000 0.000000 1.062398 
43001.00 1382.88 100.138995 0.000000 59.081760 13.006961 13.890481 13.096402 0.000000 0.000000 1.063390 
42901.00 1382.67 100.138995 0.000000 59.080823 12.995846 13.899180 13.098754 0.000000 0.000000 1.064392 
42801.00 1382.46 100.138995 0.000000 59.079878 12.984651 13.907931 13.101132 0.000000 0.000000 1.065402 
42701.00 1382.26 100.138995 0.000000 59.078924 12.973374 13.916737 13.103538 0.000000 0.000000 1.066422 
42601.00 1382.05 100.138995 0.000000 59.077962 12.962014 13.925597 13.105971 0.000000 0.000000 1.067451 
42501.00 1381.84 100.138995 0.000000 59.076990 12.950571 13.934512 13.108432 0.000000 0.000000 1.068489 
42401.00 1381.63 100.138995 0.000000 59.076010 12.939044 13.943482 13.110922 0.000000 0.000000 1.069536 
42301.00 1381.43 100.138995 0.000000 59.075021 12.927432 13.952509 13.113439 0.000000 0.000000 1.070593 
42201.00 1381.22 100.138995 0.000000 59.074023 12.915734 13.961592 13.115986 0.000000 0.000000 1.071660 
42101.00 1381.01 100.138995 0.000000 59.073016 12.903949 13.970732 13.118561 0.000000 0.000000 1.072737 
42001.00 1380.80 100.138995 0.000000 59.071999 12.892076 13.979930 13.121166 0.000000 0.000000 1.073824 
41901.00 1380.60 100.138995 0.000000 59.070973 12.880115 13.989186 13.123800 0.000000 0.000000 1.074921 
41801.00 1380.39 100.138995 0.000000 59.069937 12.868064 13.998502 13.126464 0.000000 0.000000 1.076028 
41701.00 1380.18 100.138995 0.000000 59.068891 12.855922 14.007877 13.129159 0.000000 0.000000 1.077146 
41601.00 1379.97 100.138995 0.000000 59.067835 12.843690 14.017312 13.131884 0.000000 0.000000 1.078275 
41501.00 1379.77 100.138995 0.000000 59.066769 12.831364 14.026808 13.134640 0.000000 0.000000 1.079414 
41401.00 1379.56 100.138995 0.000000 59.065693 12.818946 14.036365 13.137427 0.000000 0.000000 1.080564 
41301.00 1379.35 100.138995 0.000000 59.064606 12.806433 14.045985 13.140245 0.000000 0.000000 1.081726 
41201.00 1379.14 100.138995 0.000000 59.063509 12.793825 14.055667 13.143096 0.000000 0.000000 1.082899 
41101.00 1378.94 100.138995 0.000000 59.062401 12.781120 14.065413 13.145978 0.000000 0.000000 1.084083 
41001.00 1378.73 100.138995 0.000000 59.061282 12.768318 14.075223 13.148893 0.000000 0.000000 1.085279 
40901.00 1378.52 100.138995 0.000000 59.060152 12.755417 14.085098 13.151841 0.000000 0.000000 1.086487 
40801.00 1378.31 100.138995 0.000000 59.059010 12.742417 14.095039 13.154822 0.000000 0.000000 1.087706 
40701.00 1378.10 100.138995 0.000000 59.057857 12.729316 14.105046 13.157837 0.000000 0.000000 1.088938 
40601.00 1377.90 100.138995 0.000000 59.056693 12.716114 14.115120 13.160886 0.000000 0.000000 1.090183 
40501.00 1377.69 100.138995 0.000000 59.055516 12.702808 14.125261 13.163969 0.000000 0.000000 1.091440 
40401.00 1377.48 100.138995 0.000000 59.054328 12.689399 14.135472 13.167087 0.000000 0.000000 1.092710 
40301.00 1377.27 100.138995 0.000000 59.053127 12.675884 14.145751 13.170239 0.000000 0.000000 1.093993 
40201.00 1377.06 100.138995 0.000000 59.051914 12.662263 14.156101 13.173427 0.000000 0.000000 1.095289 
40101.00 1376.86 100.138995 0.000000 59.050689 12.648535 14.166521 13.176651 0.000000 0.000000 1.096598 
40001.00 1376.65 100.138995 0.000000 59.049450 12.634698 14.177013 13.179911 0.000000 0.000000 1.097922 
39901.00 1376.44 100.138995 0.000000 59.048199 12.620751 14.187578 13.183208 0.000000 0.000000 1.099259 
39801.00 1376.23 100.138995 0.000000 59.046934 12.606693 14.198216 13.186542 0.000000 0.000000 1.100610 
39701.00 1376.02 100.138995 0.000000 59.045656 12.592522 14.208928 13.189913 0.000000 0.000000 1.101975 
39601.00 1375.81 100.138995 0.000000 59.044364 12.578238 14.219716 13.193322 0.000000 0.000000 1.103355 
39501.00 1375.61 100.138995 0.000000 59.043058 12.563839 14.230579 13.196769 0.000000 0.000000 1.104750 
39401.00 1375.40 100.138995 0.000000 59.041738 12.549323 14.241519 13.200255 0.000000 0.000000 1.106160 
39301.00 1375.19 100.138995 0.000000 59.040404 12.534689 14.252536 13.203780 0.000000 0.000000 1.107585 
39201.00 1374.98 100.138995 0.000000 59.039055 12.519937 14.263632 13.207345 0.000000 0.000000 1.109026 
39101.00 1374.77 100.138995 0.000000 59.037691 12.505064 14.274808 13.210949 0.000000 0.000000 1.110482 
39001.00 1374.56 100.138995 0.000000 59.036313 12.490069 14.286065 13.214594 0.000000 0.000000 1.111955 
38901.00 1374.35 100.138995 0.000000 59.034918 12.474951 14.297402 13.218280 0.000000 0.000000 1.113444 
38801.00 1374.14 100.138995 0.000000 59.033509 12.459708 14.308823 13.222007 0.000000 0.000000 1.114949 
38701.00 1373.93 100.138995 0.000000 59.032083 12.444338 14.320326 13.225776 0.000000 0.000000 1.116471 
38601.00 1373.73 100.138995 0.000000 59.030641 12.428841 14.331915 13.229587 0.000000 0.000000 1.118011 
38501.00 1373.52 100.138995 0.000000 59.029183 12.413214 14.343589 13.233441 0.000000 0.000000 1.119568 
38401.00 1373.31 100.138995 0.000000 59.027708 12.397457 14.355349 13.237338 0.000000 0.000000 1.121143 
38301.00 1373.10 100.138995 0.000000 59.026216 12.381567 14.367197 13.241279 0.000000 0.000000 1.122736 
38201.00 1372.89 100.138995 0.000000 59.024707 12.365543 14.379134 13.245265 0.000000 0.000000 1.124347 
38101.00 1372.68 100.138995 0.000000 59.023180 12.349383 14.391161 13.249295 0.000000 0.000000 1.125977 
38001.00 1372.47 100.138995 0.000000 59.021635 12.333086 14.403278 13.253371 0.000000 0.000000 1.127625 
37901.00 1372.26 100.138995 0.000000 59.020072 12.316649 14.415488 13.257492 0.000000 0.000000 1.129294 
37801.00 1372.05 100.138995 0.000000 59.018490 12.300072 14.427791 13.261660 0.000000 0.000000 1.130982 
37701.00 1371.84 100.138995 0.000000 59.016890 12.283352 14.440189 13.265874 0.000000 0.000000 1.132690 
37601.00 1371.63 100.138995 0.000000 59.015270 12.266488 14.452683 13.270137 0.000000 0.000000 1.134418 
37501.00 1371.42 100.138995 0.000000 59.013631 12.249477 14.465273 13.274447 0.000000 0.000000 1.136167 
37401.00 1371.21 100.138995 0.000000 59.011972 12.232318 14.477962 13.278806 0.000000 0.000000 1.137937 
37301.00 1371.00 100.138995 0.000000 59.010292 12.215009 14.490751 13.283214 0.000000 0.000000 1.139729 
37201.00 1370.79 100.138995 0.000000 59.008592 12.197548 14.503640 13.287672 0.000000 0.000000 1.141543 
37101.00 1370.58 100.138995 0.000000 59.006871 12.179934 14.516631 13.292180 0.000000 0.000000 1.143379 
37001.00 1370.37 100.138995 0.000000 59.005128 12.162163 14.529726 13.296740 0.000000 0.000000 1.145237 
36901.00 1370.16 100.138995 0.000000 59.003364 12.144234 14.542927 13.301351 0.000000 0.000000 1.147119 
36801.00 1369.95 100.138995 0.000000 59.001578 12.126146 14.556233 13.306014 0.000000 0.000000 1.149024 
36701.00 1369.74 100.138995 0.000000 58.999769 12.107895 14.569647 13.310731 0.000000 0.000000 1.150953 
36601.00 1369.53 100.138995 0.000000 58.997937 12.089480 14.583171 13.315501 0.000000 0.000000 1.152907 
36501.00 1369.32 100.138995 0.000000 58.996081 12.070898 14.596806 13.320325 0.000000 0.000000 1.154885 
36401.00 1369.11 100.138995 0.000000 58.994202 12.052148 14.610552 13.325204 0.000000 0.000000 1.156889 
36301.00 1368.89 100.138995 0.000000 58.992298 12.033226 14.624413 13.330139 0.000000 0.000000 1.158918 
36201.00 1368.68 100.138995 0.000000 58.990369 12.014132 14.638389 13.335130 0.000000 0.000000 1.160974 
36101.00 1368.47 100.138995 0.000000 58.988416 11.994861 14.652483 13.340179 0.000000 0.000000 1.163056 
36001.00 1368.26 100.138995 0.000000 58.986436 11.975413 14.666695 13.345285 0.000000 0.000000 1.165166 
35901.00 1368.05 100.138995 0.000000 58.984430 11.955784 14.681028 13.350449 0.000000 0.000000 1.167304 
35801.00 1367.84 100.138995 0.000000 58.982398 11.935972 14.695482 13.355673 0.000000 0.000000 1.169469 
35701.00 1367.63 100.138995 0.000000 58.980338 11.915975 14.710061 13.360957 0.000000 0.000000 1.171664 
35601.00 1367.42 100.138995 0.000000 58.978251 11.895789 14.724766 13.366302 0.000000 0.000000 1.173888 
35501.00 1367.20 100.138995 0.000000 58.976135 11.875413 14.739598 13.371708 0.000000 0.000000 1.176142 
35401.00 1366.99 100.138995 0.000000 58.973990 11.854843 14.754559 13.377177 0.000000 0.000000 1.178426 
35301.00 1366.78 100.138995 0.000000 58.971816 11.834077 14.769652 13.382708 0.000000 0.000000 1.180742 
35201.00 1366.57 100.138995 0.000000 58.969612 11.813111 14.784878 13.388304 0.000000 0.000000 1.183089 
35101.00 1366.36 100.138995 0.000000 58.967377 11.791944 14.800240 13.393965 0.000000 0.000000 1.185468 
35001.00 1366.14 100.138995 0.000000 58.965112 11.770572 14.815738 13.399692 0.000000 0.000000 1.187881 
34901.00 1365.93 100.138995 0.000000 58.962814 11.748992 14.831376 13.405485 0.000000 0.000000 1.190327 
34801.00 1365.72 100.138995 0.000000 58.960484 11.727201 14.847156 13.411346 0.000000 0.000000 1.192808 
34701.00 1365.51 100.138995 0.000000 58.958121 11.705196 14.863079 13.417276 0.000000 0.000000 1.195323 
34601.00 1365.29 100.138995 0.000000 58.955724 11.682975 14.879148 13.423274 0.000000 0.000000 1.197874 
34501.00 1365.08 100.138995 0.000000 58.953292 11.660532 14.895365 13.429343 0.000000 0.000000 1.200462 
34401.00 1364.87 100.138995 0.000000 58.950826 11.637866 14.911732 13.435484 0.000000 0.000000 1.203086 
34301.00 1364.65 100.138995 0.000000 58.948324 11.614973 14.928253 13.441697 0.000000 0.000000 1.205749 
34201.00 1364.44 100.138995 0.000000 58.945785 11.591850 14.944928 13.447983 0.000000 0.000000 1.208450 
34101.00 1364.23 100.138995 0.000000 58.943209 11.568492 14.961761 13.454343 0.000000 0.000000 1.211190 
34001.00 1364.01 100.138995 0.000000 58.940594 11.544897 14.978753 13.460779 0.000000 0.000000 1.213971 
33901.00 1363.80 100.138995 0.000000 58.937941 11.521061 14.995909 13.467291 0.000000 0.000000 1.216793 
33801.00 1363.59 100.138995 0.000000 58.935248 11.496980 15.013229 13.473881 0.000000 0.000000 1.219656 
33701.00 1363.37 100.138995 0.000000 58.932515 11.472650 15.030718 13.480550 0.000000 0.000000 1.222562 
33601.00 1363.16 100.138995 0.000000 58.929740 11.448067 15.048377 13.487298 0.000000 0.000000 1.225512 
33501.00 1362.94 100.138995 0.000000 58.926924 11.423228 15.066209 13.494127 0.000000 0.000000 1.228507 
33401.00 1362.73 100.138995 0.000000 58.924064 11.398128 15.084218 13.501039 0.000000 0.000000 1.231547 
33301.00 1362.51 100.138995 0.000000 58.921160 11.372763 15.102406 13.508033 0.000000 0.000000 1.234633 
33201.00 1362.30 100.138995 0.000000 58.918211 11.347129 15.120776 13.515112 0.000000 0.000000 1.237766 
33101.00 1362.08 100.138995 0.000000 58.915216 11.321222 15.139331 13.522277 0.000000 0.000000 1.240949 
33001.00 1361.87 100.138995 0.000000 58.912175 11.295037 15.158074 13.529529 0.000000 0.000000 1.244180 
32901.00 1361.65 100.138995 0.000000 58.909085 11.268569 15.177008 13.536870 0.000000 0.000000 1.247462 
32801.00 1361.44 100.138995 0.000000 58.905947 11.241815 15.196138 13.544300 0.000000 0.000000 1.250795 
32701.00 1361.22 100.138995 0.000000 58.902759 11.214769 15.215465 13.551821 0.000000 0.000000 1.254181 
32601.00 1361.01 100.138995 0.000000 58.899520 11.187426 15.234994 13.559434 0.000000 0.000000 1.257621 
32501.00 1360.79 100.138995 0.000000 58.896228 11.159781 15.254728 13.567142 0.000000 0.000000 1.261116 
32401.00 1360.58 100.138995 0.000000 58.892884 11.131830 15.274670 13.574944 0.000000 0.000000 1.264667 
32301.00 1360.36 100.138995 0.000000 58.889485 11.103568 15.294824 13.582844 0.000000 0.000000 1.268275 
32201.00 1360.14 100.138995 0.000000 58.886030 11.074988 15.315194 13.590842 0.000000 0.000000 1.271942 
32101.00 1359.93 100.138995 0.000000 58.882519 11.046086 15.335783 13.598939 0.000000 0.000000 1.275668 
32001.00 1359.71 100.138995 0.000000 58.878949 11.016855 15.356596 13.607138 0.000000 0.000000 1.279456 
31901.00 1359.49 100.138995 0.000000 58.875320 10.987292 15.377637 13.615440 0.000000 0.000000 1.283306 
31801.00 1359.28 100.138995 0.000000 58.871631 10.957388 15.398909 13.623846 0.000000 0.000000 1.287220 
31701.00 1359.06 100.138995 0.000000 58.867879 10.927140 15.420417 13.632359 0.000000 0.000000 1.291200 
31601.00 1358.84 100.138995 0.000000 58.864064 10.896540 15.442165 13.640980 0.000000 0.000000 1.295246 
31501.00 1358.62 100.138995 0.000000 58.860184 10.865582 15.464157 13.649711 0.000000 0.000000 1.299361 
31401.00 1358.41 100.138995 0.000000 58.856238 10.834261 15.486399 13.658553 0.000000 0.000000 1.303545 
31301.00 1358.19 100.138995 0.000000 58.852224 10.802569 15.508893 13.667508 0.000000 0.000000 1.307801 
31201.00 1357.97 100.138995 0.000000 58.848140 10.770500 15.531646 13.676579 0.000000 0.000000 1.312129 
31101.00 1357.75 100.138995 0.000000 58.843986 10.738047 15.554662 13.685767 0.000000 0.000000 1.316533 
31001.00 1357.53 100.138995 0.000000 58.839759 10.705203 15.577946 13.695075 0.000000 0.000000 1.321012 
30901.00 1357.31 100.138995 0.000000 58.835458 10.671961 15.601503 13.704503 0.000000 0.000000 1.325570 
30801.00 1357.09 100.138995 0.000000 58.831081 10.638314 15.625338 13.714055 0.000000 0.000000 1.330207 
30701.00 1356.88 100.138995 0.000000 58.826626 10.604254 15.649457 13.723732 0.000000 0.000000 1.334927 
30601.00 1356.66 100.138995 0.000000 58.822092 10.569773 15.673864 13.733537 0.000000 0.000000 1.339729 
30501.00 1356.44 100.138995 0.000000 58.817476 10.534865 15.698566 13.743471 0.000000 0.000000 1.344618 
30401.00 1356.22 100.138995 0.000000 58.812777 10.499520 15.723568 13.753537 0.000000 0.000000 1.349593 
30301.00 1356.00 100.138995 0.000000 58.807993 10.463730 15.748876 13.763738 0.000000 0.000000 1.354658 
30201.00 1355.77 100.138995 0.000000 58.803122 10.427487 15.774495 13.774075 0.000000 0.000000 1.359815 
30101.00 1355.55 100.138995 0.000000 58.798162 10.390783 15.800433 13.784551 0.000000 0.000000 1.365066 
30001.00 1355.33 100.138995 0.000000 58.793110 10.353608 15.826696 13.795169 0.000000 0.000000 1.370412 
29901.00 1355.11 100.138995 0.000000 58.787965 10.315953 15.853289 13.805931 0.000000 0.000000 1.375857 
29801.00 1354.89 100.138995 0.000000 58.782724 10.277809 15.880219 13.816840 0.000000 0.000000 1.381402 
29701.00 1354.67 100.138995 0.000000 58.777385 10.239167 15.907494 13.827898 0.000000 0.000000 1.387050 
29601.00 1354.45 100.138995 0.000000 58.771946 10.200017 15.935119 13.839109 0.000000 0.000000 1.392804 
29501.00 1354.22 100.138995 0.000000 58.766405 10.160348 15.963103 13.850474 0.000000 0.000000 1.398665 
29401.00 1354.00 100.138995 0.000000 58.760758 10.120151 15.991453 13.861997 0.000000 0.000000 1.404637 
29301.00 1353.78 100.138995 0.000000 58.755003 10.079415 16.020175 13.873681 0.000000 0.000000 1.410722 
29201.00 1353.55 100.138995 0.000000 58.749138 10.038128 16.049278 13.885529 0.000000 0.000000 1.416922 
29101.00 1353.33 100.138995 0.000000 58.743160 9.996281 16.078770 13.897543 0.000000 0.000000 1.423241 
29001.00 1353.11 100.138995 0.000000 58.737066 9.953861 16.108658 13.909728 0.000000 0.000000 1.429682 
28901.00 1352.88 100.138995 0.000000 58.730853 9.910857 16.138951 13.922086 0.000000 0.000000 1.436247 
28801.00 1352.66 100.138995 0.000000 58.724520 9.867257 16.169657 13.934621 0.000000 0.000000 1.442940 
28701.00 1352.43 100.138995 0.000000 58.718061 9.823049 16.200785 13.947337 0.000000 0.000000 1.449763 
28601.00 1352.21 100.138995 0.000000 58.711475 9.778219 16.232345 13.960235 0.000000 0.000000 1.456720 
28501.00 1351.98 100.138995 0.000000 58.704759 9.732756 16.264344 13.973322 0.000000 0.000000 1.463815 
28401.00 1351.76 100.138995 0.000000 58.697908 9.686645 16.296793 13.986599 0.000000 0.000000 1.471049 
28301.00 1351.53 100.138995 0.000000 58.690920 9.639874 16.329702 14.000072 0.000000 0.000000 1.478428 
28201.00 1351.30 100.138995 0.000000 58.683792 9.592427 16.363079 14.013743 0.000000 0.000000 1.485954 
28101.00 1351.08 100.138995 0.000000 58.676519 9.544292 16.396936 14.027617 0.000000 0.000000 1.493632 
28001.00 1350.85 100.138995 0.000000 58.669098 9.495452 16.431283 14.041698 0.000000 0.000000 1.501464 
27901.00 1350.62 100.138995 0.000000 58.661526 9.445892 16.466131 14.055991 0.000000 0.000000 1.509456 
27801.00 1350.39 100.138995 0.000000 58.653798 9.395598 16.501490 14.070499 0.000000 0.000000 1.517610 
27701.00 1350.16 100.138995 0.000000 58.645911 9.344553 16.537372 14.085227 0.000000 0.000000 1.525931 
27601.00 1349.94 100.138995 0.000000 58.637860 9.292741 16.573789 14.100181 0.000000 0.000000 1.534424 
27501.00 1349.71 100.138995 0.000000 58.629642 9.240144 16.610753 14.115364 0.000000 0.000000 1.543093 
27401.00 1349.48 100.138995 0.000000 58.621251 9.186745 16.648276 14.130781 0.000000 0.000000 1.551941 
27301.00 1349.25 100.138995 0.000000 58.612684 9.132527 16.686370 14.146439 0.000000 0.000000 1.560975 
27201.00 1349.02 100.138995 0.000000 58.603937 9.077470 16.725050 14.162341 0.000000 0.000000 1.570198 
27101.00 1348.79 100.138995 0.000000 58.595003 9.021556 16.764327 14.178493 0.000000 0.000000 1.579616 
27001.00 1348.55 100.138995 0.000000 58.585879 8.964766 16.804216 14.194901 0.000000 0.000000 1.589233 
26901.00 1348.32 100.138995 0.000000 58.576560 8.907079 16.844732 14.211570 0.000000 0.000000 1.599055 
26801.00 1348.09 100.138995 0.000000 58.567039 8.848474 16.885888 14.228507 0.000000 0.000000 1.609087 
26701.00 1347.86 100.138995 0.000000 58.557313 8.788931 16.927700 14.245716 0.000000 0.000000 1.619335 
26601.00 1347.62 100.138995 0.000000 58.547375 8.728427 16.970183 14.263205 0.000000 0.000000 1.629804 
26501.00 1347.39 100.138995 0.000000 58.537221 8.666940 17.013353 14.280981 0.000000 0.000000 1.640501 
26401.00 1347.16 100.138995 0.000000 58.526843 8.604446 17.057227 14.299048 0.000000 0.000000 1.651431 
26301.00 1346.92 100.138995 0.000000 58.516236 8.540923 17.101821 14.317415 0.000000 0.000000 1.662601 
26201.00 1346.68 100.138995 0.000000 58.505394 8.476344 17.147153 14.336088 0.000000 0.000000 1.674016 
26101.00 1346.45 100.138995 0.000000 58.494310 8.410684 17.193241 14.355075 0.000000 0.000000 1.685685 
26001.00 1346.21 100.138995 0.000000 58.482979 8.343918 17.240103 14.374382 0.000000 0.000000 1.697613 
25901.00 1345.98 100.138995 0.000000 58.471392 8.276017 17.287758 14.394019 0.000000 0.000000 1.709808 
25801.00 1345.74 100.138995 0.000000 58.459543 8.206955 17.336227 14.413992 0.000000 0.000000 1.722278 
25701.00 1345.50 100.138995 0.000000 58.447425 8.136702 17.385529 14.434311 0.000000 0.000000 1.735028 
25601.00 1345.26 100.138995 0.000000 58.435030 8.065228 17.435685 14.454982 0.000000 0.000000 1.748069 
25501.00 1345.02 100.138995 0.000000 58.422350 7.992503 17.486717 14.476017 0.000000 0.000000 1.761407 
25401.00 1344.78 100.138995 0.000000 58.409378 7.918495 17.538648 14.497422 0.000000 0.000000 1.775052 
25301.00 1344.54 100.138995 0.000000 58.396104 7.843171 17.591500 14.519209 0.000000 0.000000 1.789011 
25201.00 1344.30 100.138995 0.000000 58.382521 7.766496 17.645297 14.541387 0.000000 0.000000 1.803294 
25101.00 1344.06 100.138995 0.000000 58.368620 7.688437 17.700064 14.563965 0.000000 0.000000 1.817910 
25001.00 1343.81 100.138995 0.000000 58.354390 7.608955 17.755827 14.586954 0.000000 0.000000 1.832869 
24901.00 1343.57 100.138995 0.000000 58.339823 7.528015 17.812611 14.610366 0.000000 0.000000 1.848180 
24801.00 1343.33 100.138995 0.000000 58.324909 7.445577 17.870444 14.634211 0.000000 0.000000 1.863854 
24701.00 1343.08 100.138995 0.000000 58.309637 7.361600 17.929355 14.658501 0.000000 0.000000 1.879903 
24601.00 1342.84 100.138995 0.000000 58.293997 7.276043 17.989372 14.683248 0.000000 0.000000 1.896336 
24501.00 1342.59 100.138995 0.000000 58.277977 7.188862 18.050526 14.708465 0.000000 0.000000 1.913165 
24401.00 1342.34 100.138995 0.000000 58.261567 7.100013 18.112848 14.734164 0.000000 0.000000 1.930403 
24301.00 1342.10 100.138995 0.000000 58.244754 7.009449 18.176370 14.760360 0.000000 0.000000 1.948061 
24201.00 1341.85 100.138995 0.000000 58.227526 6.917122 18.241127 14.787066 0.000000 0.000000 1.966153 
24101.00 1341.60 100.138995 0.000000 58.209870 6.822982 18.307154 14.814297 0.000000 0.000000 1.984692 
24001.00 1341.35 100.138995 0.000000 58.191772 6.726977 18.374486 14.842068 0.000000 0.000000 2.003692 
23901.00 1341.09 100.138995 0.000000 58.173220 6.629053 18.443161 14.870394 0.000000 0.000000 2.023167 
23801.00 1340.84 100.138995 0.000000 58.154197 6.529153 18.513219 14.899293 0.000000 0.000000 2.043133 
23701.00 1340.59 100.138995 0.000000 58.134690 6.427219 18.584700 14.928781 0.000000 0.000000 2.063604 
23601.00 1340.33 100.138995 0.000000 58.114683 6.323192 18.657646 14.958876 0.000000 0.000000 2.084598 
23501.00 1340.08 100.138995 0.000000 58.094159 6.217007 18.732101 14.989597 0.000000 0.000000 2.106132 
23401.00 1339.82 100.138995 0.000000 58.073102 6.108599 18.808110 15.020963 0.000000 0.000000 2.128222 
23301.00 1339.57 100.138995 0.000000 58.051493 5.997900 18.885722 15.052993 0.000000 0.000000 2.150887 
23201.00 1339.31 100.138995 0.000000 58.029315 5.884838 18.964985 15.085710 0.000000 0.000000 2.174147 
23101.00 1339.05 100.138995 0.000000 58.006547 5.769340 19.045952 15.119135 0.000000 0.000000 2.198021 
23001.00 1338.79 100.138995 0.000000 57.983171 5.651328 19.128675 15.153290 0.000000 0.000000 2.222531 
22901.00 1338.52 100.138995 0.000000 57.959165 5.530722 19.213210 15.188201 0.000000 0.000000 2.247697 
22801.00 1338.26 100.138995 0.000000 57.934508 5.407437 19.299616 15.223891 0.000000 0.000000 2.273544 
22701.00 1338.00 100.138995 0.000000 57.909176 5.281386 19.387953 15.260386 0.000000 0.000000 2.300094 
22601.00 1337.73 100.138995 0.000000 57.883146 5.152478 19.478284 15.297715 0.000000 0.000000 2.327372 
22501.00 1337.46 100.138995 0.000000 57.856392 5.020616 19.570676 15.335906 0.000000 0.000000 2.355404 
22401.00 1337.20 100.138995 0.000000 57.828890 4.885701 19.665198 15.374988 0.000000 0.000000 2.384218 
22301.00 1336.93 100.138995 0.000000 57.800611 4.747628 19.761921 15.414994 0.000000 0.000000 2.413841 
22201.00 1336.65 100.138995 0.000000 57.771527 4.606289 19.860921 15.455955 0.000000 0.000000 2.444303 
22101.00 1336.38 100.138995 0.000000 57.741608 4.461568 19.962276 15.497906 0.000000 0.000000 2.475636 
22001.00 1336.11 100.138995 0.000000 57.710823 4.313347 20.066069 15.540884 0.000000 0.000000 2.507872 
21901.00 1335.83 100.138995 0.000000 57.679139 4.161500 20.172386 15.584926 0.000000 0.000000 2.541044 
21801.00 1335.55 100.138995 0.000000 57.646521 4.005896 20.281316 15.630072 0.000000 0.000000 2.575190 
21701.00 1335.27 100.138995 0.000000 57.612935 3.846397 20.392954 15.676364 0.000000 0.000000 2.610345 
21601.00 1334.99 100.138995 0.000000 57.578342 3.682859 20.507399 15.723846 0.000000 0.000000 2.646549 
21501.00 1334.71 100.138995 0.000000 57.542702 3.515132 20.624753 15.772563 0.000000 0.000000 2.683844 
21401.00 1334.42 100.138995 0.000000 57.505973 3.343057 20.745126 15.822565 0.000000 0.000000 2.722273 
21301.00 1334.14 100.138995 0.000000 57.468113 3.166467 20.868631 15.873903 0.000000 0.000000 2.761881 
21201.00 1333.85 100.138995 0.000000 57.429075 2.985187 20.995387 15.926629 0.000000 0.000000 2.802716 
21101.00 1333.56 100.138995 0.000000 57.388810 2.799035 21.125519 15.980802 0.000000 0.000000 2.844829 
21001.00 1333.26 100.138995 0.000000 57.347269 2.607817 21.259158 16.036480 0.000000 0.000000 2.888271 
20901.00 1332.97 100.138995 0.000000 57.304397 2.411330 21.396443 16.093727 0.000000 0.000000 2.933098 
