Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
701.00 1130.96 0.112988 0.292042 -1482.067275 0.043856 0.170457 4.092 58.5602 1.5511 17.2429 0.744882 0.0850249 2.95072 0.00260426 6.49576 0.00125576 10.711 1.65455
601.00 1129.08 0.877813 2.266916 -11528.534634 0.341232 1.323955 4.135 58.7752 1.46067 17.2303 0.732806 0.0841638 2.90763 0.00252304 6.45052 0.00121418 10.7241 1.63082
501.00 1127.15 1.672268 4.314714 -21989.210144 0.651020 2.521542 4.179 58.9854 1.37583 17.2174 0.720551 0.0833458 2.86508 0.00244495 6.40519 0.0011742 10.736 1.60765
401.00 1125.18 1.802147 4.645600 -23726.005679 0.702615 2.716678 4.223 59.1942 1.2925 17.2048 0.707955 0.0825342 2.82293 0.00236895 6.3597 0.00113535 10.7471 1.58473
301.00 1123.19 1.804263 4.646757 -23782.899348 0.704477 2.719159 4.267 59.4022 1.21016 17.1927 0.695007 0.0817236 2.78118 0.00229487 6.3141 0.00109754 10.7576 1.56195
201.00 1121.18 1.806719 4.648704 -23844.372602 0.706474 2.722147 4.312 59.6088 1.1291 17.181 0.68173 0.0809151 2.73988 0.00222272 6.26841 0.00106078 10.7677 1.53921
101.00 1119.13 1.809515 4.651431 -23910.412839 0.708606 2.725643 4.356 59.8136 1.04958 17.1699 0.668149 0.0801097 2.69906 0.00215247 6.22267 0.00102505 10.7773 1.51643
1.00 1117.05 1.812645 4.654910 -23980.919034 0.710873 2.729635 4.402 60.0164 0.971859 17.1592 0.654289 0.0793081 2.65874 0.00208412 6.17694 0.000990335 10.7867 1.49353

garnet_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
44001.00 1214.32 13.822721 32.472282 -165022.535605 3.765097 16.624197 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2742 0 23.9127 0 0 9.16329 0 19.5561 0 5.09373 0
43901.00 1214.15 13.815616 32.454804 -164977.392193 3.763358 16.615949 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2741 0 23.9126 0 0 9.16207 0 19.5548 0 5.0964 0
43801.00 1213.98 13.808462 32.437211 -164931.623036 3.761604 16.607642 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.274 0 23.9126 0 0 9.16085 0 19.5535 0 5.09906 0
43701.00 1213.80 13.801257 32.419502 -164885.222426 3.759837 16.599274 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2739 0 23.9125 0 0 9.15964 0 19.5522 0 5.10173 0
43601.00 1213.63 13.794003 32.401675 -164838.184565 3.758056 16.590845 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2738 0 23.9125 0 0 9.15842 0 19.5509 0 5.1044 0
43501.00 1213.45 13.786699 32.383730 -164790.503621 3.756261 16.582356 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2737 0 23.9124 0 0 9.1572 0 19.5496 0 5.10707 0
43401.00 1213.28 13.779343 32.365666 -164742.173666 3.754453 16.573804 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2736 0 23.9124 0 0 9.15598 0 19.5483 0 5.10974 0
43301.00 1213.10 13.771936 32.347481 -164693.188710 3.752630 16.565191 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2735 0 23.9123 0 0 9.15476 0 19.547 0 5.11241 0
43201.00 1212.93 13.764477 32.329175 -164643.542686 3.750792 16.556514 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2734 0 23.9122 0 0 9.15355 0 19.5457 0 5.11508 0
43101.00 1212.75 13.756966 32.310746 -164593.229458 3.748940 16.547774 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2733 0 23.9122 0 0 9.15233 0 19.5444 0 5.11775 0
43001.00 1212.58 13.749402 32.292193 -164542.242810 3.747074 16.538969 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2732 0 23.9121 0 0 9.15111 0 19.5431 0 5.12043 0
42901.00 1212.41 13.741784 32.273515 -164490.576455 3.745193 16.530100 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2731 0 23.9121 0 0 9.14989 0 19.5418 0 5.1231 0
42801.00 1212.23 13.734113 32.254711 -164438.224025 3.743297 16.521166 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.273 0 23.912 0 0 9.14868 0 19.5405 0 5.12578 0
42701.00 1212.06 13.726387 32.235780 -164385.179074 3.741386 16.512166 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2729 0 23.912 0 0 9.14746 0 19.5392 0 5.12845 0
42601.00 1211.88 13.718607 32.216721 -164331.435079 3.739460 16.503099 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2728 0 23.9119 0 0 9.14624 0 19.5379 0 5.13113 0
42501.00 1211.71 13.710771 32.197532 -164276.985426 3.737519 16.493965 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2727 0 23.9119 0 0 9.14502 0 19.5366 0 5.13381 0
42401.00 1211.53 13.702879 32.178212 -164221.823432 3.735562 16.484764 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2726 0 23.9118 0 0 9.14381 0 19.5353 0 5.13649 0
42301.00 1211.36 13.694931 32.158760 -164165.942322 3.733590 16.475494 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2725 0 23.9117 0 0 9.14259 0 19.534 0 5.13917 0
42201.00 1211.18 13.686926 32.139175 -164109.335239 3.731602 16.466155 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2724 0 23.9117 0 0 9.14138 0 19.5326 0 5.14185 0
42101.00 1211.01 13.678864 32.119455 -164051.995227 3.729598 16.456747 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2723 0 23.9116 0 0 9.14016 0 19.5313 0 5.14454 0
42001.00 1210.84 13.670744 32.099599 -163993.915262 3.727578 16.447268 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2722 0 23.9116 0 0 9.13895 0 19.53 0 5.14722 0
41901.00 1210.66 13.662565 32.079607 -163935.088215 3.725542 16.437719 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2721 0 23.9115 0 0 9.13773 0 19.5287 0 5.1499 0
41801.00 1210.49 13.654327 32.059476 -163875.506874 3.723490 16.428097 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.272 0 23.9115 0 0 9.13652 0 19.5274 0 5.15259 0
41701.00 1210.31 13.646030 32.039205 -163815.163927 3.721421 16.418404 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2719 0 23.9114 0 0 9.13531 0 19.5261 0 5.15527 0
41601.00 1210.14 13.637672 32.018794 -163754.051970 3.719336 16.408637 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2718 0 23.9114 0 0 9.1341 0 19.5248 0 5.15796 0
41501.00 1209.96 13.629253 31.998240 -163692.163505 3.717234 16.398796 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.2717 0 23.9113 0 0 9.13288 0 19.5234 0 5.16065 0
