Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 
44001.00 1187.33 100.138999 0.000000 59.055824 13.920148 13.722361 12.448924 0.000000 0.991742 
43901.00 1187.16 100.138999 0.000000 59.055384 13.913472 13.729166 12.448690 0.000000 0.992288 
43801.00 1186.99 100.138999 0.000000 59.054941 13.906749 13.736008 12.448465 0.000000 0.992836 
43701.00 1186.82 100.138999 0.000000 59.054495 13.899979 13.742886 12.448250 0.000000 0.993389 
43601.00 1186.65 100.138999 0.000000 59.054046 13.893163 13.749800 12.448045 0.000000 0.993944 
43501.00 1186.48 100.138999 0.000000 59.053594 13.886299 13.756752 12.447850 0.000000 0.994504 
43401.00 1186.31 100.138999 0.000000 59.053138 13.879388 13.763741 12.447665 0.000000 0.995067 
43301.00 1186.14 100.138999 0.000000 59.052679 13.872428 13.770767 12.447491 0.000000 0.995634 
43201.00 1185.97 100.138999 0.000000 59.052217 13.865419 13.777832 12.447326 0.000000 0.996205 
43101.00 1185.80 100.138999 0.000000 59.051751 13.858362 13.784934 12.447172 0.000000 0.996779 
43001.00 1185.63 100.138999 0.000000 59.051282 13.851255 13.792076 12.447029 0.000000 0.997358 
42901.00 1185.46 100.138999 0.000000 59.050810 13.844097 13.799256 12.446896 0.000000 0.997940 
42801.00 1185.30 100.138999 0.000000 59.050334 13.836890 13.806475 12.446774 0.000000 0.998526 
42701.00 1185.13 100.138999 0.000000 59.049854 13.829631 13.813734 12.446663 0.000000 0.999117 
42601.00 1184.96 100.138999 0.000000 59.049371 13.822321 13.821033 12.446563 0.000000 0.999711 
42501.00 1184.79 100.138999 0.000000 59.048884 13.814959 13.828372 12.446473 0.000000 1.000310 
42401.00 1184.62 100.138999 0.000000 59.048393 13.807545 13.835752 12.446396 0.000000 1.000913 
42301.00 1184.45 100.138999 0.000000 59.047899 13.800078 13.843173 12.446329 0.000000 1.001520 
42201.00 1184.28 100.138999 0.000000 59.047401 13.792558 13.850635 12.446274 0.000000 1.002131 
42101.00 1184.11 100.138999 0.000000 59.046899 13.784984 13.858139 12.446231 0.000000 1.002747 
42001.00 1183.94 100.138999 0.000000 59.046393 13.777355 13.865684 12.446200 0.000000 1.003367 
41901.00 1183.77 100.138999 0.000000 59.045883 13.769672 13.873273 12.446180 0.000000 1.003991 
41801.00 1183.60 100.138999 0.000000 59.045369 13.761934 13.880904 12.446173 0.000000 1.004620 
41701.00 1183.43 100.138999 0.000000 59.044851 13.754139 13.888578 12.446177 0.000000 1.005254 
41601.00 1183.26 100.138999 0.000000 59.044328 13.746288 13.896295 12.446194 0.000000 1.005893 
41501.00 1183.09 100.138999 0.000000 59.043802 13.738381 13.904057 12.446224 0.000000 1.006536 
41401.00 1182.92 100.138999 0.000000 59.043271 13.730415 13.911863 12.446266 0.000000 1.007184 
41301.00 1182.75 100.138999 0.000000 59.042736 13.722392 13.919714 12.446321 0.000000 1.007837 
41201.00 1182.58 100.138999 0.000000 59.042196 13.714310 13.927610 12.446388 0.000000 1.008494 
41101.00 1182.41 100.138999 0.000000 59.041653 13.706169 13.935551 12.446469 0.000000 1.009157 
41001.00 1182.24 100.138999 0.000000 59.041104 13.697969 13.943538 12.446563 0.000000 1.009825 
40901.00 1182.07 100.138999 0.000000 59.040551 13.689708 13.951572 12.446670 0.000000 1.010498 
40801.00 1181.90 100.138999 0.000000 59.039993 13.681386 13.959653 12.446791 0.000000 1.011176 
40701.00 1181.73 100.138999 0.000000 59.039431 13.673003 13.967781 12.446925 0.000000 1.011860 
40601.00 1181.56 100.138999 0.000000 59.038864 13.664558 13.975956 12.447073 0.000000 1.012549 
40501.00 1181.39 100.138999 0.000000 59.038292 13.656050 13.984180 12.447235 0.000000 1.013243 
40401.00 1181.22 100.138999 0.000000 59.037714 13.647479 13.992452 12.447411 0.000000 1.013943 
40301.00 1181.05 100.138999 0.000000 59.037132 13.638843 14.000773 12.447602 0.000000 1.014648 
40201.00 1180.88 100.138999 0.000000 59.036545 13.630144 14.009144 12.447806 0.000000 1.015360 
40101.00 1180.71 100.138999 0.000000 59.035953 13.621379 14.017565 12.448026 0.000000 1.016077 
40001.00 1180.54 100.138999 0.000000 59.035355 13.612548 14.026036 12.448260 0.000000 1.016799 
39901.00 1180.37 100.138999 0.000000 59.034753 13.603651 14.034558 12.448509 0.000000 1.017528 
39801.00 1180.20 100.138999 0.000000 59.034144 13.594687 14.043132 12.448773 0.000000 1.018263 
39701.00 1180.03 100.138999 0.000000 59.033531 13.585655 14.051757 12.449053 0.000000 1.019004 
39601.00 1179.86 100.138999 0.000000 59.032911 13.576554 14.060435 12.449348 0.000000 1.019751 
39501.00 1179.69 100.138999 0.000000 59.032286 13.567384 14.069166 12.449658 0.000000 1.020505 
39401.00 1179.52 100.138999 0.000000 59.031656 13.558144 14.077950 12.449984 0.000000 1.021265 
39301.00 1179.35 100.138999 0.000000 59.031019 13.548834 14.086789 12.450327 0.000000 1.022031 
39201.00 1179.18 100.138999 0.000000 59.030377 13.539452 14.095681 12.450685 0.000000 1.022804 
39101.00 1179.01 100.138999 0.000000 59.029728 13.529998 14.104629 12.451060 0.000000 1.023584 
39001.00 1178.84 100.138999 0.000000 59.029074 13.520471 14.113633 12.451452 0.000000 1.024370 
38901.00 1178.67 100.138999 0.000000 59.028413 13.510870 14.122692 12.451860 0.000000 1.025164 
38801.00 1178.49 100.138999 0.000000 59.027746 13.501195 14.131809 12.452285 0.000000 1.025965 
38701.00 1178.32 100.138999 0.000000 59.027072 13.491445 14.140982 12.452727 0.000000 1.026772 
38601.00 1178.15 100.138999 0.000000 59.026392 13.481619 14.150214 12.453187 0.000000 1.027587 
38501.00 1177.98 100.138999 0.000000 59.025705 13.471716 14.159504 12.453664 0.000000 1.028410 
38401.00 1177.81 100.138999 0.000000 59.025012 13.461736 14.168853 12.454159 0.000000 1.029239 
38301.00 1177.64 100.138999 0.000000 59.024312 13.451677 14.178261 12.454672 0.000000 1.030077 
38201.00 1177.47 100.138999 0.000000 59.023604 13.441539 14.187730 12.455203 0.000000 1.030922 
38101.00 1177.30 100.138999 0.000000 59.022890 13.431321 14.197260 12.455753 0.000000 1.031775 
38001.00 1177.13 100.138999 0.000000 59.022169 13.421021 14.206852 12.456321 0.000000 1.032636 
37901.00 1176.96 100.138999 0.000000 59.021440 13.410640 14.216506 12.456908 0.000000 1.033505 
37801.00 1176.79 100.138999 0.000000 59.020704 13.400176 14.226222 12.457514 0.000000 1.034383 
37701.00 1176.62 100.138999 0.000000 59.019960 13.389629 14.236002 12.458140 0.000000 1.035268 
37601.00 1176.45 100.138999 0.000000 59.019208 13.378997 14.245847 12.458785 0.000000 1.036163 
37501.00 1176.28 100.138999 0.000000 59.018449 13.368279 14.255756 12.459449 0.000000 1.037066 
37401.00 1176.11 100.138999 0.000000 59.017682 13.357475 14.265731 12.460134 0.000000 1.037978 
37301.00 1175.93 100.138999 0.000000 59.016907 13.346583 14.275772 12.460839 0.000000 1.038898 
37201.00 1175.76 100.138999 0.000000 59.016123 13.335603 14.285880 12.461565 0.000000 1.039828 
37101.00 1175.59 100.138999 0.000000 59.015331 13.324534 14.296056 12.462311 0.000000 1.040767 
37001.00 1175.42 100.138999 0.000000 59.014531 13.313374 14.306300 12.463078 0.000000 1.041716 
36901.00 1175.25 100.138999 0.000000 59.013722 13.302123 14.316614 12.463866 0.000000 1.042674 
36801.00 1175.08 100.138999 0.000000 59.012904 13.290779 14.326998 12.464676 0.000000 1.043642 
36701.00 1174.91 100.138999 0.000000 59.012077 13.279342 14.337453 12.465508 0.000000 1.044620 
36601.00 1174.74 100.138999 0.000000 59.011241 13.267810 14.347979 12.466362 0.000000 1.045608 
36501.00 1174.57 100.138999 0.000000 59.010396 13.256182 14.358577 12.467238 0.000000 1.046606 
36401.00 1174.39 100.138999 0.000000 59.009541 13.244457 14.369249 12.468137 0.000000 1.047615 
36301.00 1174.22 100.138999 0.000000 59.008676 13.232634 14.379995 12.469058 0.000000 1.048634 
36201.00 1174.05 100.138999 0.000000 59.007802 13.220713 14.390817 12.470003 0.000000 1.049664 
