Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
11501.00 1250.17 0.016061 0.045263 -197.050215 0.006036 0.024420 2.496 53.3468 0.603326 18.9747 0.0791805 0.300499 3.89452 0.0138006 7.53515 0.00745563 4.04357 11.201
11401.00 1249.84 0.056173 0.158230 -689.702302 0.021117 0.085413 2.508 53.4079 0.602267 18.9851 0.0803595 0.295501 3.88825 0.0136101 7.5364 0.00734974 4.09646 11.0868
11301.00 1249.51 0.096931 0.272904 -1191.022239 0.036449 0.147393 2.520 53.4683 0.601255 18.9951 0.0815701 0.290547 3.88219 0.013421 7.53794 0.00724471 4.15025 10.9721
11201.00 1249.17 0.138361 0.389351 -1701.343570 0.052041 0.210399 2.532 53.5281 0.60029 19.0049 0.0828138 0.285639 3.87633 0.0132334 7.53979 0.00714055 4.20497 10.8569
11101.00 1248.84 0.180491 0.507646 -2221.017213 0.067905 0.274473 2.544 53.5871 0.599373 19.0142 0.0840915 0.280776 3.87069 0.0130473 7.54194 0.00703725 4.26063 10.741
11001.00 1248.50 0.223348 0.627863 -2750.412543 0.084051 0.339659 2.555 53.6455 0.598504 19.0233 0.0854048 0.275959 3.86526 0.0128626 7.5444 0.00693481 4.31726 10.6247
10901.00 1248.16 0.266965 0.750083 -3289.918575 0.100490 0.406004 2.567 53.7031 0.597684 19.0319 0.086755 0.271187 3.86005 0.0126794 7.54717 0.00683322 4.37486 10.5077
10801.00 1247.83 0.311371 0.874390 -3839.945194 0.117234 0.473556 2.578 53.76 0.596913 19.0403 0.0881434 0.266461 3.85507 0.0124976 7.55026 0.00673249 4.43347 10.3902
10701.00 1247.48 0.356602 1.000873 -4400.924496 0.134297 0.542366 2.590 53.8161 0.596193 19.0482 0.0895716 0.26178 3.85031 0.0123173 7.55366 0.00663262 4.4931 10.2721
10601.00 1247.14 0.402692 1.129626 -4973.312218 0.151690 0.612489 2.601 53.8714 0.595523 19.0558 0.0910411 0.257145 3.84578 0.0121384 7.55739 0.00653359 4.55377 10.1534
10501.00 1246.79 0.449679 1.260747 -5557.589271 0.169429 0.683983 2.613 53.9259 0.594905 19.063 0.0925537 0.252556 3.84149 0.011961 7.56144 0.00643541 4.61551 10.0342
10401.00 1246.45 0.497603 1.394341 -6154.263378 0.187528 0.756907 2.624 53.9796 0.594338 19.0698 0.0941109 0.248013 3.83743 0.0117851 7.56582 0.00633807 4.67833 9.91441
10301.00 1246.10 0.546505 1.530519 -6763.870826 0.206002 0.831325 2.635 54.0324 0.593824 19.0763 0.0957146 0.243516 3.83361 0.0116106 7.57052 0.00624158 4.74226 9.79403
10201.00 1245.74 0.596429 1.669395 -7386.978356 0.224869 0.907305 2.646 54.0843 0.593363 19.0823 0.0973667 0.239065 3.83004 0.0114375 7.57556 0.00614593 4.80731 9.67309
10101.00 1245.39 0.647422 1.811095 -8024.185165 0.244146 0.984919 2.657 54.1353 0.592955 19.0879 0.099069 0.234661 3.82672 0.0112659 7.58093 0.00605112 4.87352 9.55158
10001.00 1245.03 0.699533 1.955747 -8676.125072 0.263850 1.064242 2.668 54.1854 0.592602 19.0932 0.100824 0.230303 3.82364 0.0110957 7.58664 0.00595714 4.94089 9.4295
9901.00 1244.67 0.752815 2.103490 -9343.468815 0.284003 1.145353 2.678 54.2345 0.592304 19.098 0.102633 0.225993 3.82082 0.0109269 7.59268 0.005864 5.00946 9.30685
9801.00 1244.31 0.807322 2.254468 -10026.926529 0.304624 1.228338 2.689 54.2826 0.592061 19.1024 0.104499 0.221729 3.81826 0.0107596 7.59906 0.00577168 5.07925 9.18363
9701.00 1243.94 0.863114 2.408837 -10727.250374 0.325735 1.313286 2.699 54.3297 0.591874 19.1064 0.106424 0.217512 3.81595 0.0105937 7.60577 0.00568019 5.15027 9.05985
9601.00 1243.57 0.920253 2.566759 -11445.237366 0.347360 1.400292 2.710 54.3758 0.591744 19.1099 0.10841 0.213343 3.81391 0.0104292 7.61282 0.00558952 5.22254 8.93552
9501.00 1243.19 0.978803 2.728408 -12181.732383 0.369523 1.489457 2.720 54.4208 0.591671 19.113 0.110461 0.209222 3.81213 0.0102661 7.6202 0.00549967 5.2961 8.81063
9401.00 1242.82 1.038836 2.893967 -12937.631384 0.392251 1.580887 2.730 54.4648 0.591655 19.1156 0.112578 0.205148 3.81061 0.0101044 7.62792 0.00541064 5.37095 8.68519
9301.00 1242.44 1.062047 2.956786 -13235.606812 0.401077 1.616291 2.740 54.5076 0.591701 19.1178 0.114765 0.201114 3.80941 0.00994421 7.63604 0.00532245 5.44722 8.55909
9201.00 1242.06 1.062129 2.955153 -13245.491454 0.401167 1.616501 2.750 54.5491 0.591814 19.1196 0.117024 0.197111 3.80857 0.00978544 7.64459 0.0052351 5.52498 8.43222
9101.00 1241.67 1.062231 2.953552 -13255.568330 0.401261 1.616744 2.760 54.5893 0.591994 19.1209 0.119359 0.193142 3.80809 0.0096281 7.6536 0.00514859 5.60429 8.3046
9001.00 1241.29 1.062354 2.951987 -13265.850613 0.401360 1.617021 2.770 54.6281 0.592243 19.1217 0.121773 0.189206 3.80797 0.00947221 7.66306 0.00506292 5.68516 8.1762
8901.00 1240.90 1.062499 2.950459 -13276.352448 0.401463 1.617335 2.779 54.6656 0.592563 19.1221 0.12427 0.185303 3.80824 0.00931775 7.67297 0.00497808 5.76765 8.04703
8801.00 1240.51 1.062667 2.948973 -13287.089042 0.401571 1.617687 2.788 54.7016 0.592955 19.122 0.126853 0.181434 3.80889 0.00916471 7.68334 0.00489406 5.85178 7.91708
8701.00 1240.12 1.062860 2.947532 -13298.076756 0.401684 1.618080 2.797 54.7362 0.593422 19.1214 0.129526 0.177599 3.80993 0.00901309 7.69418 0.00481088 5.9376 7.78635
8601.00 1239.73 1.063079 2.946138 -13309.333180 0.401804 1.618517 2.806 54.7693 0.593964 19.1202 0.132294 0.173797 3.81138 0.00886288 7.70549 0.00472851 6.02515 7.65483
8501.00 1239.33 1.063327 2.944797 -13320.877275 0.401930 1.618999 2.815 54.8008 0.594584 19.1186 0.13516 0.170031 3.81324 0.00871408 7.71726 0.00464696 6.11445 7.52252
8401.00 1238.93 1.063604 2.943511 -13332.729458 0.402063 1.619530 2.824 54.8307 0.595283 19.1164 0.138129 0.166299 3.81551 0.00856668 7.72951 0.00456621 6.20556 7.38942
8301.00 1238.53 1.063913 2.942285 -13344.911742 0.402204 1.620113 2.832 54.859 0.596064 19.1138 0.141206 0.162602 3.81822 0.00842067 7.74223 0.00448628 6.29851 7.25552
8201.00 1238.13 1.064255 2.941125 -13357.447887 0.402354 1.620750 2.840 54.8856 0.596928 19.1105 0.144395 0.15894 3.82136 0.00827605 7.75542 0.00440715 6.39334 7.12083
8101.00 1237.72 1.064633 2.940035 -13370.363517 0.402512 1.621446 2.848 54.9105 0.597877 19.1067 0.147703 0.155315 3.82495 0.0081328 7.76908 0.00432881 6.49009 6.98535
8001.00 1237.32 1.065049 2.939021 -13383.686334 0.402680 1.622203 2.856 54.9336 0.598913 19.1024 0.151133 0.151725 3.82899 0.00799094 7.78322 0.00425127 6.58879 6.84908
7901.00 1236.90 1.065506 2.938090 -13397.446272 0.402859 1.623026 2.863 54.9548 0.600038 19.0974 0.154693 0.148173 3.83349 0.00785044 7.79782 0.00417452 6.68949 6.71202
7801.00 1236.49 1.066007 2.937246 -13411.675702 0.403050 1.623918 2.870 54.9743 0.601254 19.0919 0.158387 0.144657 3.83846 0.0077113 7.81289 0.00409855 6.79222 6.57418
7701.00 1236.07 1.066553 2.936499 -13426.409692 0.403253 1.624885 2.877 54.9918 0.602562 19.0857 0.162222 0.14118 3.8439 0.00757352 7.82842 0.00402336 6.89702 6.43557
7601.00 1235.65 1.067149 2.935855 -13441.686169 0.403470 1.625931 2.884 55.0074 0.603965 19.079 0.166204 0.13774 3.84983 0.00743709 7.84441 0.00394895 7.00392 6.2962
