Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1412.71 100.138996 0.000000 59.090735 12.980856 13.738917 13.263016 0.000000 0.000000 1.065471 
43901.00 1412.50 100.138996 0.000000 59.089793 12.969874 13.747078 13.265785 0.000000 0.000000 1.066466 
43801.00 1412.28 100.138996 0.000000 59.088844 12.958814 13.755288 13.268582 0.000000 0.000000 1.067468 
43701.00 1412.07 100.138996 0.000000 59.087886 12.947675 13.763547 13.271408 0.000000 0.000000 1.068480 
43601.00 1411.86 100.138996 0.000000 59.086920 12.936455 13.771855 13.274264 0.000000 0.000000 1.069500 
43501.00 1411.64 100.138996 0.000000 59.085946 12.925156 13.780215 13.277150 0.000000 0.000000 1.070530 
43401.00 1411.43 100.138996 0.000000 59.084963 12.913774 13.788625 13.280065 0.000000 0.000000 1.071569 
43301.00 1411.22 100.138996 0.000000 59.083971 12.902310 13.797086 13.283012 0.000000 0.000000 1.072617 
43201.00 1411.01 100.138996 0.000000 59.082971 12.890764 13.805599 13.285988 0.000000 0.000000 1.073674 
43101.00 1410.79 100.138996 0.000000 59.081961 12.879133 13.814165 13.288996 0.000000 0.000000 1.074741 
43001.00 1410.58 100.138996 0.000000 59.080942 12.867417 13.822783 13.292035 0.000000 0.000000 1.075817 
42901.00 1410.37 100.138996 0.000000 59.079914 12.855616 13.831455 13.295106 0.000000 0.000000 1.076904 
42801.00 1410.16 100.138996 0.000000 59.078877 12.843728 13.840181 13.298209 0.000000 0.000000 1.078000 
42701.00 1409.94 100.138996 0.000000 59.077830 12.831753 13.848962 13.301344 0.000000 0.000000 1.079107 
42601.00 1409.73 100.138996 0.000000 59.076774 12.819689 13.857797 13.304512 0.000000 0.000000 1.080223 
42501.00 1409.52 100.138996 0.000000 59.075707 12.807537 13.866689 13.307713 0.000000 0.000000 1.081350 
42401.00 1409.30 100.138996 0.000000 59.074631 12.795294 13.875636 13.310946 0.000000 0.000000 1.082488 
42301.00 1409.09 100.138996 0.000000 59.073545 12.782960 13.884641 13.314214 0.000000 0.000000 1.083637 
42201.00 1408.88 100.138996 0.000000 59.072448 12.770534 13.893702 13.317515 0.000000 0.000000 1.084796 
42101.00 1408.66 100.138996 0.000000 59.071341 12.758015 13.902822 13.320851 0.000000 0.000000 1.085966 
42001.00 1408.45 100.138996 0.000000 59.070224 12.745402 13.912001 13.324222 0.000000 0.000000 1.087148 
41901.00 1408.24 100.138996 0.000000 59.069095 12.732694 13.921239 13.327627 0.000000 0.000000 1.088341 
41801.00 1408.02 100.138996 0.000000 59.067956 12.719890 13.930536 13.331068 0.000000 0.000000 1.089545 
41701.00 1407.81 100.138996 0.000000 59.066806 12.706989 13.939895 13.334544 0.000000 0.000000 1.090761 
41601.00 1407.60 100.138996 0.000000 59.065645 12.693990 13.949314 13.338057 0.000000 0.000000 1.091989 
41501.00 1407.38 100.138996 0.000000 59.064472 12.680892 13.958795 13.341606 0.000000 0.000000 1.093230 
