Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
18901.00 1390.09 0.028222 0.082416 -319.945197 0.009913 0.043753 0.910 46.2406 0.858309 15.414 0.1667 0.27676 8.21056 0.0333771 13.8332 0.0198644 5.50606 9.44052
18801.00 1389.74 0.061955 0.180861 -702.887243 0.021769 0.096056 0.917 46.2836 0.857593 15.4327 0.168318 0.274059 8.19441 0.0330554 13.8212 0.0196669 5.55055 9.36479
18701.00 1389.38 0.096198 0.280723 -1092.181466 0.033810 0.149157 0.924 46.3264 0.856883 15.4513 0.169965 0.27136 8.17837 0.0327349 13.8093 0.0194702 5.59551 9.28868
18601.00 1389.03 0.130965 0.382044 -1488.016914 0.046043 0.203080 0.931 46.3692 0.856178 15.4696 0.171641 0.268665 8.16243 0.0324158 13.7975 0.0192743 5.64093 9.21221
18501.00 1388.67 0.166274 0.484870 -1890.589531 0.058474 0.257849 0.938 46.4118 0.855479 15.4877 0.173347 0.265974 8.1466 0.0320979 13.7857 0.0190793 5.68683 9.13538
18401.00 1388.31 0.202142 0.589245 -2300.102435 0.071107 0.313491 0.945 46.4543 0.854785 15.5056 0.175083 0.263286 8.13088 0.0317812 13.7741 0.0188851 5.73321 9.05819
18301.00 1387.95 0.238584 0.695218 -2716.766207 0.083951 0.370033 0.953 46.4966 0.854096 15.5233 0.17685 0.260603 8.11526 0.0314659 13.7625 0.0186918 5.78006 8.98065
18201.00 1387.59 0.275620 0.802839 -3140.799183 0.097010 0.427503 0.960 46.5388 0.853412 15.5407 0.178649 0.257926 8.09975 0.0311519 13.7509 0.0184994 5.82741 8.90276
18101.00 1387.22 0.313268 0.912159 -3572.427777 0.110292 0.485929 0.967 46.5808 0.852732 15.558 0.18048 0.255253 8.08434 0.0308392 13.7395 0.0183078 5.87524 8.82453
18001.00 1386.86 0.351548 1.023231 -4011.886790 0.123803 0.545342 0.974 46.6227 0.852056 15.575 0.182344 0.252586 8.06904 0.0305279 13.7281 0.0181172 5.92356 8.74596
