Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1373.20 100.138999 0.000000 59.090303 13.168438 13.826069 13.005027 0.000000 0.000000 1.049162 
43901.00 1372.99 100.138999 0.000000 59.089476 13.158348 13.834243 13.006880 0.000000 0.000000 1.050051 
43801.00 1372.79 100.138999 0.000000 59.088642 13.148187 13.842465 13.008757 0.000000 0.000000 1.050948 
43701.00 1372.59 100.138999 0.000000 59.087801 13.137954 13.850736 13.010657 0.000000 0.000000 1.051851 
43601.00 1372.38 100.138999 0.000000 59.086953 13.127647 13.859056 13.012580 0.000000 0.000000 1.052763 
43501.00 1372.18 100.138999 0.000000 59.086097 13.117268 13.867425 13.014527 0.000000 0.000000 1.053682 
43401.00 1371.97 100.138999 0.000000 59.085235 13.106814 13.875844 13.016498 0.000000 0.000000 1.054609 
43301.00 1371.77 100.138999 0.000000 59.084364 13.096286 13.884313 13.018492 0.000000 0.000000 1.055544 
43201.00 1371.56 100.138999 0.000000 59.083487 13.085681 13.892833 13.020511 0.000000 0.000000 1.056487 
43101.00 1371.36 100.138999 0.000000 59.082602 13.075001 13.901404 13.022555 0.000000 0.000000 1.057438 
43001.00 1371.15 100.138999 0.000000 59.081709 13.064243 13.910027 13.024623 0.000000 0.000000 1.058397 
42901.00 1370.95 100.138999 0.000000 59.080808 13.053408 13.918702 13.026716 0.000000 0.000000 1.059365 
42801.00 1370.74 100.138999 0.000000 59.079899 13.042494 13.927429 13.028835 0.000000 0.000000 1.060342 
42701.00 1370.54 100.138999 0.000000 59.078982 13.031500 13.936211 13.030979 0.000000 0.000000 1.061327 
42601.00 1370.34 100.138999 0.000000 59.078057 13.020427 13.945045 13.033149 0.000000 0.000000 1.062321 
42501.00 1370.13 100.138999 0.000000 59.077124 13.009272 13.953935 13.035345 0.000000 0.000000 1.063323 
42401.00 1369.93 100.138999 0.000000 59.076182 12.998036 13.962879 13.037567 0.000000 0.000000 1.064335 
42301.00 1369.72 100.138999 0.000000 59.075232 12.986717 13.971878 13.039816 0.000000 0.000000 1.065356 
42201.00 1369.52 100.138999 0.000000 59.074273 12.975314 13.980934 13.042092 0.000000 0.000000 1.066386 
42101.00 1369.31 100.138999 0.000000 59.073305 12.963827 13.990046 13.044395 0.000000 0.000000 1.067426 
42001.00 1369.11 100.138999 0.000000 59.072328 12.952255 13.999215 13.046726 0.000000 0.000000 1.068475 
41901.00 1368.90 100.138999 0.000000 59.071342 12.940596 14.008443 13.049084 0.000000 0.000000 1.069534 
41801.00 1368.70 100.138999 0.000000 59.070347 12.928851 14.017728 13.051470 0.000000 0.000000 1.070603 
41701.00 1368.49 100.138999 0.000000 59.069343 12.917018 14.027072 13.053884 0.000000 0.000000 1.071682 
41601.00 1368.29 100.138999 0.000000 59.068329 12.905096 14.036476 13.056327 0.000000 0.000000 1.072771 
41501.00 1368.08 100.138999 0.000000 59.067305 12.893084 14.045940 13.058799 0.000000 0.000000 1.073870 
41401.00 1367.88 100.138999 0.000000 59.066272 12.880982 14.055465 13.061301 0.000000 0.000000 1.074980 
