Title: Depleted MORB Mantle of Workmann & Hart 2005

Bulk Composition:
Pressure Temperature mass SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O 
5601.00 1216.57 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5501.00 1215.90 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5401.00 1215.20 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5301.00 1214.46 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5201.00 1213.69 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5101.00 1212.89 97.952744 44.406 0.117981 3.63774 0.190075 0.57913 8.09269 0.132581 39.3698 0.244945 3.06248 0.166615
5001.00 1212.05 97.943458 44.405 0.117926 3.6363 0.190064 0.579177 8.0931 0.132593 39.3727 0.244968 3.06188 0.166298
4901.00 1211.18 97.702112 44.3775 0.116483 3.59878 0.189765 0.580397 8.10364 0.13291 39.4506 0.245567 3.04599 0.158349
4801.00 1210.30 97.450176 44.3487 0.114971 3.55946 0.189431 0.581682 8.11469 0.133242 39.5323 0.246196 3.02898 0.150331
4701.00 1209.38 97.188041 44.3186 0.113393 3.51838 0.189059 0.583033 8.12624 0.13359 39.6177 0.246854 3.01085 0.142277
4601.00 1208.45 96.916125 44.2872 0.111751 3.47557 0.188648 0.584447 8.13828 0.133953 39.7068 0.247541 2.99158 0.134219
4501.00 1207.49 96.634879 44.2545 0.110049 3.43108 0.188197 0.585924 8.15081 0.13433 39.7995 0.248255 2.97117 0.12619
4401.00 1206.51 96.344782 44.2206 0.108289 3.38497 0.187703 0.587462 8.1638 0.134723 39.8956 0.248996 2.9496 0.118221
4301.00 1205.51 96.046348 44.1856 0.106476 3.33729 0.187166 0.589061 8.17724 0.135129 39.9951 0.249764 2.92688 0.110342
4201.00 1204.50 95.740119 44.1493 0.104613 3.2881 0.186584 0.590718 8.19112 0.135549 40.0978 0.250556 2.90301 0.102586
4101.00 1203.47 95.426667 44.112 0.102705 3.23748 0.185957 0.592431 8.20542 0.135982 40.2036 0.251373 2.878 0.0949813
