Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1390.49 100.138995 0.000000 59.090804 13.087692 13.795274 13.109127 0.000000 0.000000 1.056100 
43901.00 1390.29 100.138995 0.000000 59.089928 13.077220 13.803469 13.111345 0.000000 0.000000 1.057033 
43801.00 1390.08 100.138995 0.000000 59.089045 13.066674 13.811714 13.113588 0.000000 0.000000 1.057974 
43701.00 1389.87 100.138995 0.000000 59.088155 13.056052 13.820008 13.115856 0.000000 0.000000 1.058923 
43601.00 1389.66 100.138995 0.000000 59.087257 13.045355 13.828351 13.118151 0.000000 0.000000 1.059881 
43501.00 1389.45 100.138995 0.000000 59.086351 13.034582 13.836744 13.120471 0.000000 0.000000 1.060847 
43401.00 1389.25 100.138995 0.000000 59.085438 13.023731 13.845187 13.122818 0.000000 0.000000 1.061821 
43301.00 1389.04 100.138995 0.000000 59.084516 13.012802 13.853681 13.125192 0.000000 0.000000 1.062803 
43201.00 1388.83 100.138995 0.000000 59.083587 13.001795 13.862227 13.127592 0.000000 0.000000 1.063794 
43101.00 1388.62 100.138995 0.000000 59.082649 12.990708 13.870825 13.130019 0.000000 0.000000 1.064794 
43001.00 1388.41 100.138995 0.000000 59.081703 12.979540 13.879475 13.132473 0.000000 0.000000 1.065803 
42901.00 1388.21 100.138995 0.000000 59.080748 12.968292 13.888178 13.134955 0.000000 0.000000 1.066821 
42801.00 1388.00 100.138995 0.000000 59.079785 12.956961 13.896935 13.137466 0.000000 0.000000 1.067848 
42701.00 1387.79 100.138995 0.000000 59.078814 12.945547 13.905746 13.140004 0.000000 0.000000 1.068885 
42601.00 1387.58 100.138995 0.000000 59.077833 12.934050 13.914611 13.142570 0.000000 0.000000 1.069930 
42501.00 1387.37 100.138995 0.000000 59.076844 12.922469 13.923531 13.145166 0.000000 0.000000 1.070985 
42401.00 1387.16 100.138995 0.000000 59.075845 12.910802 13.932507 13.147790 0.000000 0.000000 1.072050 
42301.00 1386.96 100.138995 0.000000 59.074837 12.899049 13.941540 13.150444 0.000000 0.000000 1.073125 
42201.00 1386.75 100.138995 0.000000 59.073820 12.887208 13.950629 13.153128 0.000000 0.000000 1.074210 
42101.00 1386.54 100.138995 0.000000 59.072794 12.875280 13.959776 13.155841 0.000000 0.000000 1.075305 
42001.00 1386.33 100.138995 0.000000 59.071757 12.863263 13.968980 13.158585 0.000000 0.000000 1.076410 
41901.00 1386.12 100.138995 0.000000 59.070711 12.851156 13.978244 13.161359 0.000000 0.000000 1.077525 
41801.00 1385.91 100.138995 0.000000 59.069655 12.838958 13.987566 13.164164 0.000000 0.000000 1.078651 
41701.00 1385.71 100.138995 0.000000 59.068589 12.826668 13.996949 13.167001 0.000000 0.000000 1.079788 
41601.00 1385.50 100.138995 0.000000 59.067513 12.814286 14.006391 13.169869 0.000000 0.000000 1.080936 
41501.00 1385.29 100.138995 0.000000 59.066427 12.801810 14.015896 13.172768 0.000000 0.000000 1.082094 
41401.00 1385.08 100.138995 0.000000 59.065330 12.789239 14.025461 13.175700 0.000000 0.000000 1.083264 
41301.00 1384.87 100.138995 0.000000 59.064222 12.776573 14.035090 13.178665 0.000000 0.000000 1.084446 
41201.00 1384.66 100.138995 0.000000 59.063103 12.763809 14.044781 13.181662 0.000000 0.000000 1.085639 
41101.00 1384.45 100.138995 0.000000 59.061974 12.750949 14.054536 13.184693 0.000000 0.000000 1.086843 
