Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 clinopyroxene_1 feldspar_0 spinel_0 
44001.00 1423.85 100.138999 0.000000 59.090393 12.925906 13.702566 13.349760 0.000000 0.000000 1.070373 
43901.00 1423.63 100.138999 0.000000 59.089417 12.914660 13.710676 13.352847 0.000000 0.000000 1.071400 
43801.00 1423.42 100.138999 0.000000 59.088432 12.903333 13.718835 13.355964 0.000000 0.000000 1.072435 
43701.00 1423.20 100.138999 0.000000 59.087439 12.891925 13.727043 13.359112 0.000000 0.000000 1.073480 
43601.00 1422.99 100.138999 0.000000 59.086437 12.880435 13.735301 13.362293 0.000000 0.000000 1.074534 
43501.00 1422.77 100.138999 0.000000 59.085426 12.868862 13.743609 13.365505 0.000000 0.000000 1.075597 
43401.00 1422.56 100.138999 0.000000 59.084406 12.857205 13.751968 13.368750 0.000000 0.000000 1.076670 
43301.00 1422.34 100.138999 0.000000 59.083378 12.845464 13.760378 13.372027 0.000000 0.000000 1.077752 
43201.00 1422.13 100.138999 0.000000 59.082339 12.833637 13.768840 13.375338 0.000000 0.000000 1.078845 
43101.00 1421.91 100.138999 0.000000 59.081292 12.821724 13.777354 13.378682 0.000000 0.000000 1.079947 
43001.00 1421.70 100.138999 0.000000 59.080235 12.809724 13.785922 13.382059 0.000000 0.000000 1.081059 
42901.00 1421.48 100.138999 0.000000 59.079168 12.797636 13.794542 13.385471 0.000000 0.000000 1.082182 
42801.00 1421.27 100.138999 0.000000 59.078091 12.785459 13.803217 13.388917 0.000000 0.000000 1.083315 
42701.00 1421.05 100.138999 0.000000 59.077005 12.773192 13.811946 13.392398 0.000000 0.000000 1.084459 
42601.00 1420.83 100.138999 0.000000 59.075908 12.760835 13.820730 13.395913 0.000000 0.000000 1.085613 
42501.00 1420.62 100.138999 0.000000 59.074801 12.748385 13.829570 13.399465 0.000000 0.000000 1.086778 
42401.00 1420.40 100.138999 0.000000 59.073684 12.735843 13.838467 13.403051 0.000000 0.000000 1.087954 
42301.00 1420.19 100.138999 0.000000 59.072556 12.723207 13.847420 13.406675 0.000000 0.000000 1.089142 
42201.00 1419.97 100.138999 0.000000 59.071417 12.710477 13.856430 13.410334 0.000000 0.000000 1.090341 
42101.00 1419.76 100.138999 0.000000 59.070268 12.697651 13.865499 13.414031 0.000000 0.000000 1.091551 
42001.00 1419.54 100.138999 0.000000 59.069107 12.684729 13.874626 13.417765 0.000000 0.000000 1.092773 
41901.00 1419.33 100.138999 0.000000 59.067935 12.671709 13.883812 13.421536 0.000000 0.000000 1.094007 
41801.00 1419.11 100.138999 0.000000 59.066752 12.658590 13.893059 13.425346 0.000000 0.000000 1.095253 
41701.00 1418.89 100.138999 0.000000 59.065557 12.645371 13.902366 13.429194 0.000000 0.000000 1.096511 
41601.00 1418.68 100.138999 0.000000 59.064351 12.632052 13.911734 13.433080 0.000000 0.000000 1.097782 
41501.00 1418.46 100.138999 0.000000 59.063132 12.618631 13.921165 13.437007 0.000000 0.000000 1.099065 
41401.00 1418.25 100.138999 0.000000 59.061902 12.605107 13.930657 13.440972 0.000000 0.000000 1.100361 
41301.00 1418.03 100.138999 0.000000 59.060659 12.591478 13.940214 13.444978 0.000000 0.000000 1.101670 
41201.00 1417.81 100.138999 0.000000 59.059403 12.577745 13.949834 13.449025 0.000000 0.000000 1.102992 
41101.00 1417.60 100.138999 0.000000 59.058135 12.563905 13.959519 13.453112 0.000000 0.000000 1.104328 
41001.00 1417.38 100.138999 0.000000 59.056855 12.549957 13.969269 13.457241 0.000000 0.000000 1.105677 
40901.00 1417.17 100.138999 0.000000 59.055561 12.535901 13.979086 13.461411 0.000000 0.000000 1.107041 
40801.00 1416.95 100.138999 0.000000 59.054253 12.521735 13.988970 13.465624 0.000000 0.000000 1.108418 
40701.00 1416.73 100.138999 0.000000 59.052933 12.507457 13.998921 13.469879 0.000000 0.000000 1.109809 
40601.00 1416.52 100.138999 0.000000 59.051598 12.493067 14.008941 13.474178 0.000000 0.000000 1.111215 
40501.00 1416.30 100.138999 0.000000 59.050250 12.478564 14.019030 13.478520 0.000000 0.000000 1.112636 
40401.00 1416.08 100.138999 0.000000 59.048887 12.463945 14.029189 13.482906 0.000000 0.000000 1.114072 
40301.00 1415.87 100.138999 0.000000 59.047510 12.449210 14.039419 13.487337 0.000000 0.000000 1.115523 
40201.00 1415.65 100.138999 0.000000 59.046118 12.434358 14.049721 13.491813 0.000000 0.000000 1.116989 
40101.00 1415.43 100.138999 0.000000 59.044712 12.419386 14.060095 13.496335 0.000000 0.000000 1.118471 
40001.00 1415.22 100.138999 0.000000 59.043290 12.404294 14.070543 13.500902 0.000000 0.000000 1.119969 
39901.00 1415.00 100.138999 0.000000 59.041853 12.389081 14.081065 13.505517 0.000000 0.000000 1.121483 
39801.00 1414.78 100.138999 0.000000 59.040401 12.373744 14.091662 13.510178 0.000000 0.000000 1.123014 
39701.00 1414.57 100.138999 0.000000 59.038932 12.358283 14.102336 13.514887 0.000000 0.000000 1.124562 
39601.00 1414.35 100.138999 0.000000 59.037448 12.342696 14.113086 13.519644 0.000000 0.000000 1.126126 
