Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 orthopyroxene_0 clinopyroxene_0 spinel_0 
2001.00 1224.30 79.267868 0.055699 67.461382 10.396546 0.167469 1.186772 
1751.00 1222.88 79.267865 0.378579 67.708219 10.034904 0.000000 1.146163 
1501.00 1221.91 79.267865 0.586747 67.880060 9.682406 0.000000 1.118653 
1251.00 1220.94 79.267865 0.793896 68.058013 9.323094 0.000000 1.092863 
1001.00 1219.97 79.266635 0.999189 68.242113 8.956602 0.000000 1.068731 
751.00 1219.01 79.058026 0.990234 68.423367 8.598040 0.000000 1.046385 
501.00 1218.07 78.856355 0.981699 68.601789 8.247164 0.000000 1.025703 
251.00 1217.14 78.661269 0.973570 68.777394 7.903734 0.000000 1.006571 
1.00 1216.22 78.472423 0.965873 68.950237 7.567435 0.000000 0.988878 
