Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
16801.00 1355.14 0.003043 0.008823 -35.290455 0.001090 0.004692 1.284 48.1717 0.801045 16.5093 0.13482 0.292232 6.84911 0.0270409 11.9123 0.0157362 5.13671 10.15
16701.00 1354.80 0.037625 0.109040 -436.638158 0.013483 0.058018 1.292 48.2194 0.800195 16.5254 0.136322 0.288824 6.83648 0.0267523 11.9046 0.0155631 5.18444 10.062
16601.00 1354.45 0.072743 0.210732 -844.815465 0.026075 0.112179 1.300 48.2668 0.799363 16.5412 0.137854 0.285428 6.82401 0.0264652 11.8972 0.015391 5.23275 9.97362
16501.00 1354.11 0.108417 0.313949 -1260.042087 0.038873 0.167203 1.308 48.3139 0.798548 16.5568 0.139419 0.282043 6.81168 0.0261795 11.8898 0.0152198 5.28164 9.8848
16401.00 1353.76 0.144664 0.418741 -1682.546712 0.051883 0.223119 1.316 48.3607 0.797751 16.5721 0.141015 0.278671 6.79951 0.0258952 11.8826 0.0150494 5.33112 9.79556
16301.00 1353.41 0.181504 0.525161 -2112.567414 0.065112 0.279956 1.324 48.4073 0.796972 16.5871 0.142645 0.275311 6.78748 0.0256124 11.8756 0.0148801 5.3812 9.7059
16201.00 1353.06 0.218957 0.633265 -2550.352096 0.078569 0.337745 1.333 48.4535 0.79621 16.6019 0.144309 0.271965 6.77561 0.025331 11.8687 0.0147116 5.43189 9.61584
16101.00 1352.70 0.257044 0.743108 -2996.158947 0.092259 0.396520 1.341 48.4995 0.795465 16.6164 0.146007 0.268632 6.76388 0.025051 11.8619 0.014544 5.48318 9.52536
16001.00 1352.35 0.295787 0.854751 -3450.256917 0.106192 0.456314 1.349 48.5451 0.794738 16.6307 0.147741 0.265313 6.75231 0.0247725 11.8553 0.0143774 5.5351 9.43449
15901.00 1351.99 0.335208 0.968257 -3912.926223 0.120375 0.517161 1.357 48.5905 0.794028 16.6447 0.149512 0.262009 6.74089 0.0244954 11.8488 0.0142117 5.58763 9.34322
15801.00 1351.63 0.375331 1.083688 -4384.458870 0.134817 0.579100 1.365 48.6354 0.793335 16.6584 0.15132 0.25872 6.72962 0.0242198 11.8425 0.014047 5.6408 9.25156
15701.00 1351.27 0.416181 1.201114 -4865.159200 0.149527 0.642167 1.373 48.6801 0.792659 16.6719 0.153167 0.255446 6.71849 0.0239456 11.8363 0.0138832 5.69461 9.1595
15601.00 1350.90 0.457784 1.320604 -5355.344463 0.164514 0.706403 1.381 48.7244 0.792 16.6851 0.155053 0.252188 6.70752 0.0236729 11.8302 0.0137203 5.74906 9.06707
15501.00 1350.54 0.500166 1.442231 -5855.345416 0.179788 0.771850 1.389 48.7683 0.791357 16.698 0.15698 0.248946 6.6967 0.0234017 11.8243 0.0135584 5.80416 8.97426
15401.00 1350.17 0.543356 1.566071 -6365.506950 0.195359 0.838550 1.397 48.8119 0.79073 16.7107 0.158948 0.245721 6.68603 0.023132 11.8185 0.0133974 5.85991 8.88108
15301.00 1349.80 0.587382 1.692205 -6886.188734 0.211237 0.906549 1.404 48.8551 0.790119 16.723 0.160959 0.242513 6.67551 0.0228638 11.8128 0.0132373 5.91633 8.78753
15201.00 1349.42 0.632275 1.820714 -7417.765904 0.227434 0.975894 1.412 48.8979 0.789524 16.7351 0.163012 0.239323 6.66513 0.022597 11.8073 0.0130782 5.97341 8.69363
15101.00 1349.05 0.678067 1.951685 -7960.629749 0.243961 1.046634 1.420 48.9404 0.788944 16.7469 0.165111 0.236151 6.6549 0.0223318 11.8018 0.0129201 6.03116 8.59938
15001.00 1348.67 0.724791 2.085207 -8515.188477 0.260830 1.118819 1.428 48.9824 0.788378 16.7584 0.167254 0.232998 6.64481 0.022068 11.7965 0.0127629 6.08959 8.50479
14901.00 1348.29 0.772481 2.221376 -9081.867941 0.278054 1.192505 1.436 49.0241 0.787827 16.7697 0.169445 0.229865 6.63486 0.0218058 11.7913 0.0126066 6.14869 8.40986
14801.00 1347.90 0.821174 2.360288 -9661.112457 0.295645 1.267745 1.444 49.0653 0.787289 16.7806 0.171683 0.226751 6.62505 0.021545 11.7862 0.0124513 6.20848 8.31462
14701.00 1347.51 0.870906 2.502045 -10253.385607 0.313617 1.344599 1.451 49.1062 0.786764 16.7913 0.17397 0.223657 6.61538 0.0212858 11.7812 0.012297 6.26896 8.21906
14601.00 1347.12 0.921716 2.646755 -10859.171115 0.331984 1.423126 1.459 49.1466 0.786252 16.8016 0.176306 0.220584 6.60584 0.0210282 11.7763 0.0121436 6.33013 8.1232
14501.00 1346.73 0.973647 2.794527 -11478.973676 0.350761 1.503391 1.467 49.1866 0.785751 16.8117 0.178694 0.217533 6.59643 0.020772 11.7715 0.0119912 6.39199 8.02705
14401.00 1346.33 1.026740 2.945477 -12113.319915 0.369964 1.585458 1.475 49.2262 0.785261 16.8215 0.181133 0.214504 6.58715 0.0205174 11.7667 0.0118397 6.45454 7.93062
14301.00 1345.93 1.055125 3.025419 -12456.808977 0.380269 1.629379 1.482 49.2653 0.784788 16.831 0.183628 0.211491 6.57804 0.0202643 11.7621 0.0116893 6.51786 7.83382
14201.00 1345.53 1.055160 3.024017 -12465.794705 0.380356 1.629522 1.490 49.3038 0.78434 16.8402 0.18618 0.208489 6.56918 0.0200128 11.7577 0.0115398 6.58201 7.73654
14101.00 1345.13 1.055205 3.022630 -12474.869497 0.380445 1.629681 1.498 49.3417 0.783917 16.8491 0.188794 0.205497 6.56055 0.0197628 11.7535 0.0113913 6.64702 7.6388
