Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
401.00 1124.01 0.757828 1.952829 -9967.947273 0.295110 1.142291 4.202 58.9797 1.49778 17.1703 0.744311 0.0830312 2.84712 0.00246262 6.36415 0.00117937 10.7153 1.59474
301.00 1122.05 1.571244 4.045281 -20693.177874 0.612814 2.367749 4.248 59.2005 1.40542 17.1588 0.730525 0.0822013 2.80381 0.00238344 6.31777 0.00113908 10.7238 1.5736
201.00 1120.06 1.826211 4.697421 -24081.330081 0.713352 2.751237 4.293 59.4187 1.31589 17.1475 0.716502 0.0813871 2.76102 0.00230672 6.27131 0.00110009 10.7316 1.55267
101.00 1118.03 1.828721 4.699504 -24144.718135 0.715430 2.754285 4.340 59.6355 1.22776 17.1366 0.702175 0.0805771 2.7187 0.00223211 6.22476 0.00106223 10.7389 1.5318
1.00 1115.98 1.831629 4.702512 -24213.423852 0.717670 2.757925 4.386 59.8504 1.14133 17.1261 0.687569 0.0797724 2.67689 0.00215958 6.17816 0.00102549 10.7457 1.51093

clinopyroxene_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
42201.00 1205.80 12.476685 29.038087 -149456.917238 3.796826 14.846293 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.7149 0.708906 3.59246 0.732471 0 2.5477 0 17.7281 0 18.0915 1.88396
42101.00 1205.63 12.476806 29.038585 -149496.719683 3.797078 14.847148 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.7117 0.708562 3.5989 0.731957 0 2.54881 0 17.726 0 18.09 1.88404
42001.00 1205.45 12.476939 29.039114 -149536.680870 3.797334 14.848017 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.7085 0.708215 3.60537 0.731443 0 2.54992 0 17.7239 0 18.0885 1.88411
41901.00 1205.28 12.477086 29.039672 -149576.802639 3.797593 14.848902 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.7052 0.707866 3.61189 0.730929 0 2.55104 0 17.7218 0 18.087 1.88419
41801.00 1205.11 12.477246 29.040261 -149617.086874 3.797857 14.849801 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.7019 0.707515 3.61844 0.730415 0 2.55216 0 17.7197 0 18.0856 1.88426
41701.00 1204.93 12.477419 29.040881 -149657.535455 3.798124 14.850715 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6986 0.707161 3.62503 0.729901 0 2.55328 0 17.7176 0 18.0841 1.88433
41601.00 1204.76 12.477605 29.041532 -149698.150315 3.798396 14.851644 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6953 0.706805 3.63165 0.729386 0 2.55441 0 17.7154 0 18.0826 1.88439
41501.00 1204.59 12.477805 29.042214 -149738.933393 3.798672 14.852589 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.692 0.706446 3.63831 0.728872 0 2.55554 0 17.7132 0 18.0812 1.88446
41401.00 1204.41 12.478019 29.042928 -149779.886658 3.798951 14.853549 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6886 0.706085 3.64502 0.728358 0 2.55667 0 17.711 0 18.0797 1.88452
41301.00 1204.24 12.478247 29.043675 -149821.012102 3.799235 14.854526 cpx Na0.13Ca0.69Fe''0.08Mg0.95Fe'''0.02Ti0.02Al0.15Si1.96O6 54.6852 0.705722 3.65176 0.727844 0 2.55781 0 17.7088 0 18.0783 1.88458
