Title: Depleted MORB Mantle of Workmann & Hart 2005

Phase Masses:
Pressure Temperature mass liquid_0 olivine_0 garnet_0 orthopyroxene_0 clinopyroxene_0 feldspar_0 spinel_0 
44001.00 1208.92 100.138999 0.000000 59.062516 13.842504 13.760419 12.476566 0.000000 0.996994 
43901.00 1208.75 100.138999 0.000000 59.062041 13.835486 13.767426 12.476478 0.000000 0.997568 
43801.00 1208.58 100.138999 0.000000 59.061563 13.828419 13.774471 12.476399 0.000000 0.998147 
43701.00 1208.40 100.138999 0.000000 59.061081 13.821304 13.781553 12.476332 0.000000 0.998729 
43601.00 1208.23 100.138999 0.000000 59.060596 13.814139 13.788674 12.476275 0.000000 0.999315 
43501.00 1208.06 100.138999 0.000000 59.060107 13.806924 13.795833 12.476229 0.000000 0.999905 
43401.00 1207.88 100.138999 0.000000 59.059615 13.799659 13.803031 12.476194 0.000000 1.000499 
43301.00 1207.71 100.138999 0.000000 59.059119 13.792343 13.810268 12.476171 0.000000 1.001097 
43201.00 1207.54 100.138999 0.000000 59.058620 13.784976 13.817545 12.476158 0.000000 1.001700 
43101.00 1207.36 100.138999 0.000000 59.058117 13.777557 13.824861 12.476158 0.000000 1.002306 
43001.00 1207.19 100.138999 0.000000 59.057609 13.770086 13.832218 12.476168 0.000000 1.002917 
42901.00 1207.02 100.138999 0.000000 59.057099 13.762563 13.839615 12.476191 0.000000 1.003532 
42801.00 1206.84 100.138999 0.000000 59.056584 13.754986 13.847053 12.476225 0.000000 1.004152 
42701.00 1206.67 100.138999 0.000000 59.056065 13.747355 13.854532 12.476271 0.000000 1.004775 
42601.00 1206.49 100.138999 0.000000 59.055542 13.739671 13.862053 12.476329 0.000000 1.005404 
42501.00 1206.32 100.138999 0.000000 59.055015 13.731932 13.869616 12.476400 0.000000 1.006037 
42401.00 1206.15 100.138999 0.000000 59.054485 13.724138 13.877221 12.476482 0.000000 1.006674 
42301.00 1205.97 100.138999 0.000000 59.053950 13.716288 13.884868 12.476577 0.000000 1.007316 
42201.00 1205.80 100.138999 0.000000 59.053410 13.708382 13.892559 12.476685 0.000000 1.007963 
42101.00 1205.63 100.138999 0.000000 59.052867 13.700419 13.900293 12.476806 0.000000 1.008615 
42001.00 1205.45 100.138999 0.000000 59.052319 13.692399 13.908071 12.476939 0.000000 1.009271 
41901.00 1205.28 100.138999 0.000000 59.051766 13.684321 13.915893 12.477086 0.000000 1.009932 
41801.00 1205.11 100.138999 0.000000 59.051210 13.676185 13.923760 12.477246 0.000000 1.010599 
41701.00 1204.93 100.138999 0.000000 59.050648 13.667990 13.931671 12.477419 0.000000 1.011270 
41601.00 1204.76 100.138999 0.000000 59.050083 13.659736 13.939629 12.477605 0.000000 1.011947 
41501.00 1204.59 100.138999 0.000000 59.049512 13.651422 13.947632 12.477805 0.000000 1.012628 
41401.00 1204.41 100.138999 0.000000 59.048937 13.643047 13.955681 12.478019 0.000000 1.013316 
41301.00 1204.24 100.138999 0.000000 59.048357 13.634611 13.963777 12.478247 0.000000 1.014008 
41201.00 1204.06 100.138999 0.000000 59.047772 13.626113 13.971920 12.478489 0.000000 1.014706 
41101.00 1203.89 100.138999 0.000000 59.047182 13.617553 13.980110 12.478745 0.000000 1.015409 
41001.00 1203.72 100.138999 0.000000 59.046587 13.608930 13.988349 12.479016 0.000000 1.016118 
40901.00 1203.54 100.138999 0.000000 59.045987 13.600243 13.996636 12.479301 0.000000 1.016832 
40801.00 1203.37 100.138999 0.000000 59.045382 13.591492 14.004971 12.479601 0.000000 1.017553 
40701.00 1203.20 100.138999 0.000000 59.044772 13.582677 14.013356 12.479916 0.000000 1.018279 
40601.00 1203.02 100.138999 0.000000 59.044156 13.573796 14.021791 12.480245 0.000000 1.019011 
40501.00 1202.85 100.138999 0.000000 59.043535 13.564848 14.030276 12.480590 0.000000 1.019749 
40401.00 1202.67 100.138999 0.000000 59.042909 13.555834 14.038812 12.480951 0.000000 1.020493 
40301.00 1202.50 100.138999 0.000000 59.042277 13.546753 14.047400 12.481327 0.000000 1.021243 
40201.00 1202.33 100.138999 0.000000 59.041639 13.537603 14.056038 12.481719 0.000000 1.022000 
40101.00 1202.15 100.138999 0.000000 59.040996 13.528385 14.064730 12.482127 0.000000 1.022762 
40001.00 1201.98 100.138999 0.000000 59.040346 13.519097 14.073473 12.482551 0.000000 1.023532 
39901.00 1201.80 100.138999 0.000000 59.039691 13.509739 14.082270 12.482991 0.000000 1.024308 
39801.00 1201.63 100.138999 0.000000 59.039030 13.500310 14.091121 12.483448 0.000000 1.025090 
39701.00 1201.46 100.138999 0.000000 59.038363 13.490809 14.100026 12.483921 0.000000 1.025880 
39601.00 1201.28 100.138999 0.000000 59.037690 13.481236 14.108986 12.484411 0.000000 1.026676 
39501.00 1201.11 100.138999 0.000000 59.037010 13.471590 14.118002 12.484919 0.000000 1.027479 
39401.00 1200.93 100.138999 0.000000 59.036324 13.461870 14.127073 12.485443 0.000000 1.028289 
39301.00 1200.76 100.138999 0.000000 59.035631 13.452075 14.136201 12.485985 0.000000 1.029106 
39201.00 1200.58 100.138999 0.000000 59.034932 13.442205 14.145386 12.486545 0.000000 1.029931 
39101.00 1200.41 100.138999 0.000000 59.034227 13.432258 14.154628 12.487123 0.000000 1.030763 
