Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
1901.00 1158.33 0.066415 0.173743 -863.553637 0.025532 0.100533 3.736 57.3934 1.37595 17.6209 0.663967 0.0908473 3.29904 0.00303902 6.98025 0.00150361 10.6239 1.9472
1801.00 1156.63 0.711827 1.860527 -9264.832940 0.273942 1.077288 3.769 57.5471 1.32291 17.6019 0.66113 0.0900119 3.26246 0.00296054 6.94321 0.00146222 10.6589 1.90799
1701.00 1154.89 1.377493 3.597227 -17947.045868 0.530694 2.084280 3.802 57.7018 1.27109 17.5827 0.657656 0.0892142 3.22562 0.00288406 6.90548 0.0014219 10.6917 1.87036
1601.00 1153.13 1.676788 4.374917 -21868.785522 0.646711 2.536599 3.835 57.8578 1.21936 17.5639 0.653591 0.0884256 3.18865 0.00280913 6.86721 0.00138246 10.7231 1.83378
1501.00 1151.35 1.677968 4.374062 -21906.689715 0.647886 2.537833 3.869 58.0154 1.16685 17.5456 0.648957 0.0876259 3.15163 0.00273543 6.82852 0.00134372 10.7536 1.79781
1401.00 1149.54 1.679183 4.373258 -21945.294325 0.649085 2.539115 3.904 58.1742 1.11374 17.5278 0.643772 0.0868156 3.11462 0.00266297 6.78945 0.0013057 10.7832 1.76238
1301.00 1147.71 1.680447 4.372532 -21984.737468 0.650311 2.540463 3.939 58.334 1.06022 17.5106 0.638055 0.085995 3.07767 0.00259177 6.75005 0.00126841 10.8121 1.7274
1201.00 1145.86 1.681768 4.371901 -22025.115751 0.651567 2.541891 3.974 58.4944 1.00648 17.4941 0.631828 0.0851642 3.04081 0.00252183 6.71037 0.00123184 10.8404 1.69276
1101.00 1143.99 1.683149 4.371372 -22066.476156 0.652853 2.543407 4.010 58.655 0.952696 17.4781 0.625111 0.0843235 3.00411 0.00245316 6.67045 0.00119599 10.8682 1.65838
1001.00 1142.10 1.684593 4.370940 -22108.806006 0.654168 2.545011 4.046 58.8155 0.89907 17.4627 0.617928 0.0834728 2.96759 0.00238577 6.63034 0.00116087 10.8956 1.62414
901.00 1140.18 1.686092 4.370584 -22152.020539 0.655508 2.546697 4.082 58.9757 0.84579 17.448 0.610303 0.0826117 2.93132 0.00231964 6.5901 0.00112647 10.9228 1.58992
801.00 1138.23 1.687636 4.370267 -22195.947048 0.656869 2.548448 4.119 59.1349 0.793049 17.434 0.602261 0.0817398 2.89535 0.00225478 6.54977 0.00109279 10.95 1.5556
701.00 1136.26 1.689204 4.369931 -22240.304450 0.658239 2.550235 4.156 59.2929 0.741038 17.4207 0.593828 0.0808561 2.85972 0.00219116 6.50943 0.00105981 10.9772 1.52105
601.00 1134.26 1.690766 4.369491 -22284.676648 0.659607 2.552013 4.194 59.4493 0.689944 17.4081 0.585032 0.0799592 2.82449 0.00212876 6.46913 0.00102752 11.0048 1.4861
501.00 1132.23 1.692280 4.368827 -22328.477070 0.660952 2.553718 4.231 59.6035 0.639953 17.3962 0.575904 0.079047 2.78973 0.00206757 6.42894 0.000995907 11.033 1.45059
401.00 1130.18 1.693685 4.367780 -22370.900376 0.662251 2.555264 4.269 59.7551 0.591244 17.3853 0.566477 0.0781169 2.75549 0.00200754 6.38895 0.000964955 11.0621 1.4143
301.00 1128.10 1.694901 4.366133 -22410.855695 0.663469 2.556532 4.306 59.9034 0.543992 17.3752 0.556786 0.0771652 2.72187 0.00194863 6.34926 0.000934638 11.0924 1.37701
201.00 1125.99 1.695821 4.363598 -22446.871690 0.664560 2.557359 4.344 60.048 0.498363 17.3661 0.546873 0.076187 2.68893 0.00189078 6.30996 0.000904927 11.1243 1.33843
101.00 1123.86 1.696295 4.359786 -22476.958532 0.665464 2.557528 4.381 60.1881 0.454517 17.3582 0.536783 0.0751759 2.6568 0.00183391 6.27119 0.000875788 11.1584 1.29823
1.00 1121.69 1.696124 4.354170 -22498.398664 0.666101 2.556739 4.418 60.3227 0.412604 17.3515 0.526571 0.0741235 2.62559 0.00177795 6.2331 0.000847178 11.1952 1.25597

garnet_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
44001.00 1241.35 13.721504 32.541800 -163671.389996 3.744458 16.542395 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3067 0 23.9311 0 0 8.93142 0 19.6335 0 5.1973 0
43901.00 1241.17 13.713949 32.523085 -163620.666752 3.742588 16.533590 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3066 0 23.931 0 0 8.93029 0 19.6322 0 5.1999 0
43801.00 1240.99 13.706342 32.504247 -163569.277361 3.740704 16.524720 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3065 0 23.9309 0 0 8.92916 0 19.6309 0 5.2025 0
43701.00 1240.81 13.698681 32.485284 -163517.215686 3.738806 16.515787 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3064 0 23.9309 0 0 8.92803 0 19.6296 0 5.2051 0
43601.00 1240.63 13.690968 32.466194 -163464.475514 3.736892 16.506789 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3063 0 23.9308 0 0 8.9269 0 19.6283 0 5.20771 0
43501.00 1240.45 13.683201 32.446977 -163411.050557 3.734964 16.497725 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.3061 0 23.9308 0 0 8.92577 0 19.627 0 5.21031 0
43401.00 1240.28 13.675379 32.427632 -163356.934449 3.733021 16.488595 (Ca0.13Fe''0.18Mg0.69)3Al2Si3O12 42.306 0 23.9307 0 0 8.92464 0 19.6257 0 5.21291 0
