Title: Depleted MORB Mantle of Workmann & Hart 2005

System Thermodynamic Data:
Pressure Temperature mass F phi S H V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
44001.00 1192.73 100.138999 0.0000000000000000 0.000000 236.360045 -1177893.030167 29.870986 123.163868 -19.841736 1348.652212 -7.485 -7.485 0.000000 3.352383 0.000 0 0.000
43901.00 1192.56 100.138999 0.0000000000000000 0.000000 236.360045 -1178191.749568 29.872894 123.169393 -19.848588 1348.590724 -7.489 -7.489 0.000000 3.352169 0.000 0 0.000
43801.00 1192.39 100.138999 0.0000000000000000 0.000000 236.360045 -1178490.488054 29.874803 123.174917 -19.855443 1348.529340 -7.494 -7.494 0.000000 3.351955 0.000 0 0.000
43701.00 1192.21 100.138999 0.0000000000000000 0.000000 236.360045 -1178789.245640 29.876714 123.180441 -19.862302 1348.468062 -7.499 -7.499 0.000000 3.351741 0.000 0 0.000
43601.00 1192.04 100.138999 0.0000000000000000 0.000000 236.360045 -1179088.022346 29.878627 123.185964 -19.869165 1348.406891 -7.503 -7.503 0.000000 3.351526 0.000 0 0.000
43501.00 1191.87 100.138999 0.0000000000000000 0.000000 236.360045 -1179386.818187 29.880541 123.191488 -19.876031 1348.345827 -7.508 -7.508 0.000000 3.351311 0.000 0 0.000
43401.00 1191.70 100.138999 0.0000000000000000 0.000000 236.360045 -1179685.633181 29.882458 123.197010 -19.882900 1348.284872 -7.512 -7.512 0.000000 3.351096 0.000 0 0.000
43301.00 1191.53 100.138999 0.0000000000000000 0.000000 236.360045 -1179984.467347 29.884376 123.202533 -19.889774 1348.224025 -7.517 -7.517 0.000000 3.350881 0.000 0 0.000
43201.00 1191.36 100.138999 0.0000000000000000 0.000000 236.360045 -1180283.320700 29.886295 123.208055 -19.896650 1348.163289 -7.521 -7.521 0.000000 3.350666 0.000 0 0.000
43101.00 1191.19 100.138999 0.0000000000000000 0.000000 236.360045 -1180582.193260 29.888217 123.213576 -19.903531 1348.102663 -7.526 -7.526 0.000000 3.350451 0.000 0 0.000
